"Trigger_ID","Target_Category","Display_Title","Threshold_Orb","Progress_Max_Days","Arrival_Text","Next_Action_Hint"
"BUSINESS_EXPANSION_MOON_POS","Work","事業拡大の追い風が吹くまで","7","3","新しいステージへ進む準備が整う日。スケールの大きな提案が通ります。","既存の枠組みに囚われない、自由で大胆なビジョンを練り上げてください。"
"BUSINESS_EXPANSION_MOON_NEG_EXIT","Work","仕事面の負荷を抜けるまで","7","3","仕事面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"BUSINESS_EXPANSION_SHORT_POS","Work","事業拡大の追い風が吹くまで","7","25","新しいステージへ進む準備が整う日。スケールの大きな提案が通ります。","既存の枠組みに囚われない、自由で大胆なビジョンを練り上げてください。"
"BUSINESS_EXPANSION_SHORT_NEG_EXIT","Work","仕事面の負荷を抜けるまで","7","25","仕事面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"BUSINESS_EXPANSION_MID_POS","Work","事業拡大の追い風が吹くまで","7","30","新しいステージへ進む準備が整う日。スケールの大きな提案が通ります。","既存の枠組みに囚われない、自由で大胆なビジョンを練り上げてください。"
"BUSINESS_EXPANSION_MID_NEG_EXIT","Work","仕事面の負荷を抜けるまで","7","30","仕事面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"BUSINESS_EXPANSION_LONG_POS","Work","事業拡大の追い風が吹くまで","7","60","新しいステージへ進む準備が整う日。スケールの大きな提案が通ります。","既存の枠組みに囚われない、自由で大胆なビジョンを練り上げてください。"
"BUSINESS_EXPANSION_LONG_NEG_EXIT","Work","仕事面の負荷を抜けるまで","7","60","仕事面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"PROJECT_COMPLETION_MOON_POS","Work","長期プロジェクトの達成日まで","5","3","一つの大きな節目を越え、達成感を味わう日。次の山が見えてきます。","これまでの工程を振り返り、関わった人々への感謝を伝えておきましょう。"
"PROJECT_COMPLETION_MOON_NEG_EXIT","Work","仕事面の負荷を抜けるまで","5","3","仕事面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"PROJECT_COMPLETION_SHORT_POS","Work","長期プロジェクトの達成日まで","5","20","一つの大きな節目を越え、達成感を味わう日。次の山が見えてきます。","これまでの工程を振り返り、関わった人々への感謝を伝えておきましょう。"
"PROJECT_COMPLETION_SHORT_NEG_EXIT","Work","仕事面の負荷を抜けるまで","5","20","仕事面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"PROJECT_COMPLETION_MID_POS","Work","長期プロジェクトの達成日まで","5","30","一つの大きな節目を越え、達成感を味わう日。次の山が見えてきます。","これまでの工程を振り返り、関わった人々への感謝を伝えておきましょう。"
"PROJECT_COMPLETION_MID_NEG_EXIT","Work","仕事面の負荷を抜けるまで","5","30","仕事面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"PROJECT_COMPLETION_LONG_POS","Work","長期プロジェクトの達成日まで","5","60","一つの大きな節目を越え、達成感を味わう日。次の山が見えてきます。","これまでの工程を振り返り、関わった人々への感謝を伝えておきましょう。"
"PROJECT_COMPLETION_LONG_NEG_EXIT","Work","仕事面の負荷を抜けるまで","5","60","仕事面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"MONEY_LUCK_TAURUS_MOON_POS","Money","金運の波が最高潮に達するまで","5","3","物質的な豊かさを引き寄せる力が最大になる日。賢い選択が実を結びます。","収支のバランスを見直し、将来のための投資計画を具体的に立てて。"
"MONEY_LUCK_TAURUS_MOON_NEG_EXIT","Money","金銭面の負荷を抜けるまで","5","3","金銭面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"MONEY_LUCK_TAURUS_SHORT_POS","Money","金運の波が最高潮に達するまで","5","14","物質的な豊かさを引き寄せる力が最大になる日。賢い選択が実を結びます。","収支のバランスを見直し、将来のための投資計画を具体的に立てて。"
"MONEY_LUCK_TAURUS_SHORT_NEG_EXIT","Money","金銭面の負荷を抜けるまで","5","14","金銭面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"MONEY_LUCK_TAURUS_MID_POS","Money","金運の波が最高潮に達するまで","5","30","物質的な豊かさを引き寄せる力が最大になる日。賢い選択が実を結びます。","収支のバランスを見直し、将来のための投資計画を具体的に立てて。"
"MONEY_LUCK_TAURUS_MID_NEG_EXIT","Money","金銭面の負荷を抜けるまで","5","30","金銭面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"MONEY_LUCK_TAURUS_LONG_POS","Money","金運の波が最高潮に達するまで","5","60","物質的な豊かさを引き寄せる力が最大になる日。賢い選択が実を結びます。","収支のバランスを見直し、将来のための投資計画を具体的に立てて。"
"MONEY_LUCK_TAURUS_LONG_NEG_EXIT","Money","金銭面の負荷を抜けるまで","5","60","金銭面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"SAVINGS_GROWTH_MOON_POS","Money","財政基盤が安定する蓄財期まで","6","3","無駄が削ぎ落とされ、確かな資産が積み上がる日。長期的な安心を手に。","固定費の削減や貯蓄用口座の整理など、足元を固める作業を優先して。"
"SAVINGS_GROWTH_MOON_NEG_EXIT","Money","金銭面の負荷を抜けるまで","6","3","金銭面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"SAVINGS_GROWTH_SHORT_POS","Money","財政基盤が安定する蓄財期まで","6","30","無駄が削ぎ落とされ、確かな資産が積み上がる日。長期的な安心を手に。","固定費の削減や貯蓄用口座の整理など、足元を固める作業を優先して。"
"SAVINGS_GROWTH_SHORT_NEG_EXIT","Money","金銭面の負荷を抜けるまで","6","30","金銭面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"SAVINGS_GROWTH_MID_POS","Money","財政基盤が安定する蓄財期まで","6","60","無駄が削ぎ落とされ、確かな資産が積み上がる日。長期的な安心を手に。","固定費の削減や貯蓄用口座の整理など、足元を固める作業を優先して。"
"SAVINGS_GROWTH_MID_NEG_EXIT","Money","金銭面の負荷を抜けるまで","6","60","金銭面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"SAVINGS_GROWTH_LONG_POS","Money","財政基盤が安定する蓄財期まで","6","60","無駄が削ぎ落とされ、確かな資産が積み上がる日。長期的な安心を手に。","固定費の削減や貯蓄用口座の整理など、足元を固める作業を優先して。"
"SAVINGS_GROWTH_LONG_NEG_EXIT","Money","金銭面の負荷を抜けるまで","6","60","金銭面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"SELF_REFORM_URANUS_MOON_POS","General","人生を刷新する覚醒の日まで","6","3","古い殻を脱ぎ捨て、新しい自分に生まれ変わる衝撃的な一日です。","執着しているものを手放す覚悟を決め、変化を恐れず受け入れる心構えを。"
"SELF_REFORM_URANUS_MOON_NEG_EXIT","General","運勢面の負荷を抜けるまで","6","3","運勢面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"SELF_REFORM_URANUS_SHORT_POS","General","人生を刷新する覚醒の日まで","6","21","古い殻を脱ぎ捨て、新しい自分に生まれ変わる衝撃的な一日です。","執着しているものを手放す覚悟を決め、変化を恐れず受け入れる心構えを。"
"SELF_REFORM_URANUS_SHORT_NEG_EXIT","General","運勢面の負荷を抜けるまで","6","21","運勢面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"SELF_REFORM_URANUS_MID_POS","General","人生を刷新する覚醒の日まで","6","30","古い殻を脱ぎ捨て、新しい自分に生まれ変わる衝撃的な一日です。","執着しているものを手放す覚悟を決め、変化を恐れず受け入れる心構えを。"
"SELF_REFORM_URANUS_MID_NEG_EXIT","General","運勢面の負荷を抜けるまで","6","30","運勢面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"SELF_REFORM_URANUS_LONG_POS","General","人生を刷新する覚醒の日まで","6","60","古い殻を脱ぎ捨て、新しい自分に生まれ変わる衝撃的な一日です。","執着しているものを手放す覚悟を決め、変化を恐れず受け入れる心構えを。"
"SELF_REFORM_URANUS_LONG_NEG_EXIT","General","運勢面の負荷を抜けるまで","6","60","運勢面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"SPIRITUAL_HEALING_MOON_POS","Health","魂のデトックスが完了するまで","4","3","心身ともに浄化され、深い癒やしが訪れる日。新しい活力が湧きます。","良質な睡眠と食事を意識し、不要な情報の入力を遮断して静かに過ごして。"
"SPIRITUAL_HEALING_MOON_NEG_EXIT","Health","心身面の負荷を抜けるまで","4","3","心身面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"SPIRITUAL_HEALING_SHORT_POS","Health","魂のデトックスが完了するまで","4","10","心身ともに浄化され、深い癒やしが訪れる日。新しい活力が湧きます。","良質な睡眠と食事を意識し、不要な情報の入力を遮断して静かに過ごして。"
"SPIRITUAL_HEALING_SHORT_NEG_EXIT","Health","心身面の負荷を抜けるまで","4","10","心身面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"SPIRITUAL_HEALING_MID_POS","Health","魂のデトックスが完了するまで","4","30","心身ともに浄化され、深い癒やしが訪れる日。新しい活力が湧きます。","良質な睡眠と食事を意識し、不要な情報の入力を遮断して静かに過ごして。"
"SPIRITUAL_HEALING_MID_NEG_EXIT","Health","心身面の負荷を抜けるまで","4","30","心身面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"SPIRITUAL_HEALING_LONG_POS","Health","魂のデトックスが完了するまで","4","60","心身ともに浄化され、深い癒やしが訪れる日。新しい活力が湧きます。","良質な睡眠と食事を意識し、不要な情報の入力を遮断して静かに過ごして。"
"SPIRITUAL_HEALING_LONG_NEG_EXIT","Health","心身面の負荷を抜けるまで","4","60","心身面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"FATED_TURNING_POINT_MOON_POS","General","宿命的な転換点が訪れるまで","3","3","逃れられない大きな運命の流れが動き出す日。覚悟を決めて進んで。","身の回りを徹底的に掃除し、新しいエネルギーが入るスペースを作って。"
"FATED_TURNING_POINT_MOON_NEG_EXIT","General","運勢面の負荷を抜けるまで","3","3","運勢面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"FATED_TURNING_POINT_SHORT_POS","General","宿命的な転換点が訪れるまで","3","30","逃れられない大きな運命の流れが動き出す日。覚悟を決めて進んで。","身の回りを徹底的に掃除し、新しいエネルギーが入るスペースを作って。"
"FATED_TURNING_POINT_SHORT_NEG_EXIT","General","運勢面の負荷を抜けるまで","3","30","運勢面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"FATED_TURNING_POINT_MID_POS","General","宿命的な転換点が訪れるまで","3","30","逃れられない大きな運命の流れが動き出す日。覚悟を決めて進んで。","身の回りを徹底的に掃除し、新しいエネルギーが入るスペースを作って。"
"FATED_TURNING_POINT_MID_NEG_EXIT","General","運勢面の負荷を抜けるまで","3","30","運勢面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"FATED_TURNING_POINT_LONG_POS","General","宿命的な転換点が訪れるまで","3","60","逃れられない大きな運命の流れが動き出す日。覚悟を決めて進んで。","身の回りを徹底的に掃除し、新しいエネルギーが入るスペースを作って。"
"FATED_TURNING_POINT_LONG_NEG_EXIT","General","運勢面の負荷を抜けるまで","3","60","運勢面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"INNER_PEACE_MOON_MOON_POS","Health","内面の静寂を取り戻す日まで","2","3","誰にも邪魔されない心の平安が得られる日。自分を愛してください。","心地よい香りのアロマや音楽を準備し、自分を甘やかす究極の計画を。"
"INNER_PEACE_MOON_MOON_NEG_EXIT","Health","心身面の負荷を抜けるまで","2","3","心身面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"INNER_PEACE_MOON_SHORT_POS","Health","内面の静寂を取り戻す日まで","2","7","誰にも邪魔されない心の平安が得られる日。自分を愛してください。","心地よい香りのアロマや音楽を準備し、自分を甘やかす究極の計画を。"
"INNER_PEACE_MOON_SHORT_NEG_EXIT","Health","心身面の負荷を抜けるまで","2","7","心身面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"INNER_PEACE_MOON_MID_POS","Health","内面の静寂を取り戻す日まで","2","30","誰にも邪魔されない心の平安が得られる日。自分を愛してください。","心地よい香りのアロマや音楽を準備し、自分を甘やかす究極の計画を。"
"INNER_PEACE_MOON_MID_NEG_EXIT","Health","心身面の負荷を抜けるまで","2","30","心身面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"INNER_PEACE_MOON_LONG_POS","Health","内面の静寂を取り戻す日まで","2","60","誰にも邪魔されない心の平安が得られる日。自分を愛してください。","心地よい香りのアロマや音楽を準備し、自分を甘やかす究極の計画を。"
"INNER_PEACE_MOON_LONG_NEG_EXIT","Health","心身面の負荷を抜けるまで","2","60","心身面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"VICTORY_MARS_MOON_POS","General","宿敵に打ち勝ち勝利を掴むまで","4","3","どんな障害も突破できる強い力が宿る日。自分を信じて突き進んで。","戦略を綿密に立て、勝負どころを見極めるための冷静さを養っておいて。"
"VICTORY_MARS_MOON_NEG_EXIT","General","運勢面の負荷を抜けるまで","4","3","運勢面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"VICTORY_MARS_SHORT_POS","General","宿敵に打ち勝ち勝利を掴むまで","4","7","どんな障害も突破できる強い力が宿る日。自分を信じて突き進んで。","戦略を綿密に立て、勝負どころを見極めるための冷静さを養っておいて。"
"VICTORY_MARS_SHORT_NEG_EXIT","General","運勢面の負荷を抜けるまで","4","7","運勢面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"VICTORY_MARS_MID_POS","General","宿敵に打ち勝ち勝利を掴むまで","4","30","どんな障害も突破できる強い力が宿る日。自分を信じて突き進んで。","戦略を綿密に立て、勝負どころを見極めるための冷静さを養っておいて。"
"VICTORY_MARS_MID_NEG_EXIT","General","運勢面の負荷を抜けるまで","4","30","運勢面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"VICTORY_MARS_LONG_POS","General","宿敵に打ち勝ち勝利を掴むまで","4","60","どんな障害も突破できる強い力が宿る日。自分を信じて突き進んで。","戦略を綿密に立て、勝負どころを見極めるための冷静さを養っておいて。"
"VICTORY_MARS_LONG_NEG_EXIT","General","運勢面の負荷を抜けるまで","4","60","運勢面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"STUDY_EFFICIENCY_MAX_MOON_POS","Work","知性が研ぎ澄まされる学習期まで","4","3","複雑な課題を短時間で理解し、自分のものにできる知的な勝負日です。","学習計画を細かく立て、集中を妨げるものを排除した環境を整えて。"
"STUDY_EFFICIENCY_MAX_MOON_NEG_EXIT","Work","仕事面の負荷を抜けるまで","4","3","仕事面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"STUDY_EFFICIENCY_MAX_SHORT_POS","Work","知性が研ぎ澄まされる学習期まで","4","7","複雑な課題を短時間で理解し、自分のものにできる知的な勝負日です。","学習計画を細かく立て、集中を妨げるものを排除した環境を整えて。"
"STUDY_EFFICIENCY_MAX_SHORT_NEG_EXIT","Work","仕事面の負荷を抜けるまで","4","7","仕事面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"STUDY_EFFICIENCY_MAX_MID_POS","Work","知性が研ぎ澄まされる学習期まで","4","30","複雑な課題を短時間で理解し、自分のものにできる知的な勝負日です。","学習計画を細かく立て、集中を妨げるものを排除した環境を整えて。"
"STUDY_EFFICIENCY_MAX_MID_NEG_EXIT","Work","仕事面の負荷を抜けるまで","4","30","仕事面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"STUDY_EFFICIENCY_MAX_LONG_POS","Work","知性が研ぎ澄まされる学習期まで","4","60","複雑な課題を短時間で理解し、自分のものにできる知的な勝負日です。","学習計画を細かく立て、集中を妨げるものを排除した環境を整えて。"
"STUDY_EFFICIENCY_MAX_LONG_NEG_EXIT","Work","仕事面の負荷を抜けるまで","4","60","仕事面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"PUBLIC_RECOGNITION_MOON_POS","Work","公的な場での脚光を浴びるまで","5","3","あなたの才能が公に認められ、信頼を勝ち取る日。堂々と振る舞って。","自己紹介や実績を語るスピーチの練習をし、プロ意識を高く持って。"
"PUBLIC_RECOGNITION_MOON_NEG_EXIT","Work","仕事面の負荷を抜けるまで","5","3","仕事面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"PUBLIC_RECOGNITION_SHORT_POS","Work","公的な場での脚光を浴びるまで","5","14","あなたの才能が公に認められ、信頼を勝ち取る日。堂々と振る舞って。","自己紹介や実績を語るスピーチの練習をし、プロ意識を高く持って。"
"PUBLIC_RECOGNITION_SHORT_NEG_EXIT","Work","仕事面の負荷を抜けるまで","5","14","仕事面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"PUBLIC_RECOGNITION_MID_POS","Work","公的な場での脚光を浴びるまで","5","30","あなたの才能が公に認められ、信頼を勝ち取る日。堂々と振る舞って。","自己紹介や実績を語るスピーチの練習をし、プロ意識を高く持って。"
"PUBLIC_RECOGNITION_MID_NEG_EXIT","Work","仕事面の負荷を抜けるまで","5","30","仕事面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"PUBLIC_RECOGNITION_LONG_POS","Work","公的な場での脚光を浴びるまで","5","60","あなたの才能が公に認められ、信頼を勝ち取る日。堂々と振る舞って。","自己紹介や実績を語るスピーチの練習をし、プロ意識を高く持って。"
"PUBLIC_RECOGNITION_LONG_NEG_EXIT","Work","仕事面の負荷を抜けるまで","5","60","仕事面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"FAMILY_HAPPINESS_MOON_POS","General","家庭に平穏と喜びが戻る日まで","5","3","心安らぐ居場所が確立され、家族との絆が深まる温かな日です。","身近な人への小さなプレゼントや、共に過ごすための美味しい食事の準備を。"
"FAMILY_HAPPINESS_MOON_NEG_EXIT","General","運勢面の負荷を抜けるまで","5","3","運勢面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"FAMILY_HAPPINESS_SHORT_POS","General","家庭に平穏と喜びが戻る日まで","5","10","心安らぐ居場所が確立され、家族との絆が深まる温かな日です。","身近な人への小さなプレゼントや、共に過ごすための美味しい食事の準備を。"
"FAMILY_HAPPINESS_SHORT_NEG_EXIT","General","運勢面の負荷を抜けるまで","5","10","運勢面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"FAMILY_HAPPINESS_MID_POS","General","家庭に平穏と喜びが戻る日まで","5","30","心安らぐ居場所が確立され、家族との絆が深まる温かな日です。","身近な人への小さなプレゼントや、共に過ごすための美味しい食事の準備を。"
"FAMILY_HAPPINESS_MID_NEG_EXIT","General","運勢面の負荷を抜けるまで","5","30","運勢面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"FAMILY_HAPPINESS_LONG_POS","General","家庭に平穏と喜びが戻る日まで","5","60","心安らぐ居場所が確立され、家族との絆が深まる温かな日です。","身近な人への小さなプレゼントや、共に過ごすための美味しい食事の準備を。"
"FAMILY_HAPPINESS_LONG_NEG_EXIT","General","運勢面の負荷を抜けるまで","5","60","運勢面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"TALENT_DISCOVERY_MOON_POS","General","眠れる才能が目覚める日まで","6","3","自分でも気づかなかった可能性が開花する日。新しい扉が開きます。","コンプレックスを裏返して強みに変えるワークを行い、自己対話を深めて。"
"TALENT_DISCOVERY_MOON_NEG_EXIT","General","運勢面の負荷を抜けるまで","6","3","運勢面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"TALENT_DISCOVERY_SHORT_POS","General","眠れる才能が目覚める日まで","6","15","自分でも気づかなかった可能性が開花する日。新しい扉が開きます。","コンプレックスを裏返して強みに変えるワークを行い、自己対話を深めて。"
"TALENT_DISCOVERY_SHORT_NEG_EXIT","General","運勢面の負荷を抜けるまで","6","15","運勢面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"TALENT_DISCOVERY_MID_POS","General","眠れる才能が目覚める日まで","6","30","自分でも気づかなかった可能性が開花する日。新しい扉が開きます。","コンプレックスを裏返して強みに変えるワークを行い、自己対話を深めて。"
"TALENT_DISCOVERY_MID_NEG_EXIT","General","運勢面の負荷を抜けるまで","6","30","運勢面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"TALENT_DISCOVERY_LONG_POS","General","眠れる才能が目覚める日まで","6","60","自分でも気づかなかった可能性が開花する日。新しい扉が開きます。","コンプレックスを裏返して強みに変えるワークを行い、自己対話を深めて。"
"TALENT_DISCOVERY_LONG_NEG_EXIT","General","運勢面の負荷を抜けるまで","6","60","運勢面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"HOUSE_BRIGHTENING_MOON_POS","General","住環境が劇的に好転する日まで","5","3","居心地の良い空間が完成し、運気が底上げされる日。生活の質が向上。","不要な家具の処分や、日当たりの確保など、空間の浄化に努めてください。"
"HOUSE_BRIGHTENING_MOON_NEG_EXIT","General","運勢面の負荷を抜けるまで","5","3","運勢面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"HOUSE_BRIGHTENING_SHORT_POS","General","住環境が劇的に好転する日まで","5","20","居心地の良い空間が完成し、運気が底上げされる日。生活の質が向上。","不要な家具の処分や、日当たりの確保など、空間の浄化に努めてください。"
"HOUSE_BRIGHTENING_SHORT_NEG_EXIT","General","運勢面の負荷を抜けるまで","5","20","運勢面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"HOUSE_BRIGHTENING_MID_POS","General","住環境が劇的に好転する日まで","5","30","居心地の良い空間が完成し、運気が底上げされる日。生活の質が向上。","不要な家具の処分や、日当たりの確保など、空間の浄化に努めてください。"
"HOUSE_BRIGHTENING_MID_NEG_EXIT","General","運勢面の負荷を抜けるまで","5","30","運勢面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"HOUSE_BRIGHTENING_LONG_POS","General","住環境が劇的に好転する日まで","5","60","居心地の良い空間が完成し、運気が底上げされる日。生活の質が向上。","不要な家具の処分や、日当たりの確保など、空間の浄化に努めてください。"
"HOUSE_BRIGHTENING_LONG_NEG_EXIT","General","運勢面の負荷を抜けるまで","5","60","運勢面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"GLOBAL_CONNECTION_MOON_POS","General","広い世界との繋がりができるまで","7","3","国境や文化を越えた新しい視点が手に入る日。未知の体験が待っています。","語学の学習を始めたり、海外のニュースに触れて視野を広げておきましょう。"
"GLOBAL_CONNECTION_MOON_NEG_EXIT","General","運勢面の負荷を抜けるまで","7","3","運勢面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"GLOBAL_CONNECTION_SHORT_POS","General","広い世界との繋がりができるまで","7","30","国境や文化を越えた新しい視点が手に入る日。未知の体験が待っています。","語学の学習を始めたり、海外のニュースに触れて視野を広げておきましょう。"
"GLOBAL_CONNECTION_SHORT_NEG_EXIT","General","運勢面の負荷を抜けるまで","7","30","運勢面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"GLOBAL_CONNECTION_MID_POS","General","広い世界との繋がりができるまで","7","30","国境や文化を越えた新しい視点が手に入る日。未知の体験が待っています。","語学の学習を始めたり、海外のニュースに触れて視野を広げておきましょう。"
"GLOBAL_CONNECTION_MID_NEG_EXIT","General","運勢面の負荷を抜けるまで","7","30","運勢面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"GLOBAL_CONNECTION_LONG_POS","General","広い世界との繋がりができるまで","7","60","国境や文化を越えた新しい視点が手に入る日。未知の体験が待っています。","語学の学習を始めたり、海外のニュースに触れて視野を広げておきましょう。"
"GLOBAL_CONNECTION_LONG_NEG_EXIT","General","運勢面の負荷を抜けるまで","7","60","運勢面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"LEADERSHIP_AWAKENING_MOON_POS","Work","統率力が真価を発揮する日まで","4","3","あなたの存在が周囲を導き、一つの目的に向かわせる日。誠実さが鍵。","チームメンバー一人一人の声に耳を傾け、信頼関係の土台を築いて。"
"LEADERSHIP_AWAKENING_MOON_NEG_EXIT","Work","仕事面の負荷を抜けるまで","4","3","仕事面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"LEADERSHIP_AWAKENING_SHORT_POS","Work","統率力が真価を発揮する日まで","4","14","あなたの存在が周囲を導き、一つの目的に向かわせる日。誠実さが鍵。","チームメンバー一人一人の声に耳を傾け、信頼関係の土台を築いて。"
"LEADERSHIP_AWAKENING_SHORT_NEG_EXIT","Work","仕事面の負荷を抜けるまで","4","14","仕事面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"LEADERSHIP_AWAKENING_MID_POS","Work","統率力が真価を発揮する日まで","4","30","あなたの存在が周囲を導き、一つの目的に向かわせる日。誠実さが鍵。","チームメンバー一人一人の声に耳を傾け、信頼関係の土台を築いて。"
"LEADERSHIP_AWAKENING_MID_NEG_EXIT","Work","仕事面の負荷を抜けるまで","4","30","仕事面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"LEADERSHIP_AWAKENING_LONG_POS","Work","統率力が真価を発揮する日まで","4","60","あなたの存在が周囲を導き、一つの目的に向かわせる日。誠実さが鍵。","チームメンバー一人一人の声に耳を傾け、信頼関係の土台を築いて。"
