Template_ID,Cluster_ID,Month_ID,Event_Type,Valid_From,Peak_At,Valid_To,Carryover_Flag,Participating_Planets,Sign_Signature,Aspect_Signature,Max_Orb,Min_Planet_Count,Moon_Eligibility,Anchor_Planet,Anchor_Solar_House,Anchor_Natal_House,Personalization_Mode,House_Token_Planets,Date_Source,Date_Key,Date_Precision,Selection_Group,Supersedes_Cluster_IDs,Section_Order,Priority,Title,Paragraph_Template,Tags,Active_Flag
2026_08_SUN_JUPITER_CARRYOVER_S12_N07,2026_08_SUN_JUPITER_CARRYOVER,2026-08,conjunction_carryover,2026-08-01T00:00:00+09:00,2026-07-29T21:18:00+09:00,2026-08-05T23:59:59+09:00,1,SUN|JUPITER,SUN:LEO|JUPITER:LEO,SUN-JUPITER:0,5,2,not_applicable,JUPITER,12,7,anchor_house,SUN|JUPITER,swiss_ephemeris,SUN:JUPITER:0:2026-07-29,around_day,LEO_GROWTH,,20,80,人に見せない関係と気持ちを静かに確かめる時,{event_date}から続く穏やかな余韻が、表に出していない関係、過去から残る思い、誰かに理解されたい願いを静かに見つめる時間として月初に残ります。直感的な親近感を相手の意思や将来の約束と考えると、期待と事実が混ざりやすいでしょう。結論を急がず気持ちを記録し、確かめたいことだけを落ち着いて尋ねてください。,carryover;conjunction;sun;jupiter;leo,1
2026_08_SUN_JUPITER_CARRYOVER_S12_N08,2026_08_SUN_JUPITER_CARRYOVER,2026-08,conjunction_carryover,2026-08-01T00:00:00+09:00,2026-07-29T21:18:00+09:00,2026-08-05T23:59:59+09:00,1,SUN|JUPITER,SUN:LEO|JUPITER:LEO,SUN-JUPITER:0,5,2,not_applicable,JUPITER,12,8,anchor_house,SUN|JUPITER,swiss_ephemeris,SUN:JUPITER:0:2026-07-29,around_day,LEO_GROWTH,,20,80,抱えてきた感情と共有負担を手放す時,{event_date}から続く静かな余韻が、長く抱えてきた秘密、喪失感、誰かのために背負った責任を見つめ、内側で意味を変える時間として月初に残ります。浮かぶ感情をすべて相手との現実や義務の答えと考えると、記憶と事実が混ざりやすいでしょう。安心できる場で記録し、自分だけで抱えなくてよい負担を分けてください。,carryover;conjunction;sun;jupiter;leo,1
2026_08_SUN_JUPITER_CARRYOVER_S12_N09,2026_08_SUN_JUPITER_CARRYOVER,2026-08,conjunction_carryover,2026-08-01T00:00:00+09:00,2026-07-29T21:18:00+09:00,2026-08-05T23:59:59+09:00,1,SUN|JUPITER,SUN:LEO|JUPITER:LEO,SUN-JUPITER:0,5,2,not_applicable,JUPITER,12,9,anchor_house,SUN|JUPITER,swiss_ephemeris,SUN:JUPITER:0:2026-07-29,around_day,LEO_GROWTH,,20,80,静かな探究から自分なりの信念を育てる時,{event_date}から続く穏やかな余韻が、夢、信仰、哲学、遠い世界への関心を一人で深め、自分なりの信念を育てる時間として月初に残ります。心に響く言葉をすべて予言や唯一の答えと捉えると、期待と現実が混ざりやすいでしょう。静かに読んで記録し、繰り返し日常を支える考えだけを残してください。,carryover;conjunction;sun;jupiter;leo,1
2026_08_SUN_JUPITER_CARRYOVER_S12_N10,2026_08_SUN_JUPITER_CARRYOVER,2026-08,conjunction_carryover,2026-08-01T00:00:00+09:00,2026-07-29T21:18:00+09:00,2026-08-05T23:59:59+09:00,1,SUN|JUPITER,SUN:LEO|JUPITER:LEO,SUN-JUPITER:0,5,2,not_applicable,JUPITER,12,10,anchor_house,SUN|JUPITER,swiss_ephemeris,SUN:JUPITER:0:2026-07-29,around_day,LEO_GROWTH,,20,80,表に出ない準備から次の仕事を育てる時,{event_date}から続く静かな自信が、まだ公にしていない仕事の構想や、長く積み重ねた準備の意味を見直す時間として月初に残ります。評価されたい気持ちから水面下の案を急いで発表すると、終えるべき役割と次に担う責任が混ざりやすいでしょう。実績と未完成の課題を分け、表へ出す時期を落ち着いて決めてください。,carryover;conjunction;sun;jupiter;leo,1
2026_08_SUN_JUPITER_CARRYOVER_S12_N11,2026_08_SUN_JUPITER_CARRYOVER,2026-08,conjunction_carryover,2026-08-01T00:00:00+09:00,2026-07-29T21:18:00+09:00,2026-08-05T23:59:59+09:00,1,SUN|JUPITER,SUN:LEO|JUPITER:LEO,SUN-JUPITER:0,5,2,not_applicable,JUPITER,12,11,anchor_house,SUN|JUPITER,swiss_ephemeris,SUN:JUPITER:0:2026-07-29,around_day,LEO_GROWTH,,20,80,水面下のつながりと未来の種を守る時,{event_date}から続く穏やかな余韻が、疎遠になった仲間への思い、まだ共有していない未来像、見えない支援に気づく時間として月初に残ります。心の中の連帯感を現在の関係や参加の約束と考えると、相手との距離を見誤りやすいでしょう。残したい希望を一つ書き出し、必要な相手へ静かに連絡してください。,carryover;conjunction;sun;jupiter;leo,1
2026_08_SUN_JUPITER_CARRYOVER_S12_N12,2026_08_SUN_JUPITER_CARRYOVER,2026-08,conjunction_carryover,2026-08-01T00:00:00+09:00,2026-07-29T21:18:00+09:00,2026-08-05T23:59:59+09:00,1,SUN|JUPITER,SUN:LEO|JUPITER:LEO,SUN-JUPITER:0,5,2,not_applicable,JUPITER,12,12,anchor_house,SUN|JUPITER,swiss_ephemeris,SUN:JUPITER:0:2026-07-29,around_day,LEO_GROWTH,,20,80,何もしない時間の中で内側を回復させる時,{event_date}から続く穏やかな余韻が、外へ広げる動きをいったん休め、夢、記憶、心身の反応を通して内側を回復させる時間として月初に残ります。休む時間にも成果や特別な意味を求めると、静けさの中で新しい課題を増やしやすいでしょう。予定を空け、眠ることや何もしないことをそのまま受け入れてください。,carryover;conjunction;sun;jupiter;leo,1
2026_08_LEO_STELLIUM_S01_N01,2026_08_LEO_STELLIUM,2026-08,same_sign_cluster,2026-08-10T00:00:00+09:00,2026-08-12T09:00:00+09:00,2026-08-15T23:59:59+09:00,0,SUN|MOON|MERCURY|JUPITER,SUN:LEO|MOON:LEO|MERCURY:LEO|JUPITER:LEO,MOON-JUPITER:0|SUN-MOON:0|MERCURY-JUPITER:0,6,4,three_plus,JUPITER,1,1,anchor_house,SUN|MOON|MERCURY|JUPITER,swiss_ephemeris,LEO_CLUSTER:2026-08-12|MERCURY:JUPITER:0:2026-08-15,around_day,LEO_GROWTH,2026_08_MERCURY_JUPITER_CONJUNCTION,40,100,新しい自分像を試し始める集中期,{event_date}前後は太陽・月・水星・木星が獅子座に集まり、自分の存在感と「こうありたい」という感覚が強まります。ソーラー1ハウスとネイタル1ハウスが重なるため、見た目、振る舞い、生活の主導権を自分へ戻す好機です。{secondary_event_date}頃までは可能性を広げつつ、他人の期待ではなく自分が続けたい形を選びましょう。,stellium;leo;sun;moon;mercury;jupiter,1
2026_08_LEO_STELLIUM_S01_N02,2026_08_LEO_STELLIUM,2026-08,same_sign_cluster,2026-08-10T00:00:00+09:00,2026-08-12T09:00:00+09:00,2026-08-15T23:59:59+09:00,0,SUN|MOON|MERCURY|JUPITER,SUN:LEO|MOON:LEO|MERCURY:LEO|JUPITER:LEO,MOON-JUPITER:0|SUN-MOON:0|MERCURY-JUPITER:0,6,4,three_plus,JUPITER,1,2,anchor_house,SUN|MOON|MERCURY|JUPITER,swiss_ephemeris,LEO_CLUSTER:2026-08-12|MERCURY:JUPITER:0:2026-08-15,around_day,LEO_GROWTH,2026_08_MERCURY_JUPITER_CONJUNCTION,40,100,自分の価値を現実の選択へ変える時,{event_date}前後は、自分らしく始めたい気持ちが、収入、持ち物、技能、時間の使い方へ具体的に表れます。ソーラー1ハウスの始動力を、ネイタル2ハウスが現実的な価値へ落とし込む配置です。欲しいものを勢いで増やすより、{secondary_event_date}頃までに何へ資源を使えば自信が育つのかを選び直すとよいでしょう。,stellium;leo;sun;moon;mercury;jupiter,1
2026_08_LEO_STELLIUM_S01_N03,2026_08_LEO_STELLIUM,2026-08,same_sign_cluster,2026-08-10T00:00:00+09:00,2026-08-12T09:00:00+09:00,2026-08-15T23:59:59+09:00,0,SUN|MOON|MERCURY|JUPITER,SUN:LEO|MOON:LEO|MERCURY:LEO|JUPITER:LEO,MOON-JUPITER:0|SUN-MOON:0|MERCURY-JUPITER:0,6,4,three_plus,JUPITER,1,3,anchor_house,SUN|MOON|MERCURY|JUPITER,swiss_ephemeris,LEO_CLUSTER:2026-08-12|MERCURY:JUPITER:0:2026-08-15,around_day,LEO_GROWTH,2026_08_MERCURY_JUPITER_CONJUNCTION,40,100,言葉と発信から新しい自分を作る時,{event_date}前後は、話す、書く、学ぶ、移動するといった身近な活動に勢いが生まれます。ソーラー1ハウスが新しい自己表現を促し、ネイタル3ハウスがそれを言葉や情報交換として外へ運びます。{secondary_event_date}頃は発想が広がりやすいため、全部を語ろうとせず、今後も育てたい考えを一つ明確にしてください。,stellium;leo;sun;moon;mercury;jupiter,1
2026_08_LEO_STELLIUM_S01_N04,2026_08_LEO_STELLIUM,2026-08,same_sign_cluster,2026-08-10T00:00:00+09:00,2026-08-12T09:00:00+09:00,2026-08-15T23:59:59+09:00,0,SUN|MOON|MERCURY|JUPITER,SUN:LEO|MOON:LEO|MERCURY:LEO|JUPITER:LEO,MOON-JUPITER:0|SUN-MOON:0|MERCURY-JUPITER:0,6,4,three_plus,JUPITER,1,4,anchor_house,SUN|MOON|MERCURY|JUPITER,swiss_ephemeris,LEO_CLUSTER:2026-08-12|MERCURY:JUPITER:0:2026-08-15,around_day,LEO_GROWTH,2026_08_MERCURY_JUPITER_CONJUNCTION,40,100,生活の土台から自分を立て直す集中期,{event_date}前後は、新しく動きたい気持ちと、安心して戻れる生活基盤を整えたい気持ちが同時に強まります。ソーラー1ハウスの始動が、ネイタル4ハウスでは住環境、家族との距離、私生活の守り方として現れます。外向きの変化だけを急がず、{secondary_event_date}頃までに自分が落ち着ける場所と時間を確保しましょう。,stellium;leo;sun;moon;mercury;jupiter,1
2026_08_LEO_STELLIUM_S01_N05,2026_08_LEO_STELLIUM,2026-08,same_sign_cluster,2026-08-10T00:00:00+09:00,2026-08-12T09:00:00+09:00,2026-08-15T23:59:59+09:00,0,SUN|MOON|MERCURY|JUPITER,SUN:LEO|MOON:LEO|MERCURY:LEO|JUPITER:LEO,MOON-JUPITER:0|SUN-MOON:0|MERCURY-JUPITER:0,6,4,three_plus,JUPITER,1,5,anchor_house,SUN|MOON|MERCURY|JUPITER,swiss_ephemeris,LEO_CLUSTER:2026-08-12|MERCURY:JUPITER:0:2026-08-15,around_day,LEO_GROWTH,2026_08_MERCURY_JUPITER_CONJUNCTION,40,100,楽しむ力を表へ取り戻す創造の集中期,{event_date}前後は、自分の好み、遊び心、創作意欲を隠さず表現したい気持ちが大きく膨らみます。ソーラー1ハウスとネイタル5ハウスが重なることで、誰かに評価される前に、自分が夢中になれることそのものが再始動の力になります。{secondary_event_date}頃は構想も広がるため、完成度より試して楽しいかを基準に動いてください。,stellium;leo;sun;moon;mercury;jupiter,1
2026_08_LEO_STELLIUM_S01_N06,2026_08_LEO_STELLIUM,2026-08,same_sign_cluster,2026-08-10T00:00:00+09:00,2026-08-12T09:00:00+09:00,2026-08-15T23:59:59+09:00,0,SUN|MOON|MERCURY|JUPITER,SUN:LEO|MOON:LEO|MERCURY:LEO|JUPITER:LEO,MOON-JUPITER:0|SUN-MOON:0|MERCURY-JUPITER:0,6,4,three_plus,JUPITER,1,6,anchor_house,SUN|MOON|MERCURY|JUPITER,swiss_ephemeris,LEO_CLUSTER:2026-08-12|MERCURY:JUPITER:0:2026-08-15,around_day,LEO_GROWTH,2026_08_MERCURY_JUPITER_CONJUNCTION,40,100,日々の整え方から自分を更新する時,{event_date}前後は、新しい自分を始めたい気持ちが、仕事の手順、生活習慣、日々の予定を組み直す動きへつながります。ソーラー1ハウスの意欲を、ネイタル6ハウスが実行可能な形へ整える配置です。理想的な一日を一度に作ろうとせず、{secondary_event_date}頃までに負担を一つ減らし、続けられる習慣を一つ加えましょう。,stellium;leo;sun;moon;mercury;jupiter,1
2026_08_LEO_STELLIUM_S01_N07,2026_08_LEO_STELLIUM,2026-08,same_sign_cluster,2026-08-10T00:00:00+09:00,2026-08-12T09:00:00+09:00,2026-08-15T23:59:59+09:00,0,SUN|MOON|MERCURY|JUPITER,SUN:LEO|MOON:LEO|MERCURY:LEO|JUPITER:LEO,MOON-JUPITER:0|SUN-MOON:0|MERCURY-JUPITER:0,6,4,three_plus,JUPITER,1,7,anchor_house,SUN|MOON|MERCURY|JUPITER,swiss_ephemeris,LEO_CLUSTER:2026-08-12|MERCURY:JUPITER:0:2026-08-15,around_day,LEO_GROWTH,2026_08_MERCURY_JUPITER_CONJUNCTION,40,100,人との関係を通して自分を選び直す時,{event_date}前後は、自分らしく動きたい気持ちが強まる一方で、相手との関係や役割も大きく意識されます。ソーラー1ハウスの自己始動が、ネイタル7ハウスでは対話、協力、距離感の再調整として現れます。{secondary_event_date}頃は期待を膨らませやすいため、好かれる形ではなく、双方が無理なく続けられる関わり方を選びましょう。,stellium;leo;sun;moon;mercury;jupiter,1
2026_08_LEO_STELLIUM_S01_N08,2026_08_LEO_STELLIUM,2026-08,same_sign_cluster,2026-08-10T00:00:00+09:00,2026-08-12T09:00:00+09:00,2026-08-15T23:59:59+09:00,0,SUN|MOON|MERCURY|JUPITER,SUN:LEO|MOON:LEO|MERCURY:LEO|JUPITER:LEO,MOON-JUPITER:0|SUN-MOON:0|MERCURY-JUPITER:0,6,4,three_plus,JUPITER,1,8,anchor_house,SUN|MOON|MERCURY|JUPITER,swiss_ephemeris,LEO_CLUSTER:2026-08-12|MERCURY:JUPITER:0:2026-08-15,around_day,LEO_GROWTH,2026_08_MERCURY_JUPITER_CONJUNCTION,40,100,深い関与と共有条件を選び直す集中期,{event_date}前後は、新しい一歩を踏み出すために、誰と何を共有し、どこまで深く関わるのかが焦点になります。ソーラー1ハウスの自立心が、ネイタル8ハウスでは共同資金、信頼、秘密、心理的な結びつきの扱いとして現れます。{secondary_event_date}頃までに、期待だけで進めず、負担と責任の境界を言葉にしておくことが大切です。,stellium;leo;sun;moon;mercury;jupiter,1
2026_08_LEO_STELLIUM_S01_N09,2026_08_LEO_STELLIUM,2026-08,same_sign_cluster,2026-08-10T00:00:00+09:00,2026-08-12T09:00:00+09:00,2026-08-15T23:59:59+09:00,0,SUN|MOON|MERCURY|JUPITER,SUN:LEO|MOON:LEO|MERCURY:LEO|JUPITER:LEO,MOON-JUPITER:0|SUN-MOON:0|MERCURY-JUPITER:0,6,4,three_plus,JUPITER,1,9,anchor_house,SUN|MOON|MERCURY|JUPITER,swiss_ephemeris,LEO_CLUSTER:2026-08-12|MERCURY:JUPITER:0:2026-08-15,around_day,LEO_GROWTH,2026_08_MERCURY_JUPITER_CONJUNCTION,40,100,新しい視野が自分の進路を開く集中期,{event_date}前後は、これまでの範囲を越えて学びたい、遠くを見たいという気持ちが強まります。ソーラー1ハウスが自己更新を促し、ネイタル9ハウスが専門知識、思想、旅、将来の展望へ意識を広げます。{secondary_event_date}頃は可能性を大きく描けるため、結論を急ぐより、今後の進路を変え得る問いを一つ深く追いかけてください。,stellium;leo;sun;moon;mercury;jupiter,1
2026_08_LEO_STELLIUM_S01_N10,2026_08_LEO_STELLIUM,2026-08,same_sign_cluster,2026-08-10T00:00:00+09:00,2026-08-12T09:00:00+09:00,2026-08-15T23:59:59+09:00,0,SUN|MOON|MERCURY|JUPITER,SUN:LEO|MOON:LEO|MERCURY:LEO|JUPITER:LEO,MOON-JUPITER:0|SUN-MOON:0|MERCURY-JUPITER:0,6,4,three_plus,JUPITER,1,10,anchor_house,SUN|MOON|MERCURY|JUPITER,swiss_ephemeris,LEO_CLUSTER:2026-08-12|MERCURY:JUPITER:0:2026-08-15,around_day,LEO_GROWTH,2026_08_MERCURY_JUPITER_CONJUNCTION,40,100,役割と評価へ自分の意思を示す集中期,{event_date}前後は、自分の名前で引き受けたい仕事や、社会の中で示したい立場がはっきりしやすくなります。ソーラー1ハウスの存在感が、ネイタル10ハウスでは役割、評価、責任、今後の仕事方針として表れます。{secondary_event_date}頃は話が大きくなりやすいため、目立つことより、実際に継続できる約束と成果の範囲を示しましょう。,stellium;leo;sun;moon;mercury;jupiter,1
2026_08_LEO_STELLIUM_S01_N11,2026_08_LEO_STELLIUM,2026-08,same_sign_cluster,2026-08-10T00:00:00+09:00,2026-08-12T09:00:00+09:00,2026-08-15T23:59:59+09:00,0,SUN|MOON|MERCURY|JUPITER,SUN:LEO|MOON:LEO|MERCURY:LEO|JUPITER:LEO,MOON-JUPITER:0|SUN-MOON:0|MERCURY-JUPITER:0,6,4,three_plus,JUPITER,1,11,anchor_house,SUN|MOON|MERCURY|JUPITER,swiss_ephemeris,LEO_CLUSTER:2026-08-12|MERCURY:JUPITER:0:2026-08-15,around_day,LEO_GROWTH,2026_08_MERCURY_JUPITER_CONJUNCTION,40,100,仲間と未来像に自分を重ねる集中期,{event_date}前後は、仲間、組織、オンライン上のつながりを通して、これから実現したい未来像が膨らみます。ソーラー1ハウスの自己始動が、ネイタル11ハウスでは参加する集団や長期目標の選択として現れます。{secondary_event_date}頃までに、周囲の熱気へ合わせるだけでなく、自分が本当に力を注ぎたい計画と関係を選び取ってください。,stellium;leo;sun;moon;mercury;jupiter,1
2026_08_LEO_STELLIUM_S01_N12,2026_08_LEO_STELLIUM,2026-08,same_sign_cluster,2026-08-10T00:00:00+09:00,2026-08-12T09:00:00+09:00,2026-08-15T23:59:59+09:00,0,SUN|MOON|MERCURY|JUPITER,SUN:LEO|MOON:LEO|MERCURY:LEO|JUPITER:LEO,MOON-JUPITER:0|SUN-MOON:0|MERCURY-JUPITER:0,6,4,three_plus,JUPITER,1,12,anchor_house,SUN|MOON|MERCURY|JUPITER,swiss_ephemeris,LEO_CLUSTER:2026-08-12|MERCURY:JUPITER:0:2026-08-15,around_day,LEO_GROWTH,2026_08_MERCURY_JUPITER_CONJUNCTION,40,100,始動の前に内側の声を整える集中期,{event_date}前後は、新しく始めたい気持ちが高まっても、すぐ外へ動くより、一人で考えを育てる時間が必要になります。ソーラー1ハウスの始動力が、ネイタル12ハウスでは休息、舞台裏の準備、過去の整理として働くためです。{secondary_event_date}頃までは焦って形を決めず、静かな場所で本当に始めたいことと、もう終えてよいことを分けましょう。,stellium;leo;sun;moon;mercury;jupiter,1
2026_08_LEO_STELLIUM_S02_N01,2026_08_LEO_STELLIUM,2026-08,same_sign_cluster,2026-08-10T00:00:00+09:00,2026-08-12T09:00:00+09:00,2026-08-15T23:59:59+09:00,0,SUN|MOON|MERCURY|JUPITER,SUN:LEO|MOON:LEO|MERCURY:LEO|JUPITER:LEO,MOON-JUPITER:0|SUN-MOON:0|MERCURY-JUPITER:0,6,4,three_plus,JUPITER,2,1,anchor_house,SUN|MOON|MERCURY|JUPITER,swiss_ephemeris,LEO_CLUSTER:2026-08-12|MERCURY:JUPITER:0:2026-08-15,around_day,LEO_GROWTH,2026_08_MERCURY_JUPITER_CONJUNCTION,40,100,自分への投資が価値観を更新する集中期,{event_date}前後は、収入や持ち物だけでなく、自分をどう扱うかという価値基準が大きく動きます。ソーラー2ハウスの豊かさへの意識が、ネイタル1ハウスでは見た目、身体感覚、振る舞いへの投資として現れます。{secondary_event_date}頃までは勢いで買い足すより、長く自信を支えるものへ時間とお金を使いましょう。,stellium;leo;sun;moon;mercury;jupiter,1
2026_08_LEO_STELLIUM_S02_N02,2026_08_LEO_STELLIUM,2026-08,same_sign_cluster,2026-08-10T00:00:00+09:00,2026-08-12T09:00:00+09:00,2026-08-15T23:59:59+09:00,0,SUN|MOON|MERCURY|JUPITER,SUN:LEO|MOON:LEO|MERCURY:LEO|JUPITER:LEO,MOON-JUPITER:0|SUN-MOON:0|MERCURY-JUPITER:0,6,4,three_plus,JUPITER,2,2,anchor_house,SUN|MOON|MERCURY|JUPITER,swiss_ephemeris,LEO_CLUSTER:2026-08-12|MERCURY:JUPITER:0:2026-08-15,around_day,LEO_GROWTH,2026_08_MERCURY_JUPITER_CONJUNCTION,40,100,持っている力を正しく値づけする集中期,{event_date}前後は、自分が持つ技能、経験、収入源を改めて評価し、何にどれだけの価値があるのかを決め直す時です。ソーラー2ハウスとネイタル2ハウスが重なり、お金と自己評価の両方が強く意識されます。{secondary_event_date}頃は期待額も膨らみやすいため、理想だけでなく実績と継続性を基準に値段や予算を整えてください。,stellium;leo;sun;moon;mercury;jupiter,1
2026_08_LEO_STELLIUM_S02_N03,2026_08_LEO_STELLIUM,2026-08,same_sign_cluster,2026-08-10T00:00:00+09:00,2026-08-12T09:00:00+09:00,2026-08-15T23:59:59+09:00,0,SUN|MOON|MERCURY|JUPITER,SUN:LEO|MOON:LEO|MERCURY:LEO|JUPITER:LEO,MOON-JUPITER:0|SUN-MOON:0|MERCURY-JUPITER:0,6,4,three_plus,JUPITER,2,3,anchor_house,SUN|MOON|MERCURY|JUPITER,swiss_ephemeris,LEO_CLUSTER:2026-08-12|MERCURY:JUPITER:0:2026-08-15,around_day,LEO_GROWTH,2026_08_MERCURY_JUPITER_CONJUNCTION,40,100,知識と言葉を使える価値へ変える時,{event_date}前後は、学んだこと、書いたこと、身近な情報が、収入や実用的な技能へ結びつく可能性に気づきやすくなります。ソーラー2ハウスが価値の形を問い、ネイタル3ハウスが言葉、発信、移動、道具の使い方へ働きかけます。{secondary_event_date}頃までに、広げた情報の中から繰り返し使える知識を一つ選びましょう。,stellium;leo;sun;moon;mercury;jupiter,1
2026_08_LEO_STELLIUM_S02_N04,2026_08_LEO_STELLIUM,2026-08,same_sign_cluster,2026-08-10T00:00:00+09:00,2026-08-12T09:00:00+09:00,2026-08-15T23:59:59+09:00,0,SUN|MOON|MERCURY|JUPITER,SUN:LEO|MOON:LEO|MERCURY:LEO|JUPITER:LEO,MOON-JUPITER:0|SUN-MOON:0|MERCURY-JUPITER:0,6,4,three_plus,JUPITER,2,4,anchor_house,SUN|MOON|MERCURY|JUPITER,swiss_ephemeris,LEO_CLUSTER:2026-08-12|MERCURY:JUPITER:0:2026-08-15,around_day,LEO_GROWTH,2026_08_MERCURY_JUPITER_CONJUNCTION,40,100,暮らしの基盤へ資源を配り直す集中期,{event_date}前後は、住まい、家族、安心して過ごせる環境へ、時間やお金をどう配るかが中心になります。ソーラー2ハウスの資源管理が、ネイタル4ハウスでは生活基盤の修繕、備え、居場所づくりとして具体化します。{secondary_event_date}頃までは見栄えを整えるだけでなく、日々の負担を実際に減らす支出を優先してください。,stellium;leo;sun;moon;mercury;jupiter,1
2026_08_LEO_STELLIUM_S02_N05,2026_08_LEO_STELLIUM,2026-08,same_sign_cluster,2026-08-10T00:00:00+09:00,2026-08-12T09:00:00+09:00,2026-08-15T23:59:59+09:00,0,SUN|MOON|MERCURY|JUPITER,SUN:LEO|MOON:LEO|MERCURY:LEO|JUPITER:LEO,MOON-JUPITER:0|SUN-MOON:0|MERCURY-JUPITER:0,6,4,three_plus,JUPITER,2,5,anchor_house,SUN|MOON|MERCURY|JUPITER,swiss_ephemeris,LEO_CLUSTER:2026-08-12|MERCURY:JUPITER:0:2026-08-15,around_day,LEO_GROWTH,2026_08_MERCURY_JUPITER_CONJUNCTION,40,100,好きなことへ価値と時間を注ぎ直す時,{event_date}前後は、創作、趣味、恋愛、遊びの中に、自分にとって本当に価値のあるものが見えやすくなります。ソーラー2ハウスが時間とお金の使い道を問い、ネイタル5ハウスが喜びや表現へ大胆さを加えます。{secondary_event_date}頃は楽しみを広げすぎず、あとから思い出しても満足できる体験や作品へ資源を集中させましょう。,stellium;leo;sun;moon;mercury;jupiter,1
2026_08_LEO_STELLIUM_S02_N06,2026_08_LEO_STELLIUM,2026-08,same_sign_cluster,2026-08-10T00:00:00+09:00,2026-08-12T09:00:00+09:00,2026-08-15T23:59:59+09:00,0,SUN|MOON|MERCURY|JUPITER,SUN:LEO|MOON:LEO|MERCURY:LEO|JUPITER:LEO,MOON-JUPITER:0|SUN-MOON:0|MERCURY-JUPITER:0,6,4,three_plus,JUPITER,2,6,anchor_house,SUN|MOON|MERCURY|JUPITER,swiss_ephemeris,LEO_CLUSTER:2026-08-12|MERCURY:JUPITER:0:2026-08-15,around_day,LEO_GROWTH,2026_08_MERCURY_JUPITER_CONJUNCTION,40,100,技能と日課を実益につなげる集中期,{event_date}前後は、日々繰り返している作業や技能の中から、評価や収入につながる強みを見つけやすくなります。ソーラー2ハウスの価値づくりが、ネイタル6ハウスでは仕事の手順、時間配分、道具の改善として現れます。{secondary_event_date}頃までに負担の多い作業を見直し、同じ力でより安定して続けられる形を作ってください。,stellium;leo;sun;moon;mercury;jupiter,1
2026_08_LEO_STELLIUM_S02_N07,2026_08_LEO_STELLIUM,2026-08,same_sign_cluster,2026-08-10T00:00:00+09:00,2026-08-12T09:00:00+09:00,2026-08-15T23:59:59+09:00,0,SUN|MOON|MERCURY|JUPITER,SUN:LEO|MOON:LEO|MERCURY:LEO|JUPITER:LEO,MOON-JUPITER:0|SUN-MOON:0|MERCURY-JUPITER:0,6,4,three_plus,JUPITER,2,7,anchor_house,SUN|MOON|MERCURY|JUPITER,swiss_ephemeris,LEO_CLUSTER:2026-08-12|MERCURY:JUPITER:0:2026-08-15,around_day,LEO_GROWTH,2026_08_MERCURY_JUPITER_CONJUNCTION,40,100,対等な交換から自分の価値を知る時,{event_date}前後は、相手とのやり取りを通して、自分の時間、好意、技能をどこまで差し出すのかが明確になります。ソーラー2ハウスの自己価値が、ネイタル7ハウスでは報酬、役割分担、対等さの確認として表れます。{secondary_event_date}頃は好条件を期待しやすい一方、曖昧な約束も増えやすいため、金額や負担を言葉で確かめましょう。,stellium;leo;sun;moon;mercury;jupiter,1
2026_08_LEO_STELLIUM_S02_N08,2026_08_LEO_STELLIUM,2026-08,same_sign_cluster,2026-08-10T00:00:00+09:00,2026-08-12T09:00:00+09:00,2026-08-15T23:59:59+09:00,0,SUN|MOON|MERCURY|JUPITER,SUN:LEO|MOON:LEO|MERCURY:LEO|JUPITER:LEO,MOON-JUPITER:0|SUN-MOON:0|MERCURY-JUPITER:0,6,4,three_plus,JUPITER,2,8,anchor_house,SUN|MOON|MERCURY|JUPITER,swiss_ephemeris,LEO_CLUSTER:2026-08-12|MERCURY:JUPITER:0:2026-08-15,around_day,LEO_GROWTH,2026_08_MERCURY_JUPITER_CONJUNCTION,40,100,共有するお金と責任を整える集中期,{event_date}前後は、自分のお金と、相手や組織と共有する資源の境界が焦点になります。ソーラー2ハウスが個人の所有と価値を強める一方、ネイタル8ハウスは共同資金、支援、返済、深い信頼の条件を問い直します。{secondary_event_date}頃までに、期待で補わず、誰が何をどこまで負担するのかを数字と期限で整理してください。,stellium;leo;sun;moon;mercury;jupiter,1
2026_08_LEO_STELLIUM_S02_N09,2026_08_LEO_STELLIUM,2026-08,same_sign_cluster,2026-08-10T00:00:00+09:00,2026-08-12T09:00:00+09:00,2026-08-15T23:59:59+09:00,0,SUN|MOON|MERCURY|JUPITER,SUN:LEO|MOON:LEO|MERCURY:LEO|JUPITER:LEO,MOON-JUPITER:0|SUN-MOON:0|MERCURY-JUPITER:0,6,4,three_plus,JUPITER,2,9,anchor_house,SUN|MOON|MERCURY|JUPITER,swiss_ephemeris,LEO_CLUSTER:2026-08-12|MERCURY:JUPITER:0:2026-08-15,around_day,LEO_GROWTH,2026_08_MERCURY_JUPITER_CONJUNCTION,40,100,学びへの投資が将来の選択肢を広げる,{event_date}前後は、専門知識、資格、旅、未知の分野へ資源を使いたい気持ちが強まります。ソーラー2ハウスは投じた時間やお金の価値を問い、ネイタル9ハウスはその先にある視野と可能性を広げます。{secondary_event_date}頃は大きな計画を描きやすいため、憧れだけで決めず、今後も使い続けられる学びかどうかを確かめましょう。,stellium;leo;sun;moon;mercury;jupiter,1
