Aspect_Logic_ID,Priority,Duration_Type,Yearly_Weight,Graph_Visibility,Milestone_Eligible
TRANSIT_JUPITER_NATAL_ASC_180_9_GENERAL_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_ASC_180_9_GENERAL_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_ASC_180_9_GENERAL_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_ASC_180_9_GENERAL_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_ASC_180_10_WORK_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_ASC_180_10_WORK_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_ASC_180_10_WORK_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_ASC_180_10_WORK_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_ASC_180_11_GENERAL_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_ASC_180_11_GENERAL_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_ASC_180_11_GENERAL_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_ASC_180_11_GENERAL_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_ASC_180_12_HEALTH_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_ASC_180_12_HEALTH_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_ASC_180_12_HEALTH_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_ASC_180_12_HEALTH_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_1_GENERAL_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_1_GENERAL_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_1_GENERAL_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_1_GENERAL_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_2_MONEY_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_2_MONEY_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_2_MONEY_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_2_MONEY_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_3_GENERAL_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_3_GENERAL_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_3_GENERAL_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_3_GENERAL_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_4_GENERAL_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_4_GENERAL_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_4_GENERAL_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_4_GENERAL_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_5_LOVE_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_5_LOVE_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_5_LOVE_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_5_LOVE_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_6_WORK_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_6_WORK_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_6_WORK_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_6_WORK_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_7_LOVE_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_7_LOVE_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_7_LOVE_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_7_LOVE_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_8_MONEY_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_8_MONEY_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_8_MONEY_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_8_MONEY_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_9_GENERAL_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_9_GENERAL_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_9_GENERAL_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_9_GENERAL_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_10_WORK_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_10_WORK_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_10_WORK_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_10_WORK_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_11_GENERAL_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_11_GENERAL_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_11_GENERAL_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_11_GENERAL_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_12_HEALTH_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_12_HEALTH_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_12_HEALTH_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_0_12_HEALTH_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_1_GENERAL_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_1_GENERAL_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_1_GENERAL_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_1_GENERAL_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_2_MONEY_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_2_MONEY_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_2_MONEY_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_2_MONEY_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_3_GENERAL_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_3_GENERAL_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_3_GENERAL_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_3_GENERAL_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_4_GENERAL_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_4_GENERAL_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_4_GENERAL_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_4_GENERAL_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_5_LOVE_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_5_LOVE_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_5_LOVE_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_5_LOVE_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_6_WORK_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_6_WORK_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_6_WORK_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_6_WORK_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_7_LOVE_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_7_LOVE_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_7_LOVE_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_7_LOVE_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_8_MONEY_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_8_MONEY_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_8_MONEY_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_8_MONEY_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_9_GENERAL_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_9_GENERAL_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_9_GENERAL_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_9_GENERAL_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_10_WORK_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_10_WORK_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_10_WORK_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_10_WORK_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_11_GENERAL_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_11_GENERAL_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_11_GENERAL_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_11_GENERAL_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_12_HEALTH_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_12_HEALTH_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_12_HEALTH_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_60_12_HEALTH_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_1_GENERAL_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_1_GENERAL_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_1_GENERAL_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_1_GENERAL_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_2_MONEY_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_2_MONEY_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_2_MONEY_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_2_MONEY_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_3_GENERAL_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_3_GENERAL_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_3_GENERAL_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_3_GENERAL_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_4_GENERAL_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_4_GENERAL_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_4_GENERAL_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_4_GENERAL_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_5_LOVE_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_5_LOVE_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_5_LOVE_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_5_LOVE_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_6_WORK_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_6_WORK_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_6_WORK_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_6_WORK_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_7_LOVE_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_7_LOVE_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_7_LOVE_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_7_LOVE_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_8_MONEY_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_8_MONEY_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_8_MONEY_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_8_MONEY_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_9_GENERAL_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_9_GENERAL_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_9_GENERAL_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_9_GENERAL_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_10_WORK_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_10_WORK_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_10_WORK_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_10_WORK_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_11_GENERAL_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_11_GENERAL_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_11_GENERAL_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_11_GENERAL_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_12_HEALTH_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_12_HEALTH_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_12_HEALTH_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_90_12_HEALTH_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_1_GENERAL_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_1_GENERAL_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_1_GENERAL_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_1_GENERAL_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_2_MONEY_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_2_MONEY_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_2_MONEY_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_2_MONEY_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_3_GENERAL_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_3_GENERAL_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_3_GENERAL_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_3_GENERAL_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_4_GENERAL_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_4_GENERAL_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_4_GENERAL_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_4_GENERAL_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_5_LOVE_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_5_LOVE_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_5_LOVE_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_5_LOVE_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_6_WORK_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_6_WORK_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_6_WORK_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_6_WORK_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_7_LOVE_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_7_LOVE_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_7_LOVE_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_7_LOVE_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_8_MONEY_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_8_MONEY_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_8_MONEY_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_8_MONEY_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_9_GENERAL_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_9_GENERAL_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_9_GENERAL_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_9_GENERAL_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_10_WORK_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_10_WORK_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_10_WORK_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_10_WORK_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_11_GENERAL_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_11_GENERAL_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_11_GENERAL_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_11_GENERAL_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_12_HEALTH_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_12_HEALTH_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_12_HEALTH_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_120_12_HEALTH_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_1_GENERAL_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_1_GENERAL_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_1_GENERAL_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_1_GENERAL_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_2_MONEY_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_2_MONEY_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_2_MONEY_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_2_MONEY_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_3_GENERAL_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_3_GENERAL_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_3_GENERAL_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_3_GENERAL_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_4_GENERAL_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_4_GENERAL_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_4_GENERAL_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_4_GENERAL_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_5_LOVE_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_5_LOVE_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_5_LOVE_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_5_LOVE_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_6_WORK_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_6_WORK_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_6_WORK_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_6_WORK_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_7_LOVE_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_7_LOVE_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_7_LOVE_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_7_LOVE_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_8_MONEY_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_8_MONEY_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_8_MONEY_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_8_MONEY_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_9_GENERAL_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_9_GENERAL_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_9_GENERAL_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_9_GENERAL_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_10_WORK_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_10_WORK_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_10_WORK_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_10_WORK_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_11_GENERAL_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_11_GENERAL_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_11_GENERAL_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_11_GENERAL_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_12_HEALTH_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_12_HEALTH_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_12_HEALTH_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_150_12_HEALTH_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_180_1_GENERAL_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_180_1_GENERAL_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_180_1_GENERAL_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_180_1_GENERAL_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_180_2_MONEY_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_180_2_MONEY_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_180_2_MONEY_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_180_2_MONEY_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_180_3_GENERAL_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_180_3_GENERAL_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_180_3_GENERAL_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_180_3_GENERAL_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_180_4_GENERAL_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_180_4_GENERAL_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_180_4_GENERAL_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_180_4_GENERAL_1_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_180_5_LOVE_0_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_180_5_LOVE_0_Separating,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_180_5_LOVE_1_Applying,1,LONG,1.0,1,1
TRANSIT_JUPITER_NATAL_MC_180_5_LOVE_1_Separating,1,LONG,1.0,1,1
