planet1,planet2,aspect,Aspect_Angle,Summary
MERCURY,VENUS,sextile,60,親しみやすく魅力的なコミュニケーション能力と、優れた美的センスを備えています。人間関係の橋渡し役として重宝され、趣味や創作、対話を通じて豊かな人間関係を広げていけます。
MERCURY,VENUS,square,90,人を楽しませたいサービス精神を持つ反面、お世辞や甘え、思考の散漫さに流されやすい傾向があります。約束や実務を正確にこなす規律を身につけることで、魅力的な人気者として信頼されます。
MERCURY,VENUS,trine,120,卓越した文学的・芸術的センスと、心地よい会話力に恵まれた調和的な配置です。人に好かれる優雅な表現ができ、デザイン、交渉、執筆などのあらゆる表現活動で素晴らしい成果を上げられます。
MERCURY,VENUS,quincunx,150,思考や表現の正確さと、愛想の良い社交性との間でバランスを取るのに苦心しやすい配置です。言葉の選び方に悩みやすいですが、相手への気配りと論理性を両立させる洗練された対話技術を育てていきます。
MERCURY,VENUS,opposition,180,他者との会話や議論を通じて自己のセンスを磨いていく性質です。八方美人になりやすい傾向を戒め、自らの美意識と意見を誠実に伝えることで、誰からも愛される魅力的な交渉人として活躍します。
MERCURY,MARS,conjunction,0,抜群の頭の回転、鋭い知性、力強い発信力を生まれ持っています。議論に強く、決断力と即応性に長けています。批判的な言葉遣いや早とちりに気をつければ、優れた論客、ジャーナリスト、技術者として活躍します。
MERCURY,MARS,sextile,60,思考と行動が軽快に連動し、機敏な実務処理能力を備えています。率直でわかりやすい物言いが好感を持たれ、困難なタスクもスピーディに突破できます。知的な挑戦に積極的に挑む頼もしい人柄です。
MERCURY,MARS,square,90,鋭すぎる批判精神や短気、議論好きの傾向を秘めています。言葉で人を傷つけないよう配慮が必要ですが、その妥協のない鋭利な知性を研究、調査、分析、改善活動に向けることで圧倒的な専門性を確立します。
MERCURY,MARS,trine,120,明晰な頭脳と卓越した実行力が見事に調和した好配置です。説得力のある論理的な語り口で人を動かすことができ、企画の立案から実行までスムーズに成し遂げます。実務や学術において高い成果を上げます。
MERCURY,MARS,quincunx,150,焦って判断を下そうとしてケアレスミスを起こしやすい配置です。頭の回転の速さに実務のペースが追いつかないズレを経験しますが、確認作業を徹底し、落ち着いて手順を踏む知恵を体得していきます。
MERCURY,MARS,opposition,180,他者との鋭い議論や知的な競争を通じて思考を鍛え上げていく性質です。論争好きになりがちですが、感情的な反論を抑え、客観的な論理を武器にすることで、優れたディベーターや法務の専門家として大成します。
MERCURY,JUPITER,conjunction,0,旺盛な知的好奇心、広い視野、豊かな教養を生まれ持っています。楽観的で大らかな思考を持ち、学問、教育、出版、国際交流などの分野で才能を発揮します。細部の確認を怠らなければ大きな知的分野で成功を収めます。
MERCURY,JUPITER,sextile,60,柔軟な思考力と高い学習能力を備えています。人との対話から多くの知見を吸収し、物事を多角的に捉えることができます。親切でわかりやすい語り口が人を惹きつけ、知的なチャンスを広げていきます。
MERCURY,JUPITER,square,90,壮大な構想や豊かな知性を持つ一方で、大雑把さや誇大表現、見通しの甘さに陥りやすい傾向があります。細部の事実確認と地道な実務を大切にすることで、その並外れた発想力を大規模な事業や学術の成功へと昇華させます。
MERCURY,JUPITER,trine,120,卓越した知性と高い教養、広い視野に恵まれた調和的な配置です。難解な理論も容易に理解・伝達でき、教育、法、学問、国際的な分野で自然と高い評価を得られます。知的な豊かさと良縁を享受します。
MERCURY,JUPITER,quincunx,150,大きな理想を語る思考と、日々の実務処理や細かな手続きとの間でギャップを感じやすい配置です。焦って手を広げすぎず、足元の正確な確認作業を習慣化することで着実な知的能力を発揮します。
MERCURY,JUPITER,opposition,180,他者との対話を通じて知識を拡大していく性質ですが、議論での大風呂敷や独善的な主張に注意が必要です。謙虚に他者の意見を受け入れ、現実的な根拠を重んじることで、人々に慕われる優れた指導者となります。
MERCURY,SATURN,conjunction,0,深い集中力、論理的思考力、徹底した現実感覚を生まれ持っています。慎重で正確な判断を下せ、緻密な研究や専門的な実務で卓越した能力を発揮します。悲観主義を克服することで揺るぎない信頼を築きます。
MERCURY,SATURN,sextile,60,規律正しい思考力と実直な学習能力を備えています。物事を秩序立てて整理・構成するのが得意で、地道な努力を確実に成果へと結びつけられます。責任ある実務や専門分野で高い信頼を得ます。
MERCURY,SATURN,square,90,思考の硬直化や強い自己批判、悲観的な考えに囚われやすい傾向を秘めています。しかし、その徹底した批判精神と粘り強さを学問や改善業務に向けることで、誰よりも厳密で正確な専門知識を確立します。
MERCURY,SATURN,trine,120,卓越した論理的構成力と深い知恵に恵まれた好配置です。感情に流されず冷静沈着な判断ができ、緻密な計画や高度な専門職において確固たる実績を残します。知的な信頼性が非常に高い人柄です。
MERCURY,SATURN,quincunx,150,自由な発想と現実的な規律や制約との間で思考のストレスを抱えやすい配置です。柔軟性を失わず、ルールを活かしながら効率的に作業を進める独自の段取り術を体得していきます。
MERCURY,SATURN,opposition,180,他者からの厳しい批判や反論を通じて知性を鍛え上げていく性質です。頑なな意見の対立を避け、客観的な事実と論理を丁寧に積み上げることで、優れた論理学者や法務のスペシャリストとして大成します。
MERCURY,URANUS,conjunction,0,天才的なひらめき、独創的な発想力、進歩的な知性を生まれ持っています。常識の枠を超えた画期的なアイデアを次々と生み出し、IT、科学、占星術、発明などの分野で卓越した才能を発揮します。
MERCURY,URANUS,sextile,60,機転が利き、新しい情報や技術を素早く吸収する鋭い知性を備えています。オリジナリティのある発言が好感を持たれ、ユニークな人脈を通じて知的な可能性を広げていけます。
MERCURY,URANUS,square,90,思考が突飛になりやすく、変わり者としての反発や神経質な興奮を抱えやすい傾向があります。早とちりや不用意な発言を自制し、その鋭利なひらめきを革新的な研究や創作に注ぐことで独自の大成を遂げます。
MERCURY,URANUS,trine,120,優れた直感力と高度な知性が無理なく融合した調和的な配置です。複雑な問題にも斬新な解決策を即座に見出すことができ、最先端の技術や自由な知的探求で高い評価を得られます。
MERCURY,URANUS,quincunx,150,独自のこだわりと思考スタイルが、周囲の常識や現場の手順と噛み合わずもどかしさを感じやすい配置です。自分のアイデアを分かりやすく翻訳し、周囲に適応させる工夫を学んでいきます。
MERCURY,URANUS,opposition,180,他者との刺激的な対話や論争を通じて独自の知性を磨き上げていく性質です。極端な反論や偏屈さを戒め、他者の視点を取り入れることで、時代を先取りする鋭い批評家や改革者となります。
MERCURY,NEPTUNE,conjunction,0,豊かな詩的感性、直感的な理解力、繊細な想像力を生まれ持っています。論理的な実務には曖昧さが出やすいですが、文学、アート、音楽、スピリチュアルな分野で非凡な才能を開花させます。
MERCURY,NEPTUNE,sextile,60,思いやりのある言葉遣いと、豊かなイマジネーションを備えています。人の心の機微を察した優しいコミュニケーションが得意で、芸術やカウンセリングの分野で力を発揮します。
MERCURY,NEPTUNE,square,90,思考の混乱や現実逃避、曖昧なコミュニケーションに悩まされやすい傾向を秘めています。事実確認と論理的な整理を意識することで、その豊かなイマジネーションを本物の芸術作品や癒やしの言葉へと昇華させます。
MERCURY,NEPTUNE,trine,120,至高のインスピレーションと言語感覚に恵まれた調和的な配置です。言葉に深い精神性と優しさが宿り、人々の心を打つ文章や芸術表現で自然と高い評価を獲得します。
MERCURY,NEPTUNE,quincunx,150,論理的な実務と思想・直感的なイメージの間でストレスを感じやすい配置です。感覚だけに頼らず、正確な手続きや確認を怠らない習慣を身につけることで、実用性と芸術性を両立させます。
MERCURY,NEPTUNE,opposition,180,他者とのコミュニケーションで誤解や過剰な期待を抱きやすい性質です。曖昧さを排除し、客観的な事実に基づいた誠実な対話を心がけることで、深い共感力を持つ優れたカウンセラーとなります。
MERCURY,PLUTO,conjunction,0,物事の核心を抉り出す圧倒的な洞察力、調査能力、強烈な説得力を生まれ持っています。秘密の解明や心理分析、専門的な研究に卓越した才能を発揮します。言葉に宿る強大な力を正しく行使することで大成します。
MERCURY,PLUTO,sextile,60,深い集中力と探求心を備えています。物事の本質を的確に見抜き、説得力ある論理で人を納得させることができます。調査、研究、心理学、ビジネス交渉で高い手腕を発揮します。
MERCURY,PLUTO,square,90,強迫観念的な思考や猜疑心、言葉による激しい支配欲を秘めています。批判的な言葉遣いを戒め、その強烈な集中力を難関な研究や課題の徹底究明に注ぐことで、唯一無二の専門性を確立します。
MERCURY,PLUTO,trine,120,揺るぎない知性と圧倒的な説得力に恵まれた最強の配置です。深層心理や真理を解き明かす知恵があり、言葉を通じて他者に絶大な影響力を与えます。研究者、法曹、指導者として高い地位を築きます。
MERCURY,PLUTO,quincunx,150,徹底的に突き詰めたい欲求と日常の妥協との間で思考の疲労を抱えやすい配置です。完璧主義を緩め、ほどほどの着地点を見出す柔軟な思考法を体得していきます。
MERCURY,PLUTO,opposition,180,他者との激しい議論や心理戦を通じて知性を鍛え上げていく性質です。論破欲求を抑え、深い洞察力を相手の理解と問題解決に向けることで、卓越した調査員や心理専門家として活躍します。
MERCURY,ASC,conjunction,0,明晰な頭脳、機転の利く会話術、若々しい知的好奇心が前面に表れる生まれです。観察力が高く、物事を素早く理解して的確に発信できます。情報通で軽快なメッセンジャーとして人々に愛されます。
MERCURY,ASC,sextile,60,親しみやすく軽快なコミュニケーション能力と、機敏な知性を備えています。人との会話からスムーズに有益な情報を引き出し、良好な人間関係を広げていくことができます。
MERCURY,ASC,square,90,思考と第一印象の振る舞いとの間にギャップを感じやすい配置です。言葉足らずや不用意な発言で誤解を受けやすい面もありますが、意識的な推敲と丁寧な対話を心がけることで独自の鋭い知性を確立します。
MERCURY,ASC,trine,120,生まれながらの明晰な知性と流暢な会話力に恵まれた調和的な配置です。自分の考えを自然体で分かりやすく伝えることができ、教育、メディア、商談などで高い評価を得られます。
MERCURY,ASC,quincunx,150,自分の思考スタイルと周囲から求められるコミュニケーションとの間で違和感を覚えやすい配置です。試行錯誤を通じて、相手の理解度に応じた柔軟な説明能力を身につけていきます。
MERCURY,ASC,opposition,180,他者との知的な対話や相談事を通じて自己の思考を深めていく性質です。良き相談相手や知的なパートナーに恵まれることで、自らの知的能力を最大限に発揮できます。
MERCURY,MC,conjunction,0,高い知的能力、情報発信力、企画力を武器にキャリアを切り開く生まれです。文筆、マスコミ、教育、通信、商業などの専門職で社会的な成功と名声を獲得する宿命を持ちます。
MERCURY,MC,sextile,60,実践的な知性と柔軟な実務能力を備えています。時代のニーズを捉えた企画や提案が上司や社会から評価され、自らのキャリアを着実にステップアップさせていくことができます。
MERCURY,MC,square,90,個人的な知的好奇心と社会的なキャリアの責任との間で葛藤を抱えやすい配置です。関心が散漫になりやすい傾向を克服し、一つの専門分野に集中することで確固たる地位を築きます。
MERCURY,MC,trine,120,知的な才能と社会的な成功に恵まれた調和的な配置です。優れた企画力と伝達力が高く評価され、専門的な職業や管理職においてスムーズに高い実績と名声を残します。
MERCURY,MC,quincunx,150,自らの知的なこだわりと、社会から求められる役割との間にギャップを感じやすい配置です。専門知識を実務の現場で役立つ形へと翻訳・調整する柔軟性を培っていきます。
MERCURY,MC,opposition,180,知的な探求や研究をプライベートな領域で深め、精神的な基盤とする性質です。家庭や安心できる環境で知識を蓄えることが、結果として社会的な活動を支える確かな土台となります。
VENUS,MARS,conjunction,0,情熱的な魅力、強い性的アピール力、華やかな自己表現力を生まれ持っています。恋愛や芸術、勝負事に対して強い情熱を注ぎ、ドラマチックな人生を好みます。情熱を前向きな創作や活動に向けることで大いに輝きます。
VENUS,MARS,sextile,60,魅力と行動力がバランスよく調和し、親しみやすく魅力的な人柄を備えています。異性との関係や社交が円滑で、自然体で人を惹きつけます。趣味やアートをアクティブに楽しむ資質を持ちます。
VENUS,MARS,square,90,激しい情熱と強い愛情欲求を秘めており、恋愛や対人関係での衝動的な衝突やすれ違いを経験しやすい傾向があります。相手への思いやりと自制心を磨くことで、情熱的な人間関係と豊かな創造力を手に入れます。
VENUS,MARS,trine,120,愛と情熱がスムーズに共鳴する調和的な配置です。天性の魅力と社交性があり、恋愛運や人気運に恵まれます。芸術、ファッション、エンターテインメントの分野で優れた才能を発揮します。
VENUS,MARS,quincunx,150,愛情表現のスタイルと行動のペースとの間にズレを感じやすい配置です。相手に合わせすぎて不満を溜めないよう、自らの欲望と他者への配慮を上手に調整する知恵を身につけていきます。
VENUS,MARS,opposition,180,他者との強い惹かれ合いや衝突を通じて自らの愛と情熱を鍛えていく性質です。激しい愛憎劇に注意が必要ですが、お互いを高め合える情熱的なパートナーシップを築くことで人生を充実させます。
VENUS,JUPITER,conjunction,0,最高の幸運、優雅な美意識、寛大な社交性を生まれ持っています。人に対する愛情が深く、自然と好意や富、良縁を引き寄せます。豊かな文化・芸術に親しみ、幸福感に満ちた人生を享受します。
VENUS,JUPITER,sextile,60,親切で温かい人柄と、健全な美意識を備えています。周囲との調和を保ちながら楽しい交流を広げることができ、人気運や金運に恵まれます。素直で前向きな姿勢がさらなる福を呼びます。
VENUS,JUPITER,square,90,贅沢や自己甘愉、浪費に走りやすい傾向を秘めています。気分の緩みや安請け合いを自制し、節度ある楽しみ方を身につけることで、誰からも愛されるスケールの大きな人気者として大成します。
VENUS,JUPITER,trine,120,至高の美と豊かさに恵まれた大吉の配置です。自然体でいてもチャンスや富、素晴らしい良縁に恵まれ、寛大な心で周囲に幸せをもたらします。芸術、社交、金銭面において最高の恩恵を享受します。
VENUS,JUPITER,quincunx,150,理想の美や贅沢と、現実的な経済力や生活水準との間にギャップを感じやすい配置です。見栄を張らず、等身大の自分に合った心地よい楽しみ方を見出すことで真の豊かさを実感します。
VENUS,JUPITER,opposition,180,強い社交欲求と贅沢への憧れを持ち、他者との華やかな交流を通じて自己を満たそうとする性質です。過剰な自己顕示を控え、誠実な愛情表現を心がけることで、多くの人々から愛される存在となります。
VENUS,SATURN,conjunction,0,誠実で真面目な愛情観、堅実な金銭感覚、控えめな美意識を生まれ持っています。愛情表現に臆病になりやすい傾向がありますが、時間をかけて揺るぎない信頼と長期的な愛の絆を築き上げます。
VENUS,SATURN,sextile,60,落ち着いた品格と、堅実な対人関係の構築能力を備えています。目上の人からの信頼が厚く、長く続く友情や誠実なパートナーシップを育みます。地道な蓄財や確実な人間関係作りに長けています。
VENUS,SATURN,square,90,愛されることへの不安や自己評価の低さ、対人関係での緊張感を抱えやすい配置です。孤独を感じやすいですが、自分を丁寧に愛し、誠実な努力を重ねることで、誰よりも深い真実の愛を育む人格へと成長します。
VENUS,SATURN,trine,120,深い信頼性と安定した愛情に恵まれた調和的な配置です。誠実で上品な立ち振る舞いが高く評価され、生涯にわたる絆や経済的な安定を自然と手に入れます。派手さよりも本質的な価値を大切にします。
VENUS,SATURN,quincunx,150,楽しみたい気持ちと義務感や罪悪感との間で葛藤を抱えやすい配置です。我慢しすぎず、自分への適度なご褒美と現実的な責任のバランスを上手に取る知恵を身につけていきます。
VENUS,SATURN,opposition,180,他者からの厳しい評価や愛情面での試練を通じて人間関係を学んでいく性質です。冷たさや拒絶を恐れず自立した愛を育むことで、揺るぎない絆と確固たる社会的信用を確立します。
VENUS,URANUS,conjunction,0,独創的な美意識、電撃的な恋愛観、自由を愛する社交性を生まれ持っています。型にはまらないユニークな魅力で人々を惹きつけ、ファッション、アート、先端デザインの分野で個性を発揮します。
VENUS,URANUS,sextile,60,新鮮で魅力的なセンスと、オープンな対人関係を備えています。個性的で多様な友人関係を自然と広げることができ、自由で風通しの良い心地よい人間関係を楽しみます。
VENUS,URANUS,square,90,突発的な一目惚れや自由への強い執着、移り気な恋愛観を持ちやすい傾向があります。束縛を嫌い関係を急変させがちですが、その刺激的で型破りな魅力を独自のアートや自由な創作活動に活かすことで大いに輝きます。
VENUS,URANUS,trine,120,洗練された独創性と爽やかな魅力に恵まれた調和的な配置です。流行に左右されないユニークな美意識を持ち、自由で刺激的な人間関係を自然体で楽しむことができます。芸術やデザインで高い才能を発揮します。
VENUS,URANUS,quincunx,150,独自性を貫きたい美意識と、周囲に合わせる社交性との間でぎこちなさを感じやすい配置です。突飛なアピールを避け、自分の個性を洗練された形で表現するバランス感覚を体得していきます。
VENUS,URANUS,opposition,180,他者との関係において強い自立性と刺激を求める性質です。急激な距離感の変化に注意が必要ですが、お互いの個性を最大限に尊重し合える進歩的なパートナーシップを築くことで人生が充実します。
VENUS,NEPTUNE,conjunction,0,崇高な美意識、ロマンチックな夢想力、無条件の愛情を生まれ持っています。現実離れした理想に流されやすい面もありますが、芸術、音楽、ファッション、癒やしの分野で極めて高い創造性を発揮します。
VENUS,NEPTUNE,sextile,60,優しい思いやりと繊細な美の感性を備えています。人の心を和ませる温かい魅力があり、芸術的な趣味やボランティア活動を通じて心豊かな人間関係を育みます。
VENUS,NEPTUNE,square,90,恋愛や金銭面での妄想、自己犠牲、騙されやすさに悩まされやすい配置です。現実的な事実を見極める目を養うことで、その豊かな感受性を純粋な芸術表現や人道的な奉仕活動へと見事に昇華させます。
VENUS,NEPTUNE,trine,120,至高のロマンスと洗練された芸術的才能に恵まれた調和的な配置です。純粋な愛情と深い慈悲の心を持ち、人々を魅了する美しい世界観を創作や暮らしの中で具現化します。
VENUS,NEPTUNE,quincunx,150,理想の愛や美への憧れと、現実の人間関係の泥臭さとの間で失望を感じやすい配置です。等身大の相手と自分を受け入れ、無理のない現実的な優しさを育む知恵を学んでいきます。
VENUS,NEPTUNE,opposition,180,他者への過剰な理想の投影や失望を通じて愛の真実を学んでいく性質です。被害者意識を戒め、現実的な境界線を保つことで、人々を包み込む深い無条件の愛を体現します。
VENUS,PLUTO,conjunction,0,宿命的で激しい情熱、圧倒的な魅力、深い愛憎のドラマを秘めた強烈な生まれです。執着や嫉妬をコントロールし、魂レベルの深い絆を育むことで、人の心を根本から揺さぶる強大なカリスマ性を放ちます。
VENUS,PLUTO,sextile,60,深い愛情と揺るぎない絆をじっくり育む力を備えています。人の心理や欲望を敏感に見抜く力があり、経済的な管理や魅力的な自己演出において卓越した手腕を発揮します。
VENUS,PLUTO,square,90,激しい愛憎の葛藤、独占欲、金銭や恋愛における極端な危機を経験しやすい傾向があります。力による支配を手放し、内なる浄化を果たすことで、誰よりも深く力強い真実の愛を手に入れます。
VENUS,PLUTO,trine,120,圧倒的な美と魅力、生涯続く深い絆に恵まれた最高の好配置です。人の心を惹きつけて離さないカリスマ性があり、恋愛、芸術、経済面において絶大な成功と豊かさを享受します。
VENUS,PLUTO,quincunx,150,激しい情念や強い欲望と、日常の穏やかな人間関係との間で葛藤を抱えやすい配置です。極端な思い込みを避け、自らの情熱を少しずつ健全な自己表現へと昇華させていきます。
VENUS,PLUTO,opposition,180,他者との宿命的な関係や激しい権力闘争を通じて愛の真髄を学んでいく性質です。相手をコントロールしようとする衝動を克服することで、魂を高め合う真実のパートナーシップを築きます。
VENUS,ASC,conjunction,0,華やかな美貌、親しみやすい愛嬌、優れた社交性を生まれ持っています。初対面でも好印象を与え、自然体で周囲から愛されます。ファッション、美容、接客、芸術などで抜群の才能を発揮します。
VENUS,ASC,sextile,60,上品で洗練された物腰と、調和の取れた対人関係能力を備えています。周囲に安心感と心地よさを与え、良好な協力関係や社交のチャンスをスムーズに引き寄せます。
VENUS,ASC,square,90,自己の美意識や愛情表現と、周囲に見せる印象との間にギャップを感じやすい配置です。見栄や過度なお世辞を控え、自分らしい自然体の魅力を磨くことで独自の人気を確立します。
VENUS,ASC,trine,120,生まれながらの気品と魅力に恵まれた調和的な配置です。誰からも好意的に受け入れられ、穏やかで幸福な人間関係や豊かな生活環境を自然と築き上げることができます。
VENUS,ASC,quincunx,150,周囲への気配りや見せ方に過剰に気を遣い、気疲れしやすい配置です。無理な自己犠牲や愛想笑いを避け、自然体の自分を愛する知恵を身につけていきます。
VENUS,ASC,opposition,180,他者との親密なパートナーシップや愛情関係を通じて自己の幸福を追求する性質です。良き伴侶やビジネスパートナーに恵まれることで人生が大きく好転します。
VENUS,MC,conjunction,0,華やかな人気運、洗練された美意識、強い社交性を武器にキャリアを築く生まれです。芸術、デザイン、ファッション、エンタメ、接客などの分野で高い社会的地位と名声を獲得します。
VENUS,MC,sextile,60,穏やかで人当たりの良い人柄と、優れた美的センスを備えています。周囲からの支援や引き立てを受けやすく、自らのキャリアをスムーズに発展させることができます。
VENUS,MC,square,90,プライベートな楽しみや恋愛と、社会的な責任との間で葛藤を抱えやすい配置です。遊びや贅沢に流されず、美意識や社交性を仕事に活かすことで独自の成功を掴みます。
VENUS,MC,trine,120,社会的な人気とキャリアの成功に恵まれた調和的な配置です。優雅な立ち振る舞いが高く評価され、公の舞台で自然と多くの支持と名誉を集めます。
VENUS,MC,quincunx,150,社会的な役割と個人的な美意識との間に違和感を覚えやすい配置です。自らのセンスを社会のニーズに適合させる柔軟な調整力を身につけていきます。
VENUS,MC,opposition,180,家庭の温かさやプライベートの美しさを人生の最優先事項とする性質です。心の安らぐ生活環境を整えることが、結果として社会的な安定を支える強い基盤となります。
MARS,JUPITER,conjunction,0,無限のエネルギー、冒険心、圧倒的な行動力を生まれ持っています。高い志に向かって果敢に挑戦でき、スポーツ、ビジネス、勝負事で大きな勝利と成功を収める資質を持ちます。
MARS,JUPITER,sextile,60,前向きな意欲と健全な自信を備えています。周囲からの応援を得やすく、新しいプロジェクトやスポーツでスムーズに成果を上げられます。積極的な行動がチャンスを拡大します。
MARS,JUPITER,square,90,大きな野心と強い行動力を持つ一方で、過剰な自信や無謀な勝負に走りやすい傾向があります。計画性と自制心を身につけることで、その爆発的な推進力を大規模な事業やスポーツの偉業へと昇華させます。
MARS,JUPITER,trine,120,卓越した勇気、行動力、幸運な勝負強さに恵まれた最高の配置です。どんな挑戦も前向きにやり遂げ、リーダーシップを発揮して大きな成功と名声を獲得します。
MARS,JUPITER,quincunx,150,意欲の大きさと現実の体力・リソースとの間でギャップを感じやすい配置です。焦って手を広げすぎず、着実な優先順位をつけて一歩ずつ進める知恵を体得していきます。
MARS,JUPITER,opposition,180,他者との競争や果敢な挑戦を通じて自己を鍛え上げていく性質です。傲慢さを戒め、フェアプレーの精神を貫くことで、多くの人々を率いる偉大なチャレンジャーとなります。
MARS,SATURN,conjunction,0,不屈の忍耐力、強靭な自己統制力、鉄のような意志を生まれ持っています。若年期のフラストレーションを克服し、地道な鍛錬を重ねることで、難攻不落の実績と専門性を築き上げます。
MARS,SATURN,sextile,60,冷静な判断力と粘り強い実行力を備えています。エネルギーを無駄遣いせず、長期的な目標に向けて着実に努力を積み上げられる頼もしい人柄です。
MARS,SATURN,square,90,激しい怒りやフラストレーション、行動の制約に悩まされやすい傾向があります。困難から逃げずに忍耐強く課題と向き合い続けることで、誰よりも強靭な精神力と本物の実力を獲得します。
MARS,SATURN,trine,120,卓越した自制心と抜群の実行力が見事に調和した好配置です。どんな困難な任務も冷静沈着にやり遂げ、プロフェッショナルとして高い地位と信頼を確立します。
MARS,SATURN,quincunx,150,行動したい衝動と課された義務や制約との間でストレスを抱えやすい配置です。無理な力任せを避け、効率的なペース配分と身体のケアを学んでいきます。
MARS,SATURN,opposition,180,他者からの厳しい制約や敵対関係を通じて自らの意志を鍛え上げていく性質です。正面衝突を避け、戦略的な粘り強さを発揮することで、あらゆる逆境を乗り越える強い指導者となります。
MARS,URANUS,conjunction,0,電撃的な決断力、独創的な行動力、強い反骨精神を生まれ持っています。前例のない道へ果敢に飛び込む勇気があり、最先端の技術、発明、改革的な分野で目覚ましい突破力を発揮します。
MARS,URANUS,sextile,60,機転の利いた行動力と柔軟な対応力を備えています。独創的なアイデアを素早く実行に移すことができ、新しいツールや手法を取り入れながら効率的に成果を上げられます。
MARS,URANUS,square,90,極端な反抗心や短気、突発的な行動を起こしやすい傾向を秘めています。無謀な暴走を自制し、その鋭い現状打破のエネルギーを革新的な技術開発や社会改革に注ぐことで独自の大成を遂げます。
MARS,URANUS,trine,120,卓越した改革力と自由な行動力が見事に調和した好配置です。周囲を驚かせる斬新なアプローチで障害を突破し、時代の先端を行くプロジェクトで大いに活躍します。
MARS,URANUS,quincunx,150,独自のやり方を貫きたい衝動と、周囲のペースや環境との間で摩擦を感じやすい配置です。スタンドプレーを避け、周囲との連携を図る細やかな調整力を体得していきます。
MARS,URANUS,opposition,180,他者からの束縛に対する強い反発を通じて自己の独立心を確立していく性質です。突発的な衝突を避け、お互いの自由を尊重する関係を築くことで、強力な変革のリーダーとなります。
MARS,NEPTUNE,conjunction,0,崇高な理想、強い直感力、芸術的な情熱を生まれ持っています。現実的な方向感覚を見失いやすい面もありますが、ダンス、演劇、音楽、人道支援などの分野で非凡な才能を開花させます。
MARS,NEPTUNE,sextile,60,繊細な思いやりと直感的な行動力を備えています。人のために尽くす活動や芸術的な表現でスムーズに力を発揮し、周囲に温かいインスピレーションを与えます。
MARS,NEPTUNE,square,90,意欲の減退や現実逃避、曖昧な動機によるトラブルに悩まされやすい配置です。明確な目標設定と自己規律を意識することで、その高い理想を本物の芸術作品や慈善活動へと昇華させます。
MARS,NEPTUNE,trine,120,崇高な理想と献身的な行動力が見事に調和した好配置です。直感を信じて行動することで道が開け、芸術、スピリチュアル、福祉の分野で素晴らしい業績を残します。
MARS,NEPTUNE,quincunx,150,行動への意欲と漠然とした倦怠感の間でエネルギーの調整に苦心しやすい配置です。無理に気合で押し通さず、心身の休養を取りながらペースを整える知恵を学んでいきます。
MARS,NEPTUNE,opposition,180,他者への失望や欺瞞、エネルギーの消耗を通じて行動の純度を鍛えていく性質です。不透明な争いを避け、自己の誠実さを貫くことで、多くの人を癒やす真の勇者となります。
MARS,PLUTO,conjunction,0,凄まじい底力、不屈の闘志、破壊と再生のエネルギーを生まれ持っています。不可能を可能にする圧倒的な突破力があり、危機的状況で真価を発揮して人生を根本から勝利へ導きます。
MARS,PLUTO,sextile,60,強靭なスタミナと鋭い勝負勘を備えています。困難な障害にも怯まず、急所を突いて確実に状況を打開できます。自制心と集中力を活かして主導権を握る頼もしい人柄です。
MARS,PLUTO,square,90,激しい怒りや権力闘争、極端な行動に走りやすい傾向を秘めています。力による支配を戒め、その強大なエネルギーを自己鍛錬や難関突破に向けることで無類の強さを誇る指導者となります。
MARS,PLUTO,trine,120,無尽蔵のエネルギーと卓越したリーダーシップに恵まれた最強の配置です。どんな障害も粉砕して勝利を掴み取れ、周囲に強い影響力を与えて大きな事業を成し遂げます。
MARS,PLUTO,quincunx,150,強大な野心や衝動と、日常の制約との間で強い葛藤を感じやすい配置です。焦って暴発せず、エネルギーを地道な訓練や実務へと少しずつ振り向ける粘り強い調整力を身につけます。
MARS,PLUTO,opposition,180,他者との激しい権力争いや圧倒的な圧力との対峙を通じて自己を鍛え上げていく性質です。無謀な正面衝突を避け、戦略的な底力を発揮することで、絶対的な勝負強さを獲得します。
MARS,ASC,conjunction,0,溢れるバイタリティ、強い闘争心、ダイレクトな行動力が前面に表れる生まれです。恐れを知らず先頭に立って行動し、強いリーダーシップで自らの道を力強く切り開きます。
MARS,ASC,sextile,60,爽やかな情熱と決断力を備えています。率直で裏表のない態度が周囲に好感を与え、スポーツや仕事の現場で軽快にリーダーシップを発揮することができます。
MARS,ASC,square,90,強い自己主張力や攻撃的な態度が前面に出やすく、対人摩擦を経験しやすい配置です。衝動的な言動をコントロールし、エネルギーを前向きな目標達成に向けることで強い個性を確立します。
MARS,ASC,trine,120,生まれながらの勇気と高い行動力に恵まれた調和的な配置です。堂々とした風格で周囲を引っ張り、障害を恐れずに自分の道をスムーズに切り開くことができます。
MARS,ASC,quincunx,150,行動のタイミングや自己主張の強さに違和感を覚えやすい配置です。力任せを避け、周囲の状況に応じた柔軟なアプローチを学んでいきます。
MARS,ASC,opposition,180,他者とのライバル関係や競い合いを通じて自己の行動力を鍛え上げていく性質です。良きライバルや情熱的なパートナーと出会うことで大きな推進力を得ます。
MARS,MC,conjunction,0,強烈な野心、競争力、実行力を武器にキャリアを切り開く生まれです。リーダーシップを発揮し、勝負の世界や困難な事業で高い社会的成功と地位を勝ち取ります。
MARS,MC,sextile,60,前向きな意欲と実践的な行動力を備えています。自ら率先して仕事に取り組み、迅速な決断と行動によってキャリアを着実にステップアップさせていけます。
