Record_ID,Month_ID,Record_Type,Primary_Planet,Secondary_Planet,Primary_Sign,Secondary_Sign,Match_Type,Target_Natal_House,Valid_From,Valid_To,State_Changes,Tone,Title,Interpretation,Priority,Active_Flag
2026_09_RESONANCE_URANUS_SUN_GEMINI_VIRGO_20260901_20260922_SAME_NATAL_05,2026-09,resonance,URANUS,SUN,GEMINI,VIRGO,same_natal_house,5,2026-09-01,2026-09-22,URANUS:2026-09-11:retrograde_start,activation,ひらめきと推敲の役割を分け直す,9月1日から22日まで、双子座の天王星と乙女座の太陽が創作や恋愛の領域へ集まり、意外な着想を細部まで磨く集中力が生まれます。9月11日の逆行開始までは、短い試作品や新しい誘い方を一つ形にし、完成度より反応と自分の楽しさを別々に記録してください。天王星が逆行した後は、分析や修正を増やすことで、最初の驚きや相手の自由を狭めていないかを見直す時期です。作品は実験版と完成版を分け、関係では変更したい約束と断ってよい範囲を言葉にしましょう。推敲する時間と遊ぶ時間を分けるほど、個性を削らず伝わる表現へ育ちます。,160,1
2026_09_RESONANCE_URANUS_SUN_GEMINI_VIRGO_20260901_20260922_SAME_NATAL_06,2026-09,resonance,URANUS,SUN,GEMINI,VIRGO,same_natal_house,6,2026-09-01,2026-09-22,URANUS:2026-09-11:retrograde_start,activation,効率化を身体が続けられる形へ戻す,9月1日から22日まで、双子座の天王星と乙女座の太陽が仕事と健康の領域で重なり、手順を更新しながら小さな不具合を見つける力が高まります。9月11日の逆行開始までは、自動化、通知、作業の分割を一つ試し、時間だけでなく疲れ方も記録してください。天王星が逆行した後は、効率を上げる道具が集中を分断し、休息まで測定対象にしていないかを点検する段階です。残す指標を一つに絞り、使わない機能を止め、連絡を見ない時間帯を予定へ先に置きましょう。身体が続けられる条件から手順を選び直すことで、改善が新しい負担になるのを防げます。,160,1
2026_09_RESONANCE_URANUS_SUN_GEMINI_VIRGO_20260901_20260922_SAME_NATAL_07,2026-09,resonance,URANUS,SUN,GEMINI,VIRGO,same_natal_house,7,2026-09-01,2026-09-22,URANUS:2026-09-11:retrograde_start,activation,関係の変更案を対等な合意へ戻す,9月1日から22日まで、双子座の天王星と乙女座の太陽が一対一の関係領域へ集まり、連絡や役割を更新しながら約束を具体化する力が働きます。9月11日の逆行開始までは、会う頻度、担当、返答の方法について試行案を一つ出し、双方の使いやすさを確かめてください。天王星が逆行した後は、突然の変更で距離を取ろうとしていないか、細かな指摘で相手を管理していないかを見直す時期です。合意した点、保留した点、再確認する日を同じ記録へ残し、修正を申し出る権利も対等に置きましょう。変えられる手順を共有することで、自由さと信頼を同じ関係の中で守れます。,160,1
2026_09_RESONANCE_URANUS_SUN_GEMINI_VIRGO_20260901_20260922_SAME_NATAL_08,2026-09,resonance,URANUS,SUN,GEMINI,VIRGO,same_natal_house,8,2026-09-01,2026-09-22,URANUS:2026-09-11:retrograde_start,activation,共有情報を安全な撤回手順へ整える,9月1日から22日まで、双子座の天王星と乙女座の太陽が共有資産や親密な情報の領域へ集まり、管理方法の更新と細部の監査が同時に進みます。9月11日の逆行開始までは、共同支出、端末、保管場所を一覧にし、新しい共有方法は範囲を限定して試してください。天王星が逆行した後は、過去に渡した権限、解約条件、曖昧な返済や秘密の扱いへ戻り、見落としを確かめる段階です。事実、希望、話したくない範囲を分け、不要なアクセスは相手へ知らせたうえで安全に外しましょう。撤回と再確認の手順を先に作るほど、親密さを監視へ変えず透明性を高められます。,160,1
2026_09_RESONANCE_URANUS_SUN_GEMINI_VIRGO_20260901_20260922_SAME_NATAL_09,2026-09,resonance,URANUS,SUN,GEMINI,VIRGO,same_natal_house,9,2026-09-01,2026-09-22,URANUS:2026-09-11:retrograde_start,activation,新しい知識を検証できる問いへ戻す,9月1日から22日まで、双子座の天王星と乙女座の太陽が学問や遠い世界の領域で重なり、未知の視点を集めて検証可能な知識へ整える力が高まります。9月11日の逆行開始までは、異分野の資料や講座を比較し、常識を揺らした問いを一つ記録してください。天王星が逆行した後は、目新しい説へ飛びついた理由と、都合よく省いた反証がないかを原典へ戻って見直す時期です。旅や学習計画も、目的、費用、期限、確認先を四つの欄で整理し、実際に試せる一歩へ絞りましょう。結論より問いの質を磨くことで、広い視野を日常の判断に結びつけられます。,160,1
2026_09_RESONANCE_URANUS_SUN_GEMINI_VIRGO_20260901_20260922_SAME_NATAL_10,2026-09,resonance,URANUS,SUN,GEMINI,VIRGO,same_natal_house,10,2026-09-01,2026-09-22,URANUS:2026-09-11:retrograde_start,activation,仕事の新機軸を役立つ運用へ直す,9月1日から22日まで、双子座の天王星と乙女座の太陽が仕事上の役割や評価の領域へ集まり、新しい提案を現場で機能する形へ整える力が働きます。9月11日の逆行開始までは、報告方法や担当の組み替えを小規模に試し、誰の作業が軽くなったかを確認してください。天王星が逆行した後は、革新的に見せることが目的になっていないか、自分の役割と権限のずれを見直す時期です。目的、決定者、試行期限、戻す条件を一枚にまとめ、反対意見も同じ記録へ残しましょう。新しさを使う人の視点から点検することで、独創性を信頼される運用へ移せます。,160,1
2026_09_RESONANCE_URANUS_SUN_GEMINI_VIRGO_20260901_20260922_SAME_NATAL_11,2026-09,resonance,URANUS,SUN,GEMINI,VIRGO,same_natal_house,11,2026-09-01,2026-09-22,URANUS:2026-09-11:retrograde_start,activation,仲間の情報網を参加しやすく編み直す,9月1日から22日まで、双子座の天王星と乙女座の太陽が仲間や未来計画の領域へ集まり、多様な情報をつなぎながら協力の手順を整える力が高まります。9月11日の逆行開始までは、新しい連絡経路や役割分担を一つ試し、参加しやすさと情報量の変化を観察してください。天王星が逆行した後は、発言の速い人だけで決めていないか、便利な仕組みが静かな参加者を置き去りにしていないかを見直す時期です。議事録、提案窓口、退出方法を公開し、使われない通知や役割は期限を決めて外しましょう。情報網を広げるより選べる参加方法を増やすことで、違いを生かす共同作業が続きます。,160,1
2026_09_RESONANCE_URANUS_SUN_GEMINI_VIRGO_20260901_20260922_SAME_NATAL_12,2026-09,resonance,URANUS,SUN,GEMINI,VIRGO,same_natal_house,12,2026-09-01,2026-09-22,URANUS:2026-09-11:retrograde_start,activation,内側の信号を休息の手掛かりへ戻す,9月1日から22日まで、双子座の天王星と乙女座の太陽が休息や無意識の領域へ集まり、内側の信号を細やかに読み取る力が強まります。9月11日の逆行開始までは、夢、ふと浮かぶ言葉、落ち着かなさを短く記録し、情報量との関係を観察してください。天王星が逆行した後は、答えを探して刺激を増やしたり、自分を整える課題を作り続けたりしていないかを見直す時期です。就寝前に通知を切る時間を決め、記録は一日三行で止め、判断しない空白を残しましょう。分析を終える場所を作ることで、ひらめきと神経疲労を分け、必要な休息を選べます。,160,1
2026_09_RESONANCE_URANUS_SUN_GEMINI_LIBRA_20260923_20260930_SAME_NATAL_01,2026-09,resonance,URANUS,SUN,GEMINI,LIBRA,same_natal_house,1,2026-09-23,2026-09-30,SUN:2026-09-23:sign_ingress,activation,対話の中で新しい自分の輪郭を選ぶ,9月23日に太陽が天秤座へ移ると、逆行中の双子座の天王星と自己像の領域で重なり、それまでの細かな自己点検から、対話の中で見せ方を選び直す流れへ切り替わります。月末までは、相手によって話し方や立場を変える場面が、新しい自分を試す鏡になります。ただし、好かれる形へ整えすぎたり、違いを示すためだけに逆の意見を選んだりすると、輪郭が曖昧になります。人から受け取った印象を三つ書き、自分が残したい特徴と交渉できる部分を分けてください。調和と独自性の両方を選ぶことで、関係の中でも無理なく示せる姿が整います。,160,1
2026_09_RESONANCE_URANUS_SUN_GEMINI_LIBRA_20260923_20260930_SAME_NATAL_02,2026-09,resonance,URANUS,SUN,GEMINI,LIBRA,same_natal_house,2,2026-09-23,2026-09-30,SUN:2026-09-23:sign_ingress,activation,価値の交換条件を対話で組み直す,9月23日に太陽が天秤座へ移ると、逆行中の双子座の天王星と収入や所有の領域で重なり、数字の点検から、価値の交換条件を話し合う流れへ切り替わります。月末までは、価格、分担、貸し借りについて複数案を示すと、固定していた基準を更新しやすくなります。ただし、相手に合わせて必要な対価を曖昧にしたり、目新しい条件を十分に比較せず選んだりしないことが大切です。希望額、最低条件、代替案、回答期限を同じメモへ書き、双方が持ち帰れる形で提示してください。選択肢と境界を同時に示すことで、自由さを失わない公平な交換へ近づけます。,160,1
2026_09_RESONANCE_URANUS_SUN_GEMINI_LIBRA_20260923_20260930_SAME_NATAL_03,2026-09,resonance,URANUS,SUN,GEMINI,LIBRA,same_natal_house,3,2026-09-23,2026-09-30,SUN:2026-09-23:sign_ingress,activation,会話の違いを共同編集の力へ変える,9月23日に太陽が天秤座へ移ると、逆行中の双子座の天王星と学習や伝達の領域で重なり、情報を正す段階から、異なる見方を並べて編集する流れへ変わります。月末までは、意見の違う相手との対話や文章の相互確認から、自分だけでは見えなかった論点が浮かびます。ただし、全員に同意される表現を探し続けると、結論も責任の所在もぼやけます。共通点、相違点、確認が必要な事実を分け、誰が最終稿を決めるかまで記録してください。違いを消さず順序を整えることで、会話を実用的な合意や提案へつなげられます。,160,1
2026_09_RESONANCE_URANUS_SUN_GEMINI_LIBRA_20260923_20260930_SAME_NATAL_04,2026-09,resonance,URANUS,SUN,GEMINI,LIBRA,same_natal_house,4,2026-09-23,2026-09-30,SUN:2026-09-23:sign_ingress,activation,家の調整を全員が話せる形へ開く,9月23日に太陽が天秤座へ移ると、逆行中の双子座の天王星と家や家族の領域で重なり、生活の細部を直す段階から、居心地の違いを話し合う流れへ切り替わります。月末までは、部屋、来客、家事、静かな時間について複数の希望を並べると、新しい配分が見つかりやすくなります。ただし、場の平穏を守るため不満を言わないままでは、変更した仕組みが一部の人だけに便利になります。各自が変えたいことと守りたいことを一つずつ出し、試す期間と見直す日を決めてください。意見を出しても関係が壊れない手順を作ることで、自由と安心を両立する家へ整います。,160,1
2026_09_RESONANCE_URANUS_SUN_GEMINI_LIBRA_20260923_20260930_SAME_NATAL_05,2026-09,resonance,URANUS,SUN,GEMINI,LIBRA,same_natal_house,5,2026-09-23,2026-09-30,SUN:2026-09-23:sign_ingress,activation,創作と親密さに対等な余白を戻す,9月23日に太陽が天秤座へ移ると、逆行中の双子座の天王星と創作や恋愛の領域で重なり、作品を磨く段階から、誰かとのやり取りで魅力を広げる流れへ変わります。月末までは、共同制作、感想交換、普段と違う誘い方が、眠っていた表現や楽しみを呼び起こします。ただし、相手の反応を先読みして案を変え続けたり、刺激を求めて同意を急いだりしないことが大切です。自分で決める部分、相談する部分、断ってよい部分を先に言葉にしてください。互いの選択を残したまま遊ぶことで、驚きと調和が共存する創造や親密さになります。,160,1
2026_09_RESONANCE_URANUS_SUN_GEMINI_LIBRA_20260923_20260930_SAME_NATAL_06,2026-09,resonance,URANUS,SUN,GEMINI,LIBRA,same_natal_house,6,2026-09-23,2026-09-30,SUN:2026-09-23:sign_ingress,activation,働き方の改善を公平な分担へつなぐ,9月23日に太陽が天秤座へ移ると、逆行中の双子座の天王星と仕事や健康の領域で重なり、個人の効率化から、周囲との分担を整える流れへ切り替わります。月末までは、連絡時間、担当、休憩の取り方を複数案で比べると、負担の偏りが見えやすくなります。ただし、衝突を避けて自分だけが調整役を引き受けたり、新しい道具を全員へ一度に求めたりすると消耗します。作業量と中断回数を共有し、減らす仕事、交代する仕事、個別に任せる仕事を分けてください。公平さを同じ量ではなく続けられる条件で測ると、柔軟で安定した日課へ整います。,160,1
2026_09_RESONANCE_URANUS_SUN_GEMINI_LIBRA_20260923_20260930_SAME_NATAL_07,2026-09,resonance,URANUS,SUN,GEMINI,LIBRA,same_natal_house,7,2026-09-23,2026-09-30,SUN:2026-09-23:sign_ingress,activation,関係の自由を新しい合意へ結び直す,9月23日に太陽が天秤座へ移ると、逆行中の双子座の天王星と一対一の関係領域で重なり、約束を点検する段階から、二人で新しい形を選ぶ流れへ切り替わります。月末までは、連絡頻度、役割、距離の取り方に複数の案を持ち込むと、固定した関係を動かしやすくなります。ただし、公平に見える折衷案でも、一方が本音を伏せていれば長くは続きません。譲れない条件、試せる案、保留したい点を双方が別々に書き、交換してから話してください。変更と撤回の権利を同じように持つことで、自由さを信頼へ結び直せます。,160,1
2026_09_RESONANCE_URANUS_SUN_GEMINI_LIBRA_20260923_20260930_SAME_NATAL_08,2026-09,resonance,URANUS,SUN,GEMINI,LIBRA,same_natal_house,8,2026-09-23,2026-09-30,SUN:2026-09-23:sign_ingress,activation,共有のルールを双方の同意へ戻す,9月23日に太陽が天秤座へ移ると、逆行中の双子座の天王星と共有資産や親密な情報の領域で重なり、管理の監査から、双方が納得できるルールを作る流れへ変わります。月末までは、支払い、閲覧権限、秘密の扱いについて代替案を出すと、古い約束の不均衡が見えやすくなります。ただし、波風を避けて曖昧なまま同意したり、意外な提案で相手の判断を急がせたりしないでください。誰が見られるか、いつ再確認するか、撤回時に何を消すかを項目ごとに決めましょう。感情的な信頼と実務上の同意を分けることで、親密さを守りながら公平な共有へ整います。,160,1
2026_09_RESONANCE_URANUS_SUN_GEMINI_LIBRA_20260923_20260930_SAME_NATAL_09,2026-09,resonance,URANUS,SUN,GEMINI,LIBRA,same_natal_house,9,2026-09-23,2026-09-30,SUN:2026-09-23:sign_ingress,activation,異なる世界観を学びの対話へ開く,9月23日に太陽が天秤座へ移ると、逆行中の双子座の天王星と学問や遠い世界の領域で重なり、知識を検証する段階から、異なる世界観を対話で比べる流れへ切り替わります。月末までは、別の文化や立場を持つ人との交換が、自分の前提を更新する手掛かりになります。ただし、すべての意見を同じ重さで扱うことと、根拠の確かさを見分けることは別です。共感できる点、反対する点、追加で調べる事実を分け、出典を添えて一つの問いにまとめてください。違いを勝敗にせず検討することで、広い視野を判断に使える知恵へ変えられます。,160,1
2026_09_RESONANCE_URANUS_SUN_GEMINI_LIBRA_20260923_20260930_SAME_NATAL_10,2026-09,resonance,URANUS,SUN,GEMINI,LIBRA,same_natal_house,10,2026-09-23,2026-09-30,SUN:2026-09-23:sign_ingress,activation,新しい役割を公正な評価へつなぐ,9月23日に太陽が天秤座へ移ると、逆行中の双子座の天王星と仕事上の立場や評価の領域で重なり、新案を運用する段階から、その成果と負担を公平に測る流れへ変わります。月末までは、複数の担当や働き方を比べることで、肩書だけでは見えない貢献が明確になります。ただし、全員を満足させようとして判断を延ばしたり、斬新さだけを評価の根拠にしたりしないことが大切です。目的、担当、決定権、評価日を一枚にまとめ、異議を出せる窓口も示してください。透明な基準を先に置くことで、独創性を特定の人へ偏らない役割へ育てられます。,160,1
2026_09_RESONANCE_URANUS_SUN_GEMINI_LIBRA_20260923_20260930_SAME_NATAL_11,2026-09,resonance,URANUS,SUN,GEMINI,LIBRA,same_natal_house,11,2026-09-23,2026-09-30,SUN:2026-09-23:sign_ingress,activation,仲間の違いを選べる協力へ編み直す,9月23日に太陽が天秤座へ移ると、逆行中の双子座の天王星と仲間や未来計画の領域で重なり、参加手順を整える段階から、異なる意見を協力へ結ぶ流れに変わります。月末までは、新しい人や別分野の案を交えることで、固定していた役割や目標を見直しやすくなります。ただし、調整役だけが情報を抱えたり、反対意見を場の調和のために後回しにしたりしないでください。提案、異議、保留、退出を同じ窓口で受け付け、決定理由を短く公開しましょう。参加方法を一つに揃えないことが、多様な人が責任を分け合える計画を育てます。,160,1
2026_09_RESONANCE_URANUS_SUN_GEMINI_LIBRA_20260923_20260930_SAME_NATAL_12,2026-09,resonance,URANUS,SUN,GEMINI,LIBRA,same_natal_house,12,2026-09-23,2026-09-30,SUN:2026-09-23:sign_ingress,activation,心の揺れを静かな対話へ渡し直す,9月23日に太陽が天秤座へ移ると、逆行中の双子座の天王星と休息や無意識の領域で重なり、内側を分析する段階から、気づきを安全な対話へ渡す流れに変わります。月末までは、夢や繰り返す言葉を信頼できる相手へ少し話すと、一人では見えなかった偏りに気づけます。ただし、相手の解釈に答えを預けたり、平穏を保つため本当の疲れを軽く扱ったりしないことが大切です。話したい範囲、秘密にする範囲、助けを求める条件を決め、会話の後に静かな時間を置いてください。交流と孤独を釣り合わせることで、ひらめきを消耗せず回復へつなげられます。,160,1
2026_09_RESONANCE_URANUS_MARS_GEMINI_CANCER_20260901_20260927_SAME_NATAL_01,2026-09,resonance,URANUS,MARS,GEMINI,CANCER,same_natal_house,1,2026-09-01,2026-09-27,URANUS:2026-09-11:retrograde_start,activation,動き出す自分と内側の動機を揃える,9月前半は、双子座の天王星がもたらす新しい自己表現を、蟹座の火星がすぐ行動へ移し、服装や話し方、立ち位置を思い切って変えたくなりそうです。9月11日に天王星が逆行を始めると、外へ示す変化よりも、なぜその姿を選びたいのかを内側から確かめる段階へ移ります。守られたい気持ちを隠して強く振る舞うと、動きと本音がずれやすくなります。試した変化を続けるもの、調整するもの、やめるものに分け、体の反応や疲れ方も記録してください。蟹座の火星の防衛力を、自分を急かす力ではなく、納得できる輪郭を守る力として使えます。,155,1
2026_09_RESONANCE_URANUS_MARS_GEMINI_CANCER_20260901_20260927_SAME_NATAL_02,2026-09,resonance,URANUS,MARS,GEMINI,CANCER,same_natal_house,2,2026-09-01,2026-09-27,URANUS:2026-09-11:retrograde_start,activation,安心を守る支出と新しい稼ぎ方を見直す,9月前半は、双子座の天王星が収入や所有の選択肢を増やし、蟹座の火星が安心を得るための購入や確保を急がせやすい時期です。9月11日に天王星が逆行へ転じると、新しい稼ぎ方を広げる前に、変えたい価格基準や支出の動機を点検する流れへ移ります。家族や身近な人を守る名目で予算を越えると、自分の自由に使える余地が狭まります。新規収入、固定費、安心のための予備費を別々に置き、衝動的な判断には一晩の確認時間を設けてください。火星の決断力を優先順位づけに使えば、変化を試しながら生活の土台も守れます。,155,1
2026_09_RESONANCE_URANUS_MARS_GEMINI_CANCER_20260901_20260927_SAME_NATAL_03,2026-09,resonance,URANUS,MARS,GEMINI,CANCER,same_natal_house,3,2026-09-01,2026-09-27,URANUS:2026-09-11:retrograde_start,activation,速い言葉を確かな伝達へ組み直す,月初から、双子座の天王星が新しい情報や伝達手段を呼び込み、蟹座の火星が感情のこもった言葉を素早く外へ押し出します。9月11日に天王星が逆行を始めた後は、発信量を増やすより、誤解を招いた言い回しや情報源をたどり直すことが重要になります。身近な相手を守ろうとして結論を急ぐと、別の見方を聞く余白を失いかねません。送信前に事実、推測、感情を三段に分け、重要な連絡は相手の理解を一度確かめてください。ひらめきの速さと気持ちの強さを編集できれば、会話を対立ではなく更新の入口にできます。,155,1
2026_09_RESONANCE_URANUS_MARS_GEMINI_CANCER_20260901_20260927_SAME_NATAL_04,2026-09,resonance,URANUS,MARS,GEMINI,CANCER,same_natal_house,4,2026-09-01,2026-09-27,URANUS:2026-09-11:retrograde_start,activation,家を変える勢いと心の安全を調整する,9月前半は、双子座の天王星が住環境や家族内の仕組みに新案を持ち込み、蟹座の火星がすぐ配置や役割を変えようと動かします。9月11日に天王星が逆行へ入ると、目に見える模様替えより、家で繰り返している緊張や暗黙のルールを見直す流れへ切り替わります。誰かの安心を守るために一人で決めると、便利な変更でも反発を招きやすくなります。変えたい場所と守りたい習慣を家族ごとに確認し、試行期間と元へ戻す条件を決めてください。火星の行動力を対話の準備へ回すことで、自由度を増やしながら落ち着ける居場所を作れます。,155,1
2026_09_RESONANCE_URANUS_MARS_GEMINI_CANCER_20260901_20260927_SAME_NATAL_05,2026-09,resonance,URANUS,MARS,GEMINI,CANCER,same_natal_house,5,2026-09-01,2026-09-27,URANUS:2026-09-11:retrograde_start,activation,創作の衝動を本音の表現へ掘り直す,月初から、双子座の天王星が遊びや創作へ意外な着想を運び、蟹座の火星が好きなものを守りながら形にする勢いを強めます。9月11日の天王星逆行後は、新作を次々出すより、途中で止まった案や反応を気にして変えた表現を拾い直す時期です。恋愛や親しい交流では、驚かせたい気持ちと安心を求める気持ちが同時に動き、相手を試す態度にならないよう注意が要ります。作品や誘いに込めたい本音を一文にし、公開範囲と相談相手を先に決めてください。蟹座の火星の熱を丁寧に扱えば、奇抜さだけではない、自分が長く大切にできる表現へ育てられます。,155,1
2026_09_RESONANCE_URANUS_MARS_GEMINI_CANCER_20260901_20260927_SAME_NATAL_06,2026-09,resonance,URANUS,MARS,GEMINI,CANCER,same_natal_house,6,2026-09-01,2026-09-27,URANUS:2026-09-11:retrograde_start,activation,新しい働き方を無理のない日課へ戻す,9月前半は、双子座の天王星が仕事の手順や道具に新しい選択肢を示し、蟹座の火星が仲間や自分の負担を減らすため素早く改善へ動かします。9月11日に天王星が逆行すると、導入を急ぐ段階から、集中が途切れる場面や休息を削っている工程を洗い直す段階へ移ります。周囲を気遣って変更作業まで抱え込むと、便利さを確かめる前に疲れが先に立ちます。試す道具は一つに絞り、作業時間、中断回数、休めた時間を一週間だけ記録してください。火星の実行力を小さな検証へ使うことで、更新を一時的な勢いではなく続けられる日課にできます。,155,1
2026_09_RESONANCE_URANUS_MARS_GEMINI_CANCER_20260901_20260927_SAME_NATAL_07,2026-09,resonance,URANUS,MARS,GEMINI,CANCER,same_natal_house,7,2026-09-01,2026-09-27,URANUS:2026-09-11:retrograde_start,activation,関係を動かす本音と防衛反応を分ける,月初から、双子座の天王星が一対一の関係に別の付き合い方や会話の案を持ち込み、蟹座の火星が大切な相手を守ろうとして即座に反応しやすくなります。9月11日の天王星逆行後は、相手を変える提案より先に、自分が何に窮屈さや不安を感じているかを見直す流れです。距離を取りたい衝動と近くにいたい気持ちを混ぜると、連絡の強弱で相手を揺さぶる形になりかねません。変えたい約束、残したい安心、話し合いを止める合図をそれぞれ言葉にしてください。自由への要求と防衛反応を分けるほど、関係を壊さず新しい合意を試しやすくなります。,155,1
2026_09_RESONANCE_URANUS_MARS_GEMINI_CANCER_20260901_20260927_SAME_NATAL_08,2026-09,resonance,URANUS,MARS,GEMINI,CANCER,same_natal_house,8,2026-09-01,2026-09-27,URANUS:2026-09-11:retrograde_start,activation,共有の変更案を信頼の点検へ戻す,9月前半は、双子座の天王星が共有資産や親密な情報の扱いに新しい仕組みを示し、蟹座の火星が守るべきものを定めようと強く動きます。9月11日に天王星が逆行へ転じると、契約や権限を増やす前に、過去の同意や不安から決めた条件を読み直す段階へ入ります。秘密を守るために説明を省いたり、急な変更で相手の反応を確かめたりすると、信頼の確認が難しくなります。支払い、閲覧範囲、撤回方法を項目別にし、双方が質問できる時間を確保してください。蟹座の火星の保護力を透明な手順へ移すことで、柔軟さと安心を両立した共有へ近づけます。,155,1
2026_09_RESONANCE_URANUS_MARS_GEMINI_CANCER_20260901_20260927_SAME_NATAL_09,2026-09,resonance,URANUS,MARS,GEMINI,CANCER,same_natal_house,9,2026-09-01,2026-09-27,URANUS:2026-09-11:retrograde_start,activation,広い知識と大切な信念を照合し直す,月初から、双子座の天王星が学問や遠い世界から未知の視点を運び、蟹座の火星が自分の文化や信念を守ろうと議論へ熱を加えます。9月11日に天王星が逆行を始めると、新しい説を追う流れから、それが自分の前提をどう揺らしたのかを検討する流れへ変わります。身近な価値観への批判と受け取って反論を急ぐと、学びの入口を閉じてしまいます。賛成できる点、抵抗を感じる点、根拠を調べる点を分け、出典の異なる二つの資料を比べてください。火星の情熱を勝敗ではなく問いの深掘りへ使えば、知識を借り物でない判断軸へ変えられます。,155,1
2026_09_RESONANCE_URANUS_MARS_GEMINI_CANCER_20260901_20260927_SAME_NATAL_10,2026-09,resonance,URANUS,MARS,GEMINI,CANCER,same_natal_house,10,2026-09-01,2026-09-27,URANUS:2026-09-11:retrograde_start,activation,仕事の改革案を守る責任へ結び直す,9月前半は、双子座の天王星が仕事上の役割や発信方法に新案を持ち込み、蟹座の火星が仲間や立場を守るため先頭に立とうとします。9月11日に天王星が逆行すると、改革を外へ示す段階から、その案で負担が増える人や自分が背負う責任を再確認する段階へ移ります。評価を急ぐあまり反対意見を忠誠心の不足とみなすと、必要な修正を拾えません。目的、決定権、影響を受ける人、見直し日を一枚にまとめ、異論を記録してください。火星の推進力に検証の余白を加えることで、独創性を信頼される役割へつなげられます。,155,1
2026_09_RESONANCE_URANUS_MARS_GEMINI_CANCER_20260901_20260927_SAME_NATAL_11,2026-09,resonance,URANUS,MARS,GEMINI,CANCER,same_natal_house,11,2026-09-01,2026-09-27,URANUS:2026-09-11:retrograde_start,activation,仲間を守る熱と参加方法を更新する,月初から、双子座の天王星が仲間や未来計画へ新しい接点を作り、蟹座の火星が身近な人を守るため素早く集団を動かそうとします。9月11日の天王星逆行後は、人数や活動を広げるより、誰の声が届かず、誰が調整を抱えているかを内側から見直す時期です。親しい人だけで判断すると、安心は保てても新しい参加者の知恵を逃しやすくなります。発言、提案、保留、退出の方法を明記し、連絡役を交代できる形にしてください。蟹座の火星の連帯感を閉じた結束ではなく支え合う仕組みへ向けると、計画の自由度も保てます。,155,1
2026_09_RESONANCE_URANUS_MARS_GEMINI_CANCER_20260901_20260927_SAME_NATAL_12,2026-09,resonance,URANUS,MARS,GEMINI,CANCER,same_natal_house,12,2026-09-01,2026-09-27,URANUS:2026-09-11:retrograde_start,activation,内側のざわめきを休息の設計へ戻す,9月前半は、双子座の天王星が夢や無意識に断片的な気づきを増やし、蟹座の火星が言葉にならない不安を内側で守ろうとして緊張を高めやすくします。9月11日に天王星が逆行へ入ると、外から刺激を足すより、繰り返す思考や落ち着かない時間帯を静かに観察する流れへ変わります。休むことへの罪悪感から予定を埋めると、ひらめきと疲れの区別がつきにくくなります。就寝前の情報量を減らし、思いつきは一枚に書いて翌日に判断してください。火星の力を刺激への反応ではなく境界づくりへ使うことで、変化を受け止められる余白を回復できます。,155,1
2026_09_RESONANCE_URANUS_MARS_GEMINI_LEO_20260928_20260930_SAME_NATAL_01,2026-09,resonance,URANUS,MARS,GEMINI,LEO,same_natal_house,1,2026-09-28,2026-09-30,MARS:2026-09-28:sign_ingress,activation,自分の変化を誇れる行動として示す,9月28日に火星が蟹座から獅子座へ移ると、守られる形を探していた行動が、自分の意思をはっきり示す方向へ変わります。逆行中の双子座の天王星も自己像の領域で働くため、月末は以前試した話し方や見せ方を、自分らしく再演する機会になります。ただし、注目を得るため変化を大きく見せると、本当に残したい特徴が隠れます。誰に評価されなくても続けたい選択を一つ決め、姿勢、言葉、装いのどれかで表してください。獅子座の火星の勇気を、目立つことではなく自分の改訂版を引き受ける力へ向けられます。,155,1
2026_09_RESONANCE_URANUS_MARS_GEMINI_LEO_20260928_20260930_SAME_NATAL_02,2026-09,resonance,URANUS,MARS,GEMINI,LEO,same_natal_house,2,2026-09-28,2026-09-30,MARS:2026-09-28:sign_ingress,activation,新しい価値を自信ある提示へ変える,9月28日に火星が蟹座から獅子座へ移ると、安心を守る支出や蓄えに向いていた力が、自分の価値へ価格や優先順位を付ける方向へ変わります。逆行中の双子座の天王星は収入や所有の基準を見直しており、月末は過去に試した稼ぎ方を堂々と提示し直す好機です。ただし、評価を急いで高価な演出へ寄せたり、反応の少なさを価値の低さと結び付けたりしないでください。提供できる内容、希望する対価、試用条件を一枚にまとめ、少人数へ示しましょう。火星の自信を数字の確認と組み合わせることで、自由な選択を生活の基盤へ近づけられます。,155,1
2026_09_RESONANCE_URANUS_MARS_GEMINI_LEO_20260928_20260930_SAME_NATAL_03,2026-09,resonance,URANUS,MARS,GEMINI,LEO,same_natal_house,3,2026-09-28,2026-09-30,MARS:2026-09-28:sign_ingress,activation,ひらめきを伝わる主張へ仕立て直す,9月28日に火星が蟹座から獅子座へ移ると、身近な人を守るための発言から、自分の考えを前面に出す伝え方へ力点が移ります。逆行中の双子座の天王星が情報や学びを再編集するため、月末は一度引っ込めた案を短い主張として出し直す時です。ただし、印象的に話そうとして根拠を省くと、ひらめきの価値が伝わりにくくなります。主張、理由、具体例、相手への問いを一つずつ用意し、三分で話せる順番にしてください。獅子座の火星の表現力に聞く余白を加えることで、会話を独演ではなく発見の場にできます。,155,1
