Event_Type,Planet,Natal_Planet,House,Sign,Aspect_Angle,Category,Description,Priority,Active_Flag
solar_house_ingress,PLUTO,,12,,,,冥王星が第12ソーラーハウスに入り、無意識の深淵に眠る最大の影と向き合い、完全な霊的再生を果たす時期です。過去のすべてを浄化し、全く新しい魂として生まれ変わりましょう。,10,1
natal_house_ingress,PLUTO,,1,,,,冥王星がネイタル第1ハウスに入り、約20年間に及ぶ人生最大の自己変革と再生の旅が始まります。強烈な意志力を発揮し、不屈の精神で唯一無二の存在感を確立しましょう。,10,1
natal_house_ingress,PLUTO,,2,,,,冥王星がネイタル第2ハウスに入り、金銭感覚や自己の資質に劇的な変容がもたらされる時期です。潜在能力を徹底的に掘り起こし、誰にも奪われない真の財産を築き上げましょう。,10,1
natal_house_ingress,PLUTO,,3,,,,冥王星がネイタル第3ハウスに入り、物事の本質をえぐる鋭利な知性と圧倒的な発信力が身につく時期です。徹底したリサーチと説得力ある言葉で、周囲の認識を塗り替えましょう。,10,1
natal_house_ingress,PLUTO,,4,,,,冥王星がネイタル第4ハウスに入り、家系や住環境、心理的ルーツの根本的な浄化と再構築が行われる時期です。過去の鎖を断ち切り、絶対に揺らがない心の城を築き直しましょう。,10,1
natal_house_ingress,PLUTO,,5,,,,冥王星がネイタル第5ハウスに入り、強烈な情熱を注ぎ込むライフワークや魂を燃やす恋愛に直面する時期です。命がけの自己表現を通じて、自らの創造の限界を突破しましょう。,10,1
natal_house_ingress,PLUTO,,6,,,,冥王星がネイタル第6ハウスに入り、仕事環境や生活習慣を徹底的にオーバーホールする時期です。驚異的な集中力で業務を極め、強靭な心身と専門技術を鍛え上げましょう。,10,1
natal_house_ingress,PLUTO,,7,,,,冥王星がネイタル第7ハウスに入り、運命的なパートナーや人生観を一変させる人物と対峙する時期です。互いの本性をさらけ出し、魂レベルで結びつく真の協力を体験しましょう。,10,1
natal_house_ingress,PLUTO,,8,,,,冥王星がネイタル第8ハウスに入り、冥王星が真の力を振るう究極の変容と財政・心理の再生期です。古い自己を完全に焼き尽くし、不死鳥のように強大に蘇りましょう。,10,1
natal_house_ingress,PLUTO,,9,,,,冥王星がネイタル第9ハウスに入り、既存の思想や宗教観を超越した深遠な真理を探求する時期です。徹底的な学びと異文化の洗礼を受け、偉大な精神的指導力を培いましょう。,10,1
natal_house_ingress,PLUTO,,10,,,,冥王星がネイタル第10ハウスに入り、社会的な地位や名声を徹底的に再構築し、頂点へと昇り詰める時期です。強烈なカリスマと責任感を持ち、業界や組織に君臨しましょう。,10,1
natal_house_ingress,PLUTO,,11,,,,冥王星がネイタル第11ハウスに入り、未来のビジョンや人脈に抜本的な変革が訪れる時期です。妥協のない理想を掲げ、時代を変革する強力なコミュニティを率いましょう。,10,1
natal_house_ingress,PLUTO,,12,,,,冥王星がネイタル第12ハウスに入り、魂の最奥に眠る恐れや因縁を昇華させ、絶対的な精神の解放を果たす時期です。静寂の中でカルマを断ち、神聖な力を宿しましょう。,10,1
solar_house_ingress,MOON,,1,,,,月が第1ソーラーハウスに入り、感情が豊かになり素直な気持ちを周囲に表現しやすい時期です。自分の直感と身体のリズムを尊重し、心地よいペースで行動しましょう。,10,1
solar_house_ingress,MOON,,2,,,,月が第2ソーラーハウスに入り、金銭感覚や衣食住の心地よさに意識が向く時期です。美味しいものを味わったり五感を満たすアイテムを揃え、心を豊かに満たしましょう。,10,1
solar_house_ingress,MOON,,3,,,,月が第3ソーラーハウスに入り、身近な人との気さくなおしゃべりや情報収集が弾む時期です。日常のちょっとした出来事を発信し、温かいコミュニケーションを楽しみましょう。,10,1
solar_house_ingress,MOON,,4,,,,月が第4ソーラーハウスに入り、家庭や自分の部屋でゆったりくつろぎたい気分が高まる時期です。心地よいプライベート空間を整え、家族や親しい人と穏やかに過ごしましょう。,10,1
solar_house_ingress,MOON,,5,,,,月が第5ソーラーハウスに入り、純粋な遊び心やロマンチックなときめきを存分に楽しめる時期です。好きな趣味に没頭したり、素直な感情をクリエイティブに表現しましょう。,10,1
solar_house_ingress,MOON,,6,,,,月が第6ソーラーハウスに入り、身の回りの整理整頓や心身のケアに意識が向きやすい時期です。体に優しい食事や心地よい生活リズムを意識して整えましょう。,10,1
solar_house_ingress,MOON,,7,,,,月が第7ソーラーハウスに入り、パートナーや身近な人への共感力が高まり、親密な対話が生まれる時期です。相手の気持ちに優しく寄り添い、温かい調和を育みましょう。,10,1
solar_house_ingress,MOON,,8,,,,月が第8ソーラーハウスに入り、特定の人と深い感情を分かち合いたくなる情緒豊かな時期です。表面的な付き合いから離れ、本音で寄り添える濃密な時間を過ごしましょう。,10,1
solar_house_ingress,MOON,,9,,,,月が第9ソーラーハウスに入り、普段と違う場所へ出かけたり新しい知識に触れて気分転換したくなる時期です。広い視野を持って自由な気分を味わいましょう。,10,1
solar_house_ingress,MOON,,10,,,,月が第10ソーラーハウスに入り、仕事や社会的な場面での評判や周囲への気配りが光る時期です。誠実で温かい対応を心がけ、信頼感を高めましょう。,10,1
solar_house_ingress,MOON,,11,,,,月が第11ソーラーハウスに入り、仲間との連帯感や未来への希望に心が弾む時期です。気の合う友人とリラックスして過ごし、心地よいコミュニティを楽しみましょう。,10,1
solar_house_ingress,MOON,,12,,,,月が第12ソーラーハウスに入り、静かに一人で過ごし心をリフレッシュさせたい充電の時期です。無理な予定は入れず、睡眠やリラクゼーションを優先しましょう。,10,1
natal_house_ingress,MOON,,1,,,,月がネイタル第1ハウスに入り、素直な感情表現や親しみやすさが周囲に伝わりやすい時期です。自分の本当の気持ちに正直になり、無理のない自然体で過ごしましょう。,10,1
natal_house_ingress,MOON,,2,,,,月がネイタル第2ハウスに入り、心地よい衣食住や安心できる収入基盤に意識が向く時期です。五感を優しく満たし、安心できるお気に入りの環境を整えましょう。,10,1
natal_house_ingress,MOON,,3,,,,月がネイタル第3ハウスに入り、身近な人との気さくな会話や情報交換で心が和む時期です。日常の気持ちを言葉にして伝えたり、興味のあることを気軽に調べましょう。,10,1
natal_house_ingress,MOON,,4,,,,月がネイタル第4ハウスに入り、月が本来の力を発揮する安心と癒やしの時期です。家族や心許せる居場所でゆったりと過ごし、心のバッテリーを満たしましょう。,10,1
natal_house_ingress,MOON,,5,,,,月がネイタル第5ハウスに入り、感性豊かな自己表現や趣味、好きな人との時間に心が躍る時期です。素直なワクワク感を大切にし、楽しむ時間を存分に味わいましょう。,10,1
natal_house_ingress,MOON,,6,,,,月がネイタル第6ハウスに入り、日々の暮らしのリズムや体調管理に優しいケアが必要な時期です。無理をせず心身をいたわりながら、生活環境を整えましょう。,10,1
natal_house_ingress,MOON,,7,,,,月がネイタル第7ハウスに入り、パートナーや大切な相手との感情の交流が深まる時期です。相手の気持ちに優しく寄り添い、安心感のある対話を育みましょう。,10,1
natal_house_ingress,MOON,,8,,,,月がネイタル第8ハウスに入り、特定の人と深い心の絆や秘密の感情を分かち合える時期です。本音で語り合い、互いの心の奥にある温かさを確かめ合いましょう。,10,1
natal_house_ingress,MOON,,9,,,,月がネイタル第9ハウスに入り、精神的な冒険や未知の文化に触れて心を解放したくなる時期です。日常を離れて広い世界を眺め、新しい視点を取り入れましょう。,10,1
natal_house_ingress,MOON,,10,,,,月がネイタル第10ハウスに入り、仕事や社会的な役割において共感力やきめ細やかな配慮が評価される時期です。周囲の安心感を支えるリーダーシップを発揮しましょう。,10,1
natal_house_ingress,MOON,,11,,,,月がネイタル第11ハウスに入り、友人との心温まる交流やグループ活動で心が満たされる時期です。理想を分かち合える仲間と安心できるつながりを深めましょう。,10,1
natal_house_ingress,MOON,,12,,,,月がネイタル第12ハウスに入り、静寂の中で内省を深め、感情のデトックスを行う時期です。一人の静かな時間を大切にし、潜在意識の声に耳を傾けましょう。,10,1
transit_natal_aspect,SUN,SUN,,,0,,トランジット太陽が出生図の太陽と重なり、1年に一度のソーラー・リターン（新たな自己の始動期）を迎えます。人生の新たな目標を定め、自信を持って前進しましょう。,70,1
transit_natal_aspect,SUN,SUN,,,90,,トランジット太陽が出生図の太陽とスクエアを形成し、自己の方向性において軌道修正や課題と向き合う時期です。焦らず現状の課題を点検し、着実にステップを踏みましょう。,90,1
transit_natal_aspect,SUN,SUN,,,180,,トランジット太陽が出生図の太陽と向かい合い、半年間の歩みの成果や課題が明確になる節目です。周囲の客観的な意見を取り入れ、今後の計画をブラッシュアップしましょう。,80,1
transit_natal_aspect,SUN,MOON,,,0,,トランジット太陽が出生図の月と重なり、意志と感情が一致して内面からやる気が満ちてくる好機です。素直な願いを形にするため、前向きに行動を起こしましょう。,70,1
transit_natal_aspect,SUN,MOON,,,90,,トランジット太陽が出生図の月とスクエアを形成し、公の立場と私生活の感情の間で葛藤が生じやすい時期です。無理にどちらかを犠牲にせず、バランスの良い妥協点を見つけましょう。,90,1
transit_natal_aspect,SUN,MOON,,,180,,トランジット太陽が出生図の月と向かい合い、人間関係を通じて自分の本音や欲求に光が当たる時期です。相手との対話を通じて、感情の調和と安定を図りましょう。,80,1
transit_natal_aspect,SUN,MERCURY,,,0,,トランジット太陽が出生図の水星と重なり、知性と意志が融合してアイデアやコミュニケーションが冴え渡る時期です。企画の立案や重要な意思決定を積極的に進めましょう。,70,1
transit_natal_aspect,SUN,MERCURY,,,90,,トランジット太陽が出生図の水星とスクエアを形成し、考え方の食い違いや連絡ミスに注意が必要な時期です。独断を避け、丁寧で分かりやすい説明を心がけましょう。,90,1
transit_natal_aspect,SUN,MERCURY,,,180,,トランジット太陽が出生図の水星と向かい合い、他者からの意見や客観的な視点によって思考が刺激される時期です。議論を恐れず、知的な交流を通じて視野を広げましょう。,80,1
transit_natal_aspect,SUN,VENUS,,,0,,トランジット太陽が出生図の金星と重なり、あなたの魅力や社交性、美意識が最高に輝く華やかな幸運期です。好意的なご縁や楽しいイベントを心から満喫しましょう。,70,1
transit_natal_aspect,SUN,VENUS,,,90,,トランジット太陽が出生図の金星とスクエアを形成し、自己主張と相手への配慮の間でバランスを崩しやすい時期です。見栄や浪費を控え、誠実な思いやりを意識しましょう。,90,1
transit_natal_aspect,SUN,VENUS,,,180,,トランジット太陽が出生図の金星と向かい合い、対人関係やパートナーとの関係性がクローズアップされる時期です。お互いの好意や価値観を尊重し、心地よい調和を再構築しましょう。,80,1
transit_natal_aspect,SUN,MARS,,,0,,トランジット太陽が出生図の火星と重なり、圧倒的なバイタリティと勝負強さがみなぎる挑戦の時期です。高い目標に向かって果敢に行動し、主導権を握りましょう。,70,1
transit_natal_aspect,SUN,MARS,,,90,,トランジット太陽が出生図の火星とスクエアを形成し、焦りや衝動的な言動から衝突が起きやすい時期です。エネルギーを運動や仕事への集中に向け、冷静な判断を心がけましょう。,90,1
transit_natal_aspect,SUN,MARS,,,180,,トランジット太陽が出生図の火星と向かい合い、ライバルとの競争や他者からの強い要求に直面しやすい時期です。感情的に対立せず、建設的な議論で課題を突破しましょう。,80,1
transit_natal_aspect,SUN,JUPITER,,,0,,トランジット太陽が出生図の木星と重なり、自信と幸運に満ちた発展のタイミングです。視野を大きく広げ、前向きな姿勢で新しいチャンスを積極的に掴み取りましょう。,70,1
transit_natal_aspect,SUN,JUPITER,,,90,,トランジット太陽が出生図の木星とスクエアを形成し、楽観視のしすぎや過剰な拡大傾向に注意が必要な時期です。計画の細部をしっかり見直し、着実な前進を心がけましょう。,90,1
transit_natal_aspect,SUN,JUPITER,,,180,,トランジット太陽が出生図の木星と向かい合い、これまでの成果や可能性が大きく広がると同時に、客観的な調整が促される時期です。謙虚さを保ちつつチャンスを活かしましょう。,80,1
transit_natal_aspect,SUN,SATURN,,,0,,トランジット太陽が出生図の土星と重なり、人生の責任に向き合い確固たる基盤を築く重要な節目です。地道な努力を惜しまず、長期的な信頼と実績を積み上げましょう。,70,1
transit_natal_aspect,SUN,SATURN,,,90,,トランジット太陽が出生図の土星とスクエアを形成し、プレッシャーや制約を感じやすい正念場です。焦らず目の前の課題を一つずつ着実に片付け、粘り強さを発揮しましょう。,90,1
transit_natal_aspect,SUN,SATURN,,,180,,トランジット太陽が出生図の土星と向かい合い、社会的な責任や他者からの評価とシビアに向き合う時期です。自己の限界を受け入れつつ、現実的な改善策を講じましょう。,80,1
transit_natal_aspect,SUN,URANUS,,,0,,トランジット太陽が出生図の天王星と重なり、独創的なアイデアや現状打破への強い衝動が湧く変革期です。固定観念を脱ぎ捨て、自分らしい自由な道を選択しましょう。,70,1
transit_natal_aspect,SUN,URANUS,,,90,,トランジット太陽が出生図の天王星とスクエアを形成し、突発的な変化や反抗心が生じやすい時期です。衝動的な行動を避け、冷静に状況を見極めて柔軟に対応しましょう。,90,1
transit_natal_aspect,SUN,URANUS,,,180,,トランジット太陽が出生図の天王星と向かい合い、他者や環境からの刺激によって人生の方向性が刷新される時期です。予想外の展開もポジティブな変化のきっかけと捉えましょう。,80,1
transit_natal_aspect,SUN,NEPTUNE,,,0,,トランジット太陽が出生図の海王星と重なり、豊かな想像力やインスピレーションが高まる時期です。芸術や精神世界に親しみ、理想のビジョンを心に描きましょう。,70,1
transit_natal_aspect,SUN,NEPTUNE,,,90,,トランジット太陽が出生図の海王星とスクエアを形成し、集中力の低下や非現実的な期待を抱きやすい時期です。曖昧な判断を避け、事実確認と休息を大切にしましょう。,90,1
transit_natal_aspect,SUN,NEPTUNE,,,180,,トランジット太陽が出生図の海王星と向かい合い、理想と現実のギャップを感じやすい時期です。他者に過度な幻想を抱かず、優しい共感と思いやりを持って接しましょう。,80,1
transit_natal_aspect,SUN,PLUTO,,,0,,トランジット太陽が出生図の冥王星と重なり、不屈の意志力と根本的な再生のエネルギーが宿る時期です。恐れを手放し、本質的な自己変革を成し遂げましょう。,70,1
transit_natal_aspect,SUN,PLUTO,,,90,,トランジット太陽が出生図の冥王星とスクエアを形成し、強い権力闘争や極端なプレッシャーに直面しやすい時期です。意地を張らず、根本的な問題の解決に集中しましょう。,90,1
transit_natal_aspect,SUN,PLUTO,,,180,,トランジット太陽が出生図の冥王星と向かい合い、強力な相手や状況からの影響によって徹底的な変容を迫られる時期です。執着を手放し、真の強さを手に入れましょう。,80,1
transit_natal_aspect,SUN,ASC,,,0,,トランジット太陽が出生図のASCと重なり、新しいサイクルの夜明けを迎えます。あなたの存在感がひときわ輝き、自ら積極的に行動を起こすのに最高の日です。,70,1
transit_natal_aspect,SUN,ASC,,,90,,トランジット太陽が出生図のASCとスクエアを形成し、周囲からの期待と自分の意志の間で調整が必要な時期です。自分を見失わず、誠実な態度でコミュニケーションを取りましょう。,90,1
transit_natal_aspect,SUN,ASC,,,180,,トランジット太陽が出生図のASC（DSC）と向かい合い、人間関係やパートナーシップにスポットが当たる時期です。相手の立場を尊重し、実りある対話を深めましょう。,80,1
transit_natal_aspect,SUN,MC,,,0,,トランジット太陽が出生図のMCと重なり、キャリアや社会的立場において注目が集まる栄光の時期です。自信を持ってリーダーシップを発揮し、成果をアピールしましょう。,70,1
transit_natal_aspect,SUN,MC,,,90,,トランジット太陽が出生図のMCとスクエアを形成し、仕事上のプレッシャーや家庭とのバランス調整が求められる時期です。優先順位を明確にし、誠実に対処しましょう。,90,1
transit_natal_aspect,SUN,MC,,,180,,トランジット太陽が出生図のMC（IC）と向かい合い、家庭や私生活、心の土台に光が当たる時期です。足元をしっかりと整え、大切な人との時間を慈しみましょう。,80,1
transit_natal_aspect,MOON,SUN,,,0,,トランジット月が出生図の太陽と重なり、内面の願いと現実の目標が調和する新月のような日です。直感に従って、新しい一歩を踏み出す意図を定めましょう。,70,1
transit_natal_aspect,MOON,SUN,,,180,,トランジット月が出生図の太陽と向かい合い、感情と理性のバランスを客観的に見つめ直す日です。他者の意見に耳を傾け、心の調和を取り戻しましょう。,80,1
transit_natal_aspect,MOON,MOON,,,0,,トランジット月が出生図の月と重なるルナー・リターンです。感情がリセットされ、素直な自分を取り戻せる日です。心身を優しく労わり、安心できる時間を過ごしましょう。,70,1
transit_natal_aspect,MOON,MOON,,,180,,トランジット月が出生図の月と向かい合い、情緒が高まりやすく気持ちの揺らぎを感じやすい日です。無理に感情を抑え込まず、リラックスして過ごしましょう。,80,1
transit_natal_aspect,MOON,MERCURY,,,0,,トランジット月が出生図の水星と重なり、頭の回転と直感が連動してスムーズに対話できる日です。気持ちを素直に言葉にして伝え、身近なコミュニケーションを楽しみましょう。,70,1
transit_natal_aspect,MOON,MERCURY,,,180,,トランジット月が出生図の水星と向かい合い、感情と論理の間で迷いが生じやすい日です。結論を急がず、相手の話を丁寧に聴くことで誤解を防ぎましょう。,80,1
transit_natal_aspect,MOON,VENUS,,,0,,トランジット月が出生図の金星と重なり、優しさと魅力に満ちた心地よい一日です。親しい人との団らんや趣味・美容を楽しみ、心豊かな時間を満喫しましょう。,70,1
transit_natal_aspect,MOON,VENUS,,,180,,トランジット月が出生図の金星と向かい合い、甘えや気分の浮き沈みが出やすい日です。相手に過剰な期待をせず、自分自身をご機嫌にする工夫をしましょう。,80,1
transit_natal_aspect,MOON,MARS,,,0,,トランジット月が出生図の火星と重なり、感情が熱くなり情熱的な行動力が湧き上がる日です。ポジティブな活動にエネルギーを注ぎ、テキパキと課題を片付けましょう。,70,1
transit_natal_aspect,MOON,MARS,,,180,,トランジット月が出生図の火星と向かい合い、些細なことでイライラしたり感情的になりやすい日です。深呼吸をして冷静さを保ち、適度な運動で発散しましょう。,80,1
transit_natal_aspect,MOON,JUPITER,,,0,,トランジット月が出生図の木星と重なり、心が寛大になり前向きな安心感に包まれるラッキーデーです。周囲に優しさを分け与え、温かい人間関係を広げましょう。,70,1
transit_natal_aspect,MOON,JUPITER,,,180,,トランジット月が出生図の木星と向かい合い、気が緩んで楽観的になりすぎたり過剰になりやすい日です。適度な節度を保ちながら、穏やかな幸せを味わいましょう。,80,1
transit_natal_aspect,MOON,SATURN,,,0,,トランジット月が出生図の土星と重なり、気持ちが引き締まり冷静に物事に対処できる日です。感情に流されず、日々のルーティンや責任をきっちり果たしましょう。,70,1
transit_natal_aspect,MOON,SATURN,,,180,,トランジット月が出生図の土星と向かい合い、孤独感やプレッシャーを感じやすい日です。自分に厳しくなりすぎず、温かいお風呂に入って心身を休めましょう。,80,1
transit_natal_aspect,MOON,URANUS,,,0,,トランジット月が出生図の天王星と重なり、突発的な閃きや気分転換を求めるワクワクした日です。日常に新しい工夫を取り入れ、自由な発想を楽しみましょう。,70,1
transit_natal_aspect,MOON,URANUS,,,180,,トランジット月が出生図の天王星と向かい合い、気分が変わりやすく気まぐれになりやすい日です。予定の変更にも柔軟に対応し、臨機応変に過ごしましょう。,80,1
transit_natal_aspect,MOON,NEPTUNE,,,0,,トランジット月が出生図の海王星と重なり、豊かな感受性と直感が冴え渡る夢見心地な日です。音楽やアートに触れ、美しい空想の世界に心を遊ばせましょう。,70,1
transit_natal_aspect,MOON,NEPTUNE,,,180,,トランジット月が出生図の海王星と向かい合い、気持ちが敏感になり境界線が曖昧になりやすい日です。現実的な確認を怠らず、静かな環境で心を落ち着かせましょう。,80,1
transit_natal_aspect,MOON,PLUTO,,,0,,トランジット月が出生図の冥王星と重なり、感情が極めて深く強烈に揺さぶられる日です。自分の深層心理の欲求を自覚し、不要なこだわりを脱皮させましょう。,70,1
transit_natal_aspect,MOON,PLUTO,,,180,,トランジット月が出生図の冥王星と向かい合い、他者との間で感情のぶつかり合いが起こりやすい日です。意地を張らず、執着を手放して心を解放しましょう。,80,1
transit_natal_aspect,MOON,ASC,,,0,,トランジット月が出生図のASCと重なり、感受性が高まり素直な魅力が周囲を惹きつける日です。自分の身体のリズムを大切にし、心地よいペースで過ごしましょう。,70,1
transit_natal_aspect,MOON,ASC,,,180,,トランジット月が出生図のASC（DSC）と向かい合い、対人関係において相手の気持ちに敏感になる日です。思いやりのある態度で接し、心地よい対話を育みましょう。,80,1
transit_natal_aspect,MOON,MC,,,0,,トランジット月が出生図のMCと重なり、仕事や社会的な場面であなたの共感力や親しみやすさが評価される日です。周囲を温かくサポートしましょう。,70,1
transit_natal_aspect,MOON,MC,,,180,,トランジット月が出生図のMC（IC）と向かい合い、仕事よりも家庭やプライベートの安らぎを優先したくなる日です。安心できる空間で心を満たしましょう。,80,1
transit_natal_aspect,MERCURY,SUN,,,0,,トランジット水星が出生図の太陽と重なり、頭の回転が速くなり自分の意見を力強くアピールできる好機です。計画のプレゼンや重要な連絡を積極的に進めましょう。,70,1
transit_natal_aspect,MERCURY,SUN,,,90,,トランジット水星が出生図の太陽とスクエアを形成し、焦りによる失言や確認不足に気をつけたい時期です。感情に任せて話さず、落ち着いて正確な伝達を心がけましょう。,90,1
transit_natal_aspect,MERCURY,SUN,,,180,,トランジット水星が出生図の太陽と向かい合い、他者との意見交換を通じて自分の考えが客観的に磨かれる時期です。議論を前向きに捉え、多角的な視野を取り入れましょう。,80,1
transit_natal_aspect,MERCURY,MOON,,,0,,トランジット水星が出生図の月と重なり、感情と言葉がスムーズに結びつく時期です。心の中にあった思いを素直に言語化し、大切な人と温かい会話を交わしましょう。,70,1
transit_natal_aspect,MERCURY,MOON,,,90,,トランジット水星が出生図の月とスクエアを形成し、理性と感情が食い違いやすく悩みがちになる時期です。思いつめず、気持ちを紙に書き出して客観的に整理しましょう。,90,1
transit_natal_aspect,MERCURY,MOON,,,180,,トランジット水星が出生図の月と向かい合い、相手の感情的な言動に知性で対応する必要がある時期です。理屈だけで押し通さず、相手の心に寄り添う対話を意識しましょう。,80,1
transit_natal_aspect,MERCURY,MERCURY,,,0,,トランジット水星が出生図の水星と重なる水星リターンです。知的好奇心と発信力がリフレッシュされ、新しい学びや情報収集をスタートするのに最適なタイミングです。,70,1
transit_natal_aspect,MERCURY,MERCURY,,,90,,トランジット水星が出生図の水星とスクエアを形成し、思考が混乱したりスケジュールが過密になりやすい時期です。タスクの優先順位を明確にし、一つずつ整理しましょう。,90,1
transit_natal_aspect,MERCURY,MERCURY,,,180,,トランジット水星が出生図の水星と向かい合い、異なる価値観や視点を持つ人との知的な対話が広がる時期です。相手のロジックを学び、自分の思考の幅を広げましょう。,80,1
transit_natal_aspect,MERCURY,VENUS,,,0,,トランジット水星が出生図の金星と重なり、愛嬌のある心地よいコミュニケーションが輝く時期です。親切な言葉遣いやユーモアで、人間関係を一段と円滑にしましょう。,70,1
transit_natal_aspect,MERCURY,VENUS,,,90,,トランジット水星が出生図の金星とスクエアを形成し、お世辞や軽口、趣味に関する無駄遣いに注意が必要な時期です。誠実で節度あるやり取りを心がけましょう。,90,1
transit_natal_aspect,MERCURY,VENUS,,,180,,トランジット水星が出生図の金星と向かい合い、パートナーとの楽しい雑談や趣味の話題が盛り上がる時期です。互いの好みや美意識を認め合い、親睦を深めましょう。,80,1
transit_natal_aspect,MERCURY,MARS,,,0,,トランジット水星が出生図の火星と重なり、頭の回転が非常に速く決断力と発言力が鋭くなる時期です。素早いリサーチや積極的な提案でリーダーシップを取りましょう。,70,1
transit_natal_aspect,MERCURY,MARS,,,90,,トランジット水星が出生図の火星とスクエアを形成し、口論や早とちり、批判的な発言になりやすい時期です。冷静な一呼吸を置き、トゲのない言葉選びを意識しましょう。,90,1
transit_natal_aspect,MERCURY,MARS,,,180,,トランジット水星が出生図の火星と向かい合い、相手からの鋭い指摘や激しい議論に直面しやすい時期です。感情的に反論せず、事実に基づいた論理的な対話を保ちましょう。,80,1
transit_natal_aspect,MERCURY,JUPITER,,,0,,トランジット水星が出生図の木星と重なり、視野が大きく広がり有益な情報や良きアイデアに恵まれる幸運期です。大きな計画を立て、前向きに発信していきましょう。,70,1
transit_natal_aspect,MERCURY,JUPITER,,,90,,トランジット水星が出生図の木星とスクエアを形成し、大風呂敷を広げすぎたり細部の確認がおろそかになりやすい時期です。現実的な実現可能性をしっかり検証しましょう。,90,1
transit_natal_aspect,MERCURY,JUPITER,,,180,,トランジット水星が出生図の木星と向かい合い、専門的な議論や異文化との交流で知的な刺激を受ける時期です。楽観的になりすぎず、着実な根拠を固めて前進しましょう。,80,1
transit_natal_aspect,MERCURY,SATURN,,,0,,トランジット水星が出生図の土星と重なり、深い集中力と論理的思考力が発揮できる時期です。契約書の確認や専門知識の習得、重要な実務の整理に最適なタイミングです。,70,1
transit_natal_aspect,MERCURY,SATURN,,,90,,トランジット水星が出生図の土星とスクエアを形成し、考え方が悲観的になったり連絡の遅延が起きやすい時期です。焦らず事実を一つずつ確認し、着実に進めましょう。,90,1
transit_natal_aspect,MERCURY,SATURN,,,180,,トランジット水星が出生図の土星と向かい合い、厳しい意見や規則との調整が求められる時期です。誠実な態度と正確なデータで対応し、信頼関係を築きましょう。,80,1
transit_natal_aspect,MERCURY,URANUS,,,0,,トランジット水星が出生図の天王星と重なり、電撃的な閃きや斬新なアイデアが次々と湧き出る時期です。新しいツールやデジタル技術を導入し、業務を一気に刷新しましょう。,70,1
transit_natal_aspect,MERCURY,URANUS,,,90,,トランジット水星が出生図の天王星とスクエアを形成し、突拍子もない発言や予期せぬ通信トラブルに注意が必要な時期です。冷静さを保ち、バックアップを万全にしましょう。,90,1
transit_natal_aspect,MERCURY,URANUS,,,180,,トランジット水星が出生図の天王星と向かい合い、型破りな人物や革新的な考え方に触れて刺激を受ける時期です。柔軟な発想で変化をポジティブに受け入れましょう。,80,1
transit_natal_aspect,MERCURY,NEPTUNE,,,0,,トランジット水星が出生図の海王星と重なり、豊かな詩的感性とインスピレーションに恵まれる時期です。クリエイティブな執筆やイメージの具現化に素晴らしい力を発揮できます。,70,1
transit_natal_aspect,MERCURY,NEPTUNE,,,90,,トランジット水星が出生図の海王星とスクエアを形成し、注意力散漫や事実の誤認、連絡ミスが起こりやすい時期です。重要な契約や金銭のやり取りは慎重にダブルチェックしましょう。,90,1
transit_natal_aspect,MERCURY,NEPTUNE,,,180,,トランジット水星が出生図の海王星と向かい合い、他者の意図を誤解したり甘い言葉に惑わされやすい時期です。直感を大切にしつつも、現実的な確認を怠らないようにしましょう。,80,1
transit_natal_aspect,MERCURY,PLUTO,,,0,,トランジット水星が出生図の冥王星と重なり、物事の本質や真相を鋭く暴く強烈な洞察力が宿る時期です。徹底的なリサーチや重要な交渉において圧倒的な説得力を発揮できます。,70,1
transit_natal_aspect,MERCURY,PLUTO,,,90,,トランジット水星が出生図の冥王星とスクエアを形成し、強迫観念や言葉の暴力、対立が生じやすい時期です。相手を論破しようとせず、柔軟な心で妥協点を見出しましょう。,90,1
transit_natal_aspect,MERCURY,PLUTO,,,180,,トランジット水星が出生図の冥王星と向かい合い、他者との間で激しい意見の対立やプレッシャーを感じる時期です。感情的に支配しようとせず、建設的な対話で解決を図りましょう。,80,1
transit_natal_aspect,MERCURY,ASC,,,0,,トランジット水星が出生図のASCと重なり、自己表現力や発信力が高まり周囲との対話が弾む時期です。自分の考えを積極的にアピールし、新しい出会いや知的好奇心を広げましょう。,70,1
transit_natal_aspect,MERCURY,ASC,,,90,,トランジット水星が出生図のASCとスクエアを形成し、自己主張の行き違いや慌ただしいやり取りが生じやすい時期です。相手の話にしっかり耳を傾け、落ち着いて対応しましょう。,90,1
transit_natal_aspect,MERCURY,ASC,,,180,,トランジット水星が出生図のASC（DSC）と向かい合い、パートナーや身近な人との有益な情報交換や交渉が活発になる時期です。相手の知見を尊重し、実りある関係を築きましょう。,80,1
transit_natal_aspect,MERCURY,MC,,,0,,トランジット水星が出生図のMCと重なり、仕事や社会的なポジションであなたの提案や発言力が脚光を浴びる時期です。会議やプレゼンで的確な知性を発揮しましょう。,70,1
transit_natal_aspect,MERCURY,MC,,,90,,トランジット水星が出生図のMCとスクエアを形成し、仕事の連絡不備や家庭とのスケジュール調整に追われやすい時期です。綿密なタスク管理で落ち着いて対処しましょう。,90,1
transit_natal_aspect,MERCURY,MC,,,180,,トランジット水星が出生図のMC（IC）と向かい合い、家族との話し合いや住まいの改善に知恵を絞る時期です。心安らぐ居場所を整えるためのアイデアを実行しましょう。,80,1
