Record_ID,Record_Type,Primary_Planet,Secondary_Planet,Match_Type,Target_Sign,Target_Natal_House,Tone,Title,Interpretation,Priority,Active_Flag
BACKGROUND_SATURN_VIRGO_NATAL_10,background,SATURN,ANY,planet_natal_house,VIRGO,10,mixed,,,120,0
BACKGROUND_SATURN_VIRGO_NATAL_11,background,SATURN,ANY,planet_natal_house,VIRGO,11,mixed,,,120,0
BACKGROUND_SATURN_VIRGO_NATAL_12,background,SATURN,ANY,planet_natal_house,VIRGO,12,mixed,,,120,0
BACKGROUND_SATURN_LIBRA_NATAL_1,background,SATURN,ANY,planet_natal_house,LIBRA,1,mixed,,,120,0
BACKGROUND_SATURN_LIBRA_NATAL_2,background,SATURN,ANY,planet_natal_house,LIBRA,2,mixed,,,120,0
BACKGROUND_SATURN_LIBRA_NATAL_3,background,SATURN,ANY,planet_natal_house,LIBRA,3,mixed,,,120,0
BACKGROUND_SATURN_LIBRA_NATAL_4,background,SATURN,ANY,planet_natal_house,LIBRA,4,mixed,,,120,0
BACKGROUND_SATURN_LIBRA_NATAL_5,background,SATURN,ANY,planet_natal_house,LIBRA,5,mixed,,,120,0
BACKGROUND_SATURN_LIBRA_NATAL_6,background,SATURN,ANY,planet_natal_house,LIBRA,6,mixed,,,120,0
BACKGROUND_SATURN_LIBRA_NATAL_7,background,SATURN,ANY,planet_natal_house,LIBRA,7,mixed,,,120,0
BACKGROUND_SATURN_LIBRA_NATAL_8,background,SATURN,ANY,planet_natal_house,LIBRA,8,mixed,,,120,0
BACKGROUND_SATURN_LIBRA_NATAL_9,background,SATURN,ANY,planet_natal_house,LIBRA,9,mixed,,,120,0
BACKGROUND_SATURN_LIBRA_NATAL_10,background,SATURN,ANY,planet_natal_house,LIBRA,10,mixed,,,120,0
BACKGROUND_SATURN_LIBRA_NATAL_11,background,SATURN,ANY,planet_natal_house,LIBRA,11,mixed,,,120,0
BACKGROUND_SATURN_LIBRA_NATAL_12,background,SATURN,ANY,planet_natal_house,LIBRA,12,mixed,,,120,0
BACKGROUND_SATURN_SCORPIO_NATAL_1,background,SATURN,ANY,planet_natal_house,SCORPIO,1,mixed,,,120,0
BACKGROUND_SATURN_SCORPIO_NATAL_2,background,SATURN,ANY,planet_natal_house,SCORPIO,2,mixed,,,120,0
BACKGROUND_SATURN_SCORPIO_NATAL_3,background,SATURN,ANY,planet_natal_house,SCORPIO,3,mixed,,,120,0
BACKGROUND_SATURN_SCORPIO_NATAL_4,background,SATURN,ANY,planet_natal_house,SCORPIO,4,mixed,,,120,0
BACKGROUND_SATURN_SCORPIO_NATAL_5,background,SATURN,ANY,planet_natal_house,SCORPIO,5,mixed,,,120,0
BACKGROUND_SATURN_SCORPIO_NATAL_6,background,SATURN,ANY,planet_natal_house,SCORPIO,6,mixed,,,120,0
BACKGROUND_SATURN_SCORPIO_NATAL_7,background,SATURN,ANY,planet_natal_house,SCORPIO,7,mixed,,,120,0
BACKGROUND_SATURN_SCORPIO_NATAL_8,background,SATURN,ANY,planet_natal_house,SCORPIO,8,mixed,,,120,0
BACKGROUND_SATURN_SCORPIO_NATAL_9,background,SATURN,ANY,planet_natal_house,SCORPIO,9,mixed,,,120,0
BACKGROUND_SATURN_SCORPIO_NATAL_10,background,SATURN,ANY,planet_natal_house,SCORPIO,10,mixed,,,120,0
BACKGROUND_SATURN_SCORPIO_NATAL_11,background,SATURN,ANY,planet_natal_house,SCORPIO,11,mixed,,,120,0
BACKGROUND_SATURN_SCORPIO_NATAL_12,background,SATURN,ANY,planet_natal_house,SCORPIO,12,mixed,,,120,0
BACKGROUND_SATURN_SAGITTARIUS_NATAL_1,background,SATURN,ANY,planet_natal_house,SAGITTARIUS,1,mixed,,,120,0
BACKGROUND_SATURN_SAGITTARIUS_NATAL_2,background,SATURN,ANY,planet_natal_house,SAGITTARIUS,2,mixed,,,120,0
BACKGROUND_SATURN_SAGITTARIUS_NATAL_3,background,SATURN,ANY,planet_natal_house,SAGITTARIUS,3,mixed,,,120,0
BACKGROUND_SATURN_SAGITTARIUS_NATAL_4,background,SATURN,ANY,planet_natal_house,SAGITTARIUS,4,mixed,,,120,0
BACKGROUND_SATURN_SAGITTARIUS_NATAL_5,background,SATURN,ANY,planet_natal_house,SAGITTARIUS,5,mixed,,,120,0
BACKGROUND_SATURN_SAGITTARIUS_NATAL_6,background,SATURN,ANY,planet_natal_house,SAGITTARIUS,6,mixed,,,120,0
BACKGROUND_SATURN_SAGITTARIUS_NATAL_7,background,SATURN,ANY,planet_natal_house,SAGITTARIUS,7,mixed,,,120,0
BACKGROUND_SATURN_SAGITTARIUS_NATAL_8,background,SATURN,ANY,planet_natal_house,SAGITTARIUS,8,mixed,,,120,0
BACKGROUND_SATURN_SAGITTARIUS_NATAL_9,background,SATURN,ANY,planet_natal_house,SAGITTARIUS,9,mixed,,,120,0
BACKGROUND_SATURN_SAGITTARIUS_NATAL_10,background,SATURN,ANY,planet_natal_house,SAGITTARIUS,10,mixed,,,120,0
BACKGROUND_SATURN_SAGITTARIUS_NATAL_11,background,SATURN,ANY,planet_natal_house,SAGITTARIUS,11,mixed,,,120,0
BACKGROUND_SATURN_SAGITTARIUS_NATAL_12,background,SATURN,ANY,planet_natal_house,SAGITTARIUS,12,mixed,,,120,0
BACKGROUND_SATURN_CAPRICORN_NATAL_1,background,SATURN,ANY,planet_natal_house,CAPRICORN,1,mixed,,,120,0
BACKGROUND_SATURN_CAPRICORN_NATAL_2,background,SATURN,ANY,planet_natal_house,CAPRICORN,2,mixed,,,120,0
BACKGROUND_SATURN_CAPRICORN_NATAL_3,background,SATURN,ANY,planet_natal_house,CAPRICORN,3,mixed,,,120,0
BACKGROUND_SATURN_CAPRICORN_NATAL_4,background,SATURN,ANY,planet_natal_house,CAPRICORN,4,mixed,,,120,0
BACKGROUND_SATURN_CAPRICORN_NATAL_5,background,SATURN,ANY,planet_natal_house,CAPRICORN,5,mixed,,,120,0
BACKGROUND_SATURN_CAPRICORN_NATAL_6,background,SATURN,ANY,planet_natal_house,CAPRICORN,6,mixed,,,120,0
BACKGROUND_SATURN_CAPRICORN_NATAL_7,background,SATURN,ANY,planet_natal_house,CAPRICORN,7,mixed,,,120,0
BACKGROUND_SATURN_CAPRICORN_NATAL_8,background,SATURN,ANY,planet_natal_house,CAPRICORN,8,mixed,,,120,0
BACKGROUND_SATURN_CAPRICORN_NATAL_9,background,SATURN,ANY,planet_natal_house,CAPRICORN,9,mixed,,,120,0
BACKGROUND_SATURN_CAPRICORN_NATAL_10,background,SATURN,ANY,planet_natal_house,CAPRICORN,10,mixed,,,120,0
BACKGROUND_SATURN_CAPRICORN_NATAL_11,background,SATURN,ANY,planet_natal_house,CAPRICORN,11,mixed,,,120,0
BACKGROUND_SATURN_CAPRICORN_NATAL_12,background,SATURN,ANY,planet_natal_house,CAPRICORN,12,mixed,,,120,0
BACKGROUND_SATURN_AQUARIUS_NATAL_1,background,SATURN,ANY,planet_natal_house,AQUARIUS,1,mixed,,,120,0
BACKGROUND_SATURN_AQUARIUS_NATAL_2,background,SATURN,ANY,planet_natal_house,AQUARIUS,2,mixed,,,120,0
BACKGROUND_SATURN_AQUARIUS_NATAL_3,background,SATURN,ANY,planet_natal_house,AQUARIUS,3,mixed,,,120,0
BACKGROUND_SATURN_AQUARIUS_NATAL_4,background,SATURN,ANY,planet_natal_house,AQUARIUS,4,mixed,,,120,0
BACKGROUND_SATURN_AQUARIUS_NATAL_5,background,SATURN,ANY,planet_natal_house,AQUARIUS,5,mixed,,,120,0
BACKGROUND_SATURN_AQUARIUS_NATAL_6,background,SATURN,ANY,planet_natal_house,AQUARIUS,6,mixed,,,120,0
BACKGROUND_SATURN_AQUARIUS_NATAL_7,background,SATURN,ANY,planet_natal_house,AQUARIUS,7,mixed,,,120,0
BACKGROUND_SATURN_AQUARIUS_NATAL_8,background,SATURN,ANY,planet_natal_house,AQUARIUS,8,mixed,,,120,0
BACKGROUND_SATURN_AQUARIUS_NATAL_9,background,SATURN,ANY,planet_natal_house,AQUARIUS,9,mixed,,,120,0
BACKGROUND_SATURN_AQUARIUS_NATAL_10,background,SATURN,ANY,planet_natal_house,AQUARIUS,10,mixed,,,120,0
BACKGROUND_SATURN_AQUARIUS_NATAL_11,background,SATURN,ANY,planet_natal_house,AQUARIUS,11,mixed,,,120,0
BACKGROUND_SATURN_AQUARIUS_NATAL_12,background,SATURN,ANY,planet_natal_house,AQUARIUS,12,mixed,,,120,0
BACKGROUND_SATURN_PISCES_NATAL_1,background,SATURN,ANY,planet_natal_house,PISCES,1,mixed,,,120,0
BACKGROUND_SATURN_PISCES_NATAL_2,background,SATURN,ANY,planet_natal_house,PISCES,2,mixed,,,120,0
BACKGROUND_SATURN_PISCES_NATAL_3,background,SATURN,ANY,planet_natal_house,PISCES,3,mixed,,,120,0
BACKGROUND_SATURN_PISCES_NATAL_4,background,SATURN,ANY,planet_natal_house,PISCES,4,mixed,,,120,0
BACKGROUND_SATURN_PISCES_NATAL_5,background,SATURN,ANY,planet_natal_house,PISCES,5,mixed,,,120,0
BACKGROUND_SATURN_PISCES_NATAL_6,background,SATURN,ANY,planet_natal_house,PISCES,6,mixed,,,120,0
BACKGROUND_SATURN_PISCES_NATAL_7,background,SATURN,ANY,planet_natal_house,PISCES,7,mixed,,,120,0
BACKGROUND_SATURN_PISCES_NATAL_8,background,SATURN,ANY,planet_natal_house,PISCES,8,mixed,,,120,0
BACKGROUND_SATURN_PISCES_NATAL_9,background,SATURN,ANY,planet_natal_house,PISCES,9,mixed,,,120,0
BACKGROUND_SATURN_PISCES_NATAL_10,background,SATURN,ANY,planet_natal_house,PISCES,10,mixed,,,120,0
BACKGROUND_SATURN_PISCES_NATAL_11,background,SATURN,ANY,planet_natal_house,PISCES,11,mixed,,,120,0
BACKGROUND_SATURN_PISCES_NATAL_12,background,SATURN,ANY,planet_natal_house,PISCES,12,mixed,,,120,0
BACKGROUND_URANUS_ARIES_NATAL_1,background,URANUS,ANY,planet_natal_house,ARIES,1,mixed,,,105,0
BACKGROUND_URANUS_ARIES_NATAL_2,background,URANUS,ANY,planet_natal_house,ARIES,2,mixed,,,105,0
BACKGROUND_URANUS_ARIES_NATAL_3,background,URANUS,ANY,planet_natal_house,ARIES,3,mixed,,,105,0
BACKGROUND_URANUS_ARIES_NATAL_4,background,URANUS,ANY,planet_natal_house,ARIES,4,mixed,,,105,0
BACKGROUND_URANUS_ARIES_NATAL_5,background,URANUS,ANY,planet_natal_house,ARIES,5,mixed,,,105,0
BACKGROUND_URANUS_ARIES_NATAL_6,background,URANUS,ANY,planet_natal_house,ARIES,6,mixed,,,105,0
BACKGROUND_URANUS_ARIES_NATAL_7,background,URANUS,ANY,planet_natal_house,ARIES,7,mixed,,,105,0
BACKGROUND_URANUS_ARIES_NATAL_8,background,URANUS,ANY,planet_natal_house,ARIES,8,mixed,,,105,0
BACKGROUND_URANUS_ARIES_NATAL_9,background,URANUS,ANY,planet_natal_house,ARIES,9,mixed,,,105,0
BACKGROUND_URANUS_ARIES_NATAL_10,background,URANUS,ANY,planet_natal_house,ARIES,10,mixed,,,105,0
BACKGROUND_URANUS_ARIES_NATAL_11,background,URANUS,ANY,planet_natal_house,ARIES,11,mixed,,,105,0
BACKGROUND_URANUS_ARIES_NATAL_12,background,URANUS,ANY,planet_natal_house,ARIES,12,mixed,,,105,0
BACKGROUND_URANUS_TAURUS_NATAL_1,background,URANUS,ANY,planet_natal_house,TAURUS,1,mixed,,,105,0
BACKGROUND_URANUS_TAURUS_NATAL_2,background,URANUS,ANY,planet_natal_house,TAURUS,2,mixed,,,105,0
BACKGROUND_URANUS_TAURUS_NATAL_3,background,URANUS,ANY,planet_natal_house,TAURUS,3,mixed,,,105,0
BACKGROUND_URANUS_TAURUS_NATAL_4,background,URANUS,ANY,planet_natal_house,TAURUS,4,mixed,,,105,0
BACKGROUND_URANUS_TAURUS_NATAL_5,background,URANUS,ANY,planet_natal_house,TAURUS,5,mixed,,,105,0
BACKGROUND_URANUS_TAURUS_NATAL_6,background,URANUS,ANY,planet_natal_house,TAURUS,6,mixed,,,105,0
BACKGROUND_URANUS_TAURUS_NATAL_7,background,URANUS,ANY,planet_natal_house,TAURUS,7,mixed,,,105,0
BACKGROUND_URANUS_TAURUS_NATAL_8,background,URANUS,ANY,planet_natal_house,TAURUS,8,mixed,,,105,0
BACKGROUND_URANUS_TAURUS_NATAL_9,background,URANUS,ANY,planet_natal_house,TAURUS,9,mixed,,,105,0
BACKGROUND_URANUS_TAURUS_NATAL_10,background,URANUS,ANY,planet_natal_house,TAURUS,10,mixed,,,105,0
BACKGROUND_URANUS_TAURUS_NATAL_11,background,URANUS,ANY,planet_natal_house,TAURUS,11,mixed,,,105,0
BACKGROUND_URANUS_TAURUS_NATAL_12,background,URANUS,ANY,planet_natal_house,TAURUS,12,mixed,,,105,0
BACKGROUND_URANUS_GEMINI_NATAL_1,background,URANUS,ANY,planet_natal_house,GEMINI,1,mixed,,,105,0
BACKGROUND_URANUS_GEMINI_NATAL_2,background,URANUS,ANY,planet_natal_house,GEMINI,2,mixed,,,105,0
BACKGROUND_URANUS_GEMINI_NATAL_3,background,URANUS,ANY,planet_natal_house,GEMINI,3,mixed,,,105,0
BACKGROUND_URANUS_GEMINI_NATAL_4,background,URANUS,ANY,planet_natal_house,GEMINI,4,mixed,,,105,0
BACKGROUND_URANUS_GEMINI_NATAL_5,background,URANUS,ANY,planet_natal_house,GEMINI,5,mixed,,,105,0
BACKGROUND_URANUS_GEMINI_NATAL_6,background,URANUS,ANY,planet_natal_house,GEMINI,6,mixed,,,105,0
BACKGROUND_URANUS_GEMINI_NATAL_7,background,URANUS,ANY,planet_natal_house,GEMINI,7,mixed,,,105,0
BACKGROUND_URANUS_GEMINI_NATAL_8,background,URANUS,ANY,planet_natal_house,GEMINI,8,mixed,,,105,0
BACKGROUND_URANUS_GEMINI_NATAL_9,background,URANUS,ANY,planet_natal_house,GEMINI,9,mixed,,,105,0
BACKGROUND_URANUS_GEMINI_NATAL_10,background,URANUS,ANY,planet_natal_house,GEMINI,10,mixed,,,105,0
BACKGROUND_URANUS_GEMINI_NATAL_11,background,URANUS,ANY,planet_natal_house,GEMINI,11,mixed,,,105,0
BACKGROUND_URANUS_GEMINI_NATAL_12,background,URANUS,ANY,planet_natal_house,GEMINI,12,mixed,,,105,0
BACKGROUND_URANUS_CANCER_NATAL_1,background,URANUS,ANY,planet_natal_house,CANCER,1,mixed,,,105,0
BACKGROUND_URANUS_CANCER_NATAL_2,background,URANUS,ANY,planet_natal_house,CANCER,2,mixed,,,105,0
BACKGROUND_URANUS_CANCER_NATAL_3,background,URANUS,ANY,planet_natal_house,CANCER,3,mixed,,,105,0
BACKGROUND_URANUS_CANCER_NATAL_4,background,URANUS,ANY,planet_natal_house,CANCER,4,mixed,,,105,0
BACKGROUND_URANUS_CANCER_NATAL_5,background,URANUS,ANY,planet_natal_house,CANCER,5,mixed,,,105,0
BACKGROUND_URANUS_CANCER_NATAL_6,background,URANUS,ANY,planet_natal_house,CANCER,6,mixed,,,105,0
BACKGROUND_URANUS_CANCER_NATAL_7,background,URANUS,ANY,planet_natal_house,CANCER,7,mixed,,,105,0
BACKGROUND_URANUS_CANCER_NATAL_8,background,URANUS,ANY,planet_natal_house,CANCER,8,mixed,,,105,0
BACKGROUND_URANUS_CANCER_NATAL_9,background,URANUS,ANY,planet_natal_house,CANCER,9,mixed,,,105,0
BACKGROUND_URANUS_CANCER_NATAL_10,background,URANUS,ANY,planet_natal_house,CANCER,10,mixed,,,105,0
BACKGROUND_URANUS_CANCER_NATAL_11,background,URANUS,ANY,planet_natal_house,CANCER,11,mixed,,,105,0
BACKGROUND_URANUS_CANCER_NATAL_12,background,URANUS,ANY,planet_natal_house,CANCER,12,mixed,,,105,0
BACKGROUND_URANUS_LEO_NATAL_1,background,URANUS,ANY,planet_natal_house,LEO,1,mixed,,,105,0
BACKGROUND_URANUS_LEO_NATAL_2,background,URANUS,ANY,planet_natal_house,LEO,2,mixed,,,105,0
BACKGROUND_URANUS_LEO_NATAL_3,background,URANUS,ANY,planet_natal_house,LEO,3,mixed,,,105,0
BACKGROUND_URANUS_LEO_NATAL_4,background,URANUS,ANY,planet_natal_house,LEO,4,mixed,,,105,0
BACKGROUND_URANUS_LEO_NATAL_5,background,URANUS,ANY,planet_natal_house,LEO,5,mixed,,,105,0
BACKGROUND_URANUS_LEO_NATAL_6,background,URANUS,ANY,planet_natal_house,LEO,6,mixed,,,105,0
BACKGROUND_URANUS_LEO_NATAL_7,background,URANUS,ANY,planet_natal_house,LEO,7,mixed,,,105,0
BACKGROUND_URANUS_LEO_NATAL_8,background,URANUS,ANY,planet_natal_house,LEO,8,mixed,,,105,0
BACKGROUND_URANUS_LEO_NATAL_9,background,URANUS,ANY,planet_natal_house,LEO,9,mixed,,,105,0
BACKGROUND_URANUS_LEO_NATAL_10,background,URANUS,ANY,planet_natal_house,LEO,10,mixed,,,105,0
BACKGROUND_URANUS_LEO_NATAL_11,background,URANUS,ANY,planet_natal_house,LEO,11,mixed,,,105,0
BACKGROUND_URANUS_LEO_NATAL_12,background,URANUS,ANY,planet_natal_house,LEO,12,mixed,,,105,0
BACKGROUND_URANUS_VIRGO_NATAL_1,background,URANUS,ANY,planet_natal_house,VIRGO,1,mixed,,,105,0
BACKGROUND_URANUS_VIRGO_NATAL_2,background,URANUS,ANY,planet_natal_house,VIRGO,2,mixed,,,105,0
BACKGROUND_URANUS_VIRGO_NATAL_3,background,URANUS,ANY,planet_natal_house,VIRGO,3,mixed,,,105,0
BACKGROUND_URANUS_VIRGO_NATAL_4,background,URANUS,ANY,planet_natal_house,VIRGO,4,mixed,,,105,0
BACKGROUND_URANUS_VIRGO_NATAL_5,background,URANUS,ANY,planet_natal_house,VIRGO,5,mixed,,,105,0
BACKGROUND_URANUS_VIRGO_NATAL_6,background,URANUS,ANY,planet_natal_house,VIRGO,6,mixed,,,105,0
BACKGROUND_URANUS_VIRGO_NATAL_7,background,URANUS,ANY,planet_natal_house,VIRGO,7,mixed,,,105,0
BACKGROUND_URANUS_VIRGO_NATAL_8,background,URANUS,ANY,planet_natal_house,VIRGO,8,mixed,,,105,0
BACKGROUND_URANUS_VIRGO_NATAL_9,background,URANUS,ANY,planet_natal_house,VIRGO,9,mixed,,,105,0
BACKGROUND_URANUS_VIRGO_NATAL_10,background,URANUS,ANY,planet_natal_house,VIRGO,10,mixed,,,105,0
BACKGROUND_URANUS_VIRGO_NATAL_11,background,URANUS,ANY,planet_natal_house,VIRGO,11,mixed,,,105,0
BACKGROUND_URANUS_VIRGO_NATAL_12,background,URANUS,ANY,planet_natal_house,VIRGO,12,mixed,,,105,0
BACKGROUND_URANUS_LIBRA_NATAL_1,background,URANUS,ANY,planet_natal_house,LIBRA,1,mixed,,,105,0
BACKGROUND_URANUS_LIBRA_NATAL_2,background,URANUS,ANY,planet_natal_house,LIBRA,2,mixed,,,105,0
BACKGROUND_URANUS_LIBRA_NATAL_3,background,URANUS,ANY,planet_natal_house,LIBRA,3,mixed,,,105,0
BACKGROUND_URANUS_LIBRA_NATAL_4,background,URANUS,ANY,planet_natal_house,LIBRA,4,mixed,,,105,0
BACKGROUND_URANUS_LIBRA_NATAL_5,background,URANUS,ANY,planet_natal_house,LIBRA,5,mixed,,,105,0
BACKGROUND_URANUS_LIBRA_NATAL_6,background,URANUS,ANY,planet_natal_house,LIBRA,6,mixed,,,105,0
BACKGROUND_URANUS_LIBRA_NATAL_7,background,URANUS,ANY,planet_natal_house,LIBRA,7,mixed,,,105,0
BACKGROUND_URANUS_LIBRA_NATAL_8,background,URANUS,ANY,planet_natal_house,LIBRA,8,mixed,,,105,0
BACKGROUND_URANUS_LIBRA_NATAL_9,background,URANUS,ANY,planet_natal_house,LIBRA,9,mixed,,,105,0
BACKGROUND_URANUS_LIBRA_NATAL_10,background,URANUS,ANY,planet_natal_house,LIBRA,10,mixed,,,105,0
BACKGROUND_URANUS_LIBRA_NATAL_11,background,URANUS,ANY,planet_natal_house,LIBRA,11,mixed,,,105,0
BACKGROUND_URANUS_LIBRA_NATAL_12,background,URANUS,ANY,planet_natal_house,LIBRA,12,mixed,,,105,0
BACKGROUND_URANUS_SCORPIO_NATAL_1,background,URANUS,ANY,planet_natal_house,SCORPIO,1,mixed,,,105,0
BACKGROUND_URANUS_SCORPIO_NATAL_2,background,URANUS,ANY,planet_natal_house,SCORPIO,2,mixed,,,105,0
BACKGROUND_URANUS_SCORPIO_NATAL_3,background,URANUS,ANY,planet_natal_house,SCORPIO,3,mixed,,,105,0
BACKGROUND_URANUS_SCORPIO_NATAL_4,background,URANUS,ANY,planet_natal_house,SCORPIO,4,mixed,,,105,0
BACKGROUND_URANUS_SCORPIO_NATAL_5,background,URANUS,ANY,planet_natal_house,SCORPIO,5,mixed,,,105,0
BACKGROUND_URANUS_SCORPIO_NATAL_6,background,URANUS,ANY,planet_natal_house,SCORPIO,6,mixed,,,105,0
BACKGROUND_URANUS_SCORPIO_NATAL_7,background,URANUS,ANY,planet_natal_house,SCORPIO,7,mixed,,,105,0
BACKGROUND_URANUS_SCORPIO_NATAL_8,background,URANUS,ANY,planet_natal_house,SCORPIO,8,mixed,,,105,0
BACKGROUND_URANUS_SCORPIO_NATAL_9,background,URANUS,ANY,planet_natal_house,SCORPIO,9,mixed,,,105,0
BACKGROUND_URANUS_SCORPIO_NATAL_10,background,URANUS,ANY,planet_natal_house,SCORPIO,10,mixed,,,105,0
BACKGROUND_URANUS_SCORPIO_NATAL_11,background,URANUS,ANY,planet_natal_house,SCORPIO,11,mixed,,,105,0
BACKGROUND_URANUS_SCORPIO_NATAL_12,background,URANUS,ANY,planet_natal_house,SCORPIO,12,mixed,,,105,0
BACKGROUND_URANUS_SAGITTARIUS_NATAL_1,background,URANUS,ANY,planet_natal_house,SAGITTARIUS,1,mixed,,,105,0
BACKGROUND_URANUS_SAGITTARIUS_NATAL_2,background,URANUS,ANY,planet_natal_house,SAGITTARIUS,2,mixed,,,105,0
BACKGROUND_URANUS_SAGITTARIUS_NATAL_3,background,URANUS,ANY,planet_natal_house,SAGITTARIUS,3,mixed,,,105,0
BACKGROUND_URANUS_SAGITTARIUS_NATAL_4,background,URANUS,ANY,planet_natal_house,SAGITTARIUS,4,mixed,,,105,0
BACKGROUND_URANUS_SAGITTARIUS_NATAL_5,background,URANUS,ANY,planet_natal_house,SAGITTARIUS,5,mixed,,,105,0
BACKGROUND_URANUS_SAGITTARIUS_NATAL_6,background,URANUS,ANY,planet_natal_house,SAGITTARIUS,6,mixed,,,105,0
BACKGROUND_URANUS_SAGITTARIUS_NATAL_7,background,URANUS,ANY,planet_natal_house,SAGITTARIUS,7,mixed,,,105,0
BACKGROUND_URANUS_SAGITTARIUS_NATAL_8,background,URANUS,ANY,planet_natal_house,SAGITTARIUS,8,mixed,,,105,0
BACKGROUND_URANUS_SAGITTARIUS_NATAL_9,background,URANUS,ANY,planet_natal_house,SAGITTARIUS,9,mixed,,,105,0
BACKGROUND_URANUS_SAGITTARIUS_NATAL_10,background,URANUS,ANY,planet_natal_house,SAGITTARIUS,10,mixed,,,105,0
BACKGROUND_URANUS_SAGITTARIUS_NATAL_11,background,URANUS,ANY,planet_natal_house,SAGITTARIUS,11,mixed,,,105,0
BACKGROUND_URANUS_SAGITTARIUS_NATAL_12,background,URANUS,ANY,planet_natal_house,SAGITTARIUS,12,mixed,,,105,0
BACKGROUND_URANUS_CAPRICORN_NATAL_1,background,URANUS,ANY,planet_natal_house,CAPRICORN,1,mixed,,,105,0
BACKGROUND_URANUS_CAPRICORN_NATAL_2,background,URANUS,ANY,planet_natal_house,CAPRICORN,2,mixed,,,105,0
BACKGROUND_URANUS_CAPRICORN_NATAL_3,background,URANUS,ANY,planet_natal_house,CAPRICORN,3,mixed,,,105,0
BACKGROUND_URANUS_CAPRICORN_NATAL_4,background,URANUS,ANY,planet_natal_house,CAPRICORN,4,mixed,,,105,0
BACKGROUND_URANUS_CAPRICORN_NATAL_5,background,URANUS,ANY,planet_natal_house,CAPRICORN,5,mixed,,,105,0
BACKGROUND_URANUS_CAPRICORN_NATAL_6,background,URANUS,ANY,planet_natal_house,CAPRICORN,6,mixed,,,105,0
BACKGROUND_URANUS_CAPRICORN_NATAL_7,background,URANUS,ANY,planet_natal_house,CAPRICORN,7,mixed,,,105,0
BACKGROUND_URANUS_CAPRICORN_NATAL_8,background,URANUS,ANY,planet_natal_house,CAPRICORN,8,mixed,,,105,0
BACKGROUND_URANUS_CAPRICORN_NATAL_9,background,URANUS,ANY,planet_natal_house,CAPRICORN,9,mixed,,,105,0
BACKGROUND_URANUS_CAPRICORN_NATAL_10,background,URANUS,ANY,planet_natal_house,CAPRICORN,10,mixed,,,105,0
BACKGROUND_URANUS_CAPRICORN_NATAL_11,background,URANUS,ANY,planet_natal_house,CAPRICORN,11,mixed,,,105,0
BACKGROUND_URANUS_CAPRICORN_NATAL_12,background,URANUS,ANY,planet_natal_house,CAPRICORN,12,mixed,,,105,0
BACKGROUND_URANUS_AQUARIUS_NATAL_1,background,URANUS,ANY,planet_natal_house,AQUARIUS,1,mixed,,,105,0
BACKGROUND_URANUS_AQUARIUS_NATAL_2,background,URANUS,ANY,planet_natal_house,AQUARIUS,2,mixed,,,105,0
BACKGROUND_URANUS_AQUARIUS_NATAL_3,background,URANUS,ANY,planet_natal_house,AQUARIUS,3,mixed,,,105,0
BACKGROUND_URANUS_AQUARIUS_NATAL_4,background,URANUS,ANY,planet_natal_house,AQUARIUS,4,mixed,,,105,0
BACKGROUND_URANUS_AQUARIUS_NATAL_5,background,URANUS,ANY,planet_natal_house,AQUARIUS,5,mixed,,,105,0
BACKGROUND_URANUS_AQUARIUS_NATAL_6,background,URANUS,ANY,planet_natal_house,AQUARIUS,6,mixed,,,105,0
BACKGROUND_URANUS_AQUARIUS_NATAL_7,background,URANUS,ANY,planet_natal_house,AQUARIUS,7,mixed,,,105,0
BACKGROUND_URANUS_AQUARIUS_NATAL_8,background,URANUS,ANY,planet_natal_house,AQUARIUS,8,mixed,,,105,0
BACKGROUND_URANUS_AQUARIUS_NATAL_9,background,URANUS,ANY,planet_natal_house,AQUARIUS,9,mixed,,,105,0
BACKGROUND_URANUS_AQUARIUS_NATAL_10,background,URANUS,ANY,planet_natal_house,AQUARIUS,10,mixed,,,105,0
BACKGROUND_URANUS_AQUARIUS_NATAL_11,background,URANUS,ANY,planet_natal_house,AQUARIUS,11,mixed,,,105,0
BACKGROUND_URANUS_AQUARIUS_NATAL_12,background,URANUS,ANY,planet_natal_house,AQUARIUS,12,mixed,,,105,0
BACKGROUND_URANUS_PISCES_NATAL_1,background,URANUS,ANY,planet_natal_house,PISCES,1,mixed,,,105,0
BACKGROUND_URANUS_PISCES_NATAL_2,background,URANUS,ANY,planet_natal_house,PISCES,2,mixed,,,105,0
BACKGROUND_URANUS_PISCES_NATAL_3,background,URANUS,ANY,planet_natal_house,PISCES,3,mixed,,,105,0
BACKGROUND_URANUS_PISCES_NATAL_4,background,URANUS,ANY,planet_natal_house,PISCES,4,mixed,,,105,0
BACKGROUND_URANUS_PISCES_NATAL_5,background,URANUS,ANY,planet_natal_house,PISCES,5,mixed,,,105,0
BACKGROUND_URANUS_PISCES_NATAL_6,background,URANUS,ANY,planet_natal_house,PISCES,6,mixed,,,105,0
BACKGROUND_URANUS_PISCES_NATAL_7,background,URANUS,ANY,planet_natal_house,PISCES,7,mixed,,,105,0
BACKGROUND_URANUS_PISCES_NATAL_8,background,URANUS,ANY,planet_natal_house,PISCES,8,mixed,,,105,0
BACKGROUND_URANUS_PISCES_NATAL_9,background,URANUS,ANY,planet_natal_house,PISCES,9,mixed,,,105,0
