Planet,Transition_Type,Transition_Value,Sign_ID,Solar_House,Natal_House,Title,Text_Description,Sort_Order
SATURN,NATAL_HOUSE_INGRESS,6,,,6,ネイタル6ハウスへの移動,土星の責任と構築が仕事と習慣を動かす。,210
SATURN,NATAL_HOUSE_INGRESS,7,,,7,ネイタル7ハウスへの移動,土星の責任と構築が対人関係と契約を動かす。,211
SATURN,NATAL_HOUSE_INGRESS,8,,,8,ネイタル8ハウスへの移動,土星の責任と構築が共有と深い結びつきを動かす。,212
SATURN,NATAL_HOUSE_INGRESS,9,,,9,ネイタル9ハウスへの移動,土星の責任と構築が探求と遠方を動かす。,213
SATURN,NATAL_HOUSE_INGRESS,10,,,10,ネイタル10ハウスへの移動,土星の責任と構築が仕事と社会的立場を動かす。,214
SATURN,NATAL_HOUSE_INGRESS,11,,,11,ネイタル11ハウスへの移動,土星の責任と構築が仲間と未来を動かす。,215
SATURN,NATAL_HOUSE_INGRESS,12,,,12,ネイタル12ハウスへの移動,土星の責任と構築が休息と無意識を動かす。,216
URANUS,SIGN_INGRESS,ARIES,ARIES,,,牡羊座への移動,天王星の変化と自由に始動と自己主張が加わる。,217
URANUS,SIGN_INGRESS,TAURUS,TAURUS,,,牡牛座への移動,天王星の変化と自由に安定と所有が加わる。,218
URANUS,SIGN_INGRESS,GEMINI,GEMINI,,,双子座への移動,天王星の変化と自由に学習と交流が加わる。,219
URANUS,SIGN_INGRESS,CANCER,CANCER,,,蟹座への移動,天王星の変化と自由に安心と居場所が加わる。,220
URANUS,SIGN_INGRESS,LEO,LEO,,,獅子座への移動,天王星の変化と自由に創造と表現が加わる。,221
URANUS,SIGN_INGRESS,VIRGO,VIRGO,,,乙女座への移動,天王星の変化と自由に整理と実務が加わる。,222
URANUS,SIGN_INGRESS,LIBRA,LIBRA,,,天秤座への移動,天王星の変化と自由に調和と対話が加わる。,223
URANUS,SIGN_INGRESS,SCORPIO,SCORPIO,,,蠍座への移動,天王星の変化と自由に集中と変容が加わる。,224
URANUS,SIGN_INGRESS,SAGITTARIUS,SAGITTARIUS,,,射手座への移動,天王星の変化と自由に探求と拡大が加わる。,225
URANUS,SIGN_INGRESS,CAPRICORN,CAPRICORN,,,山羊座への移動,天王星の変化と自由に責任と達成が加わる。,226
URANUS,SIGN_INGRESS,AQUARIUS,AQUARIUS,,,水瓶座への移動,天王星の変化と自由に革新と仲間が加わる。,227
URANUS,SIGN_INGRESS,PISCES,PISCES,,,魚座への移動,天王星の変化と自由に共感と手放しが加わる。,228
URANUS,SOLAR_HOUSE_INGRESS,1,,1,,ソーラー1ハウスへの移動,天王星の変化と自由が自分自身と始まりへ向く。,229
URANUS,SOLAR_HOUSE_INGRESS,2,,2,,ソーラー2ハウスへの移動,天王星の変化と自由が収入と価値観へ向く。,230
URANUS,SOLAR_HOUSE_INGRESS,3,,3,,ソーラー3ハウスへの移動,天王星の変化と自由が学習と連絡へ向く。,231
URANUS,SOLAR_HOUSE_INGRESS,4,,4,,ソーラー4ハウスへの移動,天王星の変化と自由が家庭と基盤へ向く。,232
URANUS,SOLAR_HOUSE_INGRESS,5,,5,,ソーラー5ハウスへの移動,天王星の変化と自由が創造と恋愛へ向く。,233
URANUS,SOLAR_HOUSE_INGRESS,6,,6,,ソーラー6ハウスへの移動,天王星の変化と自由が仕事と習慣へ向く。,234
URANUS,SOLAR_HOUSE_INGRESS,7,,7,,ソーラー7ハウスへの移動,天王星の変化と自由が対人関係と契約へ向く。,235
URANUS,SOLAR_HOUSE_INGRESS,8,,8,,ソーラー8ハウスへの移動,天王星の変化と自由が共有と深い結びつきへ向く。,236
URANUS,SOLAR_HOUSE_INGRESS,9,,9,,ソーラー9ハウスへの移動,天王星の変化と自由が探求と遠方へ向く。,237
URANUS,SOLAR_HOUSE_INGRESS,10,,10,,ソーラー10ハウスへの移動,天王星の変化と自由が仕事と社会的立場へ向く。,238
URANUS,SOLAR_HOUSE_INGRESS,11,,11,,ソーラー11ハウスへの移動,天王星の変化と自由が仲間と未来へ向く。,239
URANUS,SOLAR_HOUSE_INGRESS,12,,12,,ソーラー12ハウスへの移動,天王星の変化と自由が休息と無意識へ向く。,240
URANUS,NATAL_HOUSE_INGRESS,1,,,1,ネイタル1ハウスへの移動,天王星の変化と自由が自分自身と始まりを動かす。,241
URANUS,NATAL_HOUSE_INGRESS,2,,,2,ネイタル2ハウスへの移動,天王星の変化と自由が収入と価値観を動かす。,242
URANUS,NATAL_HOUSE_INGRESS,3,,,3,ネイタル3ハウスへの移動,天王星の変化と自由が学習と連絡を動かす。,243
URANUS,NATAL_HOUSE_INGRESS,4,,,4,ネイタル4ハウスへの移動,天王星の変化と自由が家庭と基盤を動かす。,244
URANUS,NATAL_HOUSE_INGRESS,5,,,5,ネイタル5ハウスへの移動,天王星の変化と自由が創造と恋愛を動かす。,245
URANUS,NATAL_HOUSE_INGRESS,6,,,6,ネイタル6ハウスへの移動,天王星の変化と自由が仕事と習慣を動かす。,246
URANUS,NATAL_HOUSE_INGRESS,7,,,7,ネイタル7ハウスへの移動,天王星の変化と自由が対人関係と契約を動かす。,247
URANUS,NATAL_HOUSE_INGRESS,8,,,8,ネイタル8ハウスへの移動,天王星の変化と自由が共有と深い結びつきを動かす。,248
URANUS,NATAL_HOUSE_INGRESS,9,,,9,ネイタル9ハウスへの移動,天王星の変化と自由が探求と遠方を動かす。,249
URANUS,NATAL_HOUSE_INGRESS,10,,,10,ネイタル10ハウスへの移動,天王星の変化と自由が仕事と社会的立場を動かす。,250
URANUS,NATAL_HOUSE_INGRESS,11,,,11,ネイタル11ハウスへの移動,天王星の変化と自由が仲間と未来を動かす。,251
URANUS,NATAL_HOUSE_INGRESS,12,,,12,ネイタル12ハウスへの移動,天王星の変化と自由が休息と無意識を動かす。,252
NEPTUNE,SIGN_INGRESS,ARIES,ARIES,,,牡羊座への移動,海王星の感性と境界に始動と自己主張が加わる。,253
NEPTUNE,SIGN_INGRESS,TAURUS,TAURUS,,,牡牛座への移動,海王星の感性と境界に安定と所有が加わる。,254
NEPTUNE,SIGN_INGRESS,GEMINI,GEMINI,,,双子座への移動,海王星の感性と境界に学習と交流が加わる。,255
NEPTUNE,SIGN_INGRESS,CANCER,CANCER,,,蟹座への移動,海王星の感性と境界に安心と居場所が加わる。,256
NEPTUNE,SIGN_INGRESS,LEO,LEO,,,獅子座への移動,海王星の感性と境界に創造と表現が加わる。,257
NEPTUNE,SIGN_INGRESS,VIRGO,VIRGO,,,乙女座への移動,海王星の感性と境界に整理と実務が加わる。,258
NEPTUNE,SIGN_INGRESS,LIBRA,LIBRA,,,天秤座への移動,海王星の感性と境界に調和と対話が加わる。,259
NEPTUNE,SIGN_INGRESS,SCORPIO,SCORPIO,,,蠍座への移動,海王星の感性と境界に集中と変容が加わる。,260
NEPTUNE,SIGN_INGRESS,SAGITTARIUS,SAGITTARIUS,,,射手座への移動,海王星の感性と境界に探求と拡大が加わる。,261
NEPTUNE,SIGN_INGRESS,CAPRICORN,CAPRICORN,,,山羊座への移動,海王星の感性と境界に責任と達成が加わる。,262
NEPTUNE,SIGN_INGRESS,AQUARIUS,AQUARIUS,,,水瓶座への移動,海王星の感性と境界に革新と仲間が加わる。,263
NEPTUNE,SIGN_INGRESS,PISCES,PISCES,,,魚座への移動,海王星の感性と境界に共感と手放しが加わる。,264
NEPTUNE,SOLAR_HOUSE_INGRESS,1,,1,,ソーラー1ハウスへの移動,海王星の感性と境界が自分自身と始まりへ向く。,265
NEPTUNE,SOLAR_HOUSE_INGRESS,2,,2,,ソーラー2ハウスへの移動,海王星の感性と境界が収入と価値観へ向く。,266
NEPTUNE,SOLAR_HOUSE_INGRESS,3,,3,,ソーラー3ハウスへの移動,海王星の感性と境界が学習と連絡へ向く。,267
NEPTUNE,SOLAR_HOUSE_INGRESS,4,,4,,ソーラー4ハウスへの移動,海王星の感性と境界が家庭と基盤へ向く。,268
NEPTUNE,SOLAR_HOUSE_INGRESS,5,,5,,ソーラー5ハウスへの移動,海王星の感性と境界が創造と恋愛へ向く。,269
NEPTUNE,SOLAR_HOUSE_INGRESS,6,,6,,ソーラー6ハウスへの移動,海王星の感性と境界が仕事と習慣へ向く。,270
NEPTUNE,SOLAR_HOUSE_INGRESS,7,,7,,ソーラー7ハウスへの移動,海王星の感性と境界が対人関係と契約へ向く。,271
NEPTUNE,SOLAR_HOUSE_INGRESS,8,,8,,ソーラー8ハウスへの移動,海王星の感性と境界が共有と深い結びつきへ向く。,272
NEPTUNE,SOLAR_HOUSE_INGRESS,9,,9,,ソーラー9ハウスへの移動,海王星の感性と境界が探求と遠方へ向く。,273
NEPTUNE,SOLAR_HOUSE_INGRESS,10,,10,,ソーラー10ハウスへの移動,海王星の感性と境界が仕事と社会的立場へ向く。,274
NEPTUNE,SOLAR_HOUSE_INGRESS,11,,11,,ソーラー11ハウスへの移動,海王星の感性と境界が仲間と未来へ向く。,275
NEPTUNE,SOLAR_HOUSE_INGRESS,12,,12,,ソーラー12ハウスへの移動,海王星の感性と境界が休息と無意識へ向く。,276
NEPTUNE,NATAL_HOUSE_INGRESS,1,,,1,ネイタル1ハウスへの移動,海王星の感性と境界が自分自身と始まりを動かす。,277
NEPTUNE,NATAL_HOUSE_INGRESS,2,,,2,ネイタル2ハウスへの移動,海王星の感性と境界が収入と価値観を動かす。,278
NEPTUNE,NATAL_HOUSE_INGRESS,3,,,3,ネイタル3ハウスへの移動,海王星の感性と境界が学習と連絡を動かす。,279
NEPTUNE,NATAL_HOUSE_INGRESS,4,,,4,ネイタル4ハウスへの移動,海王星の感性と境界が家庭と基盤を動かす。,280
NEPTUNE,NATAL_HOUSE_INGRESS,5,,,5,ネイタル5ハウスへの移動,海王星の感性と境界が創造と恋愛を動かす。,281
NEPTUNE,NATAL_HOUSE_INGRESS,6,,,6,ネイタル6ハウスへの移動,海王星の感性と境界が仕事と習慣を動かす。,282
NEPTUNE,NATAL_HOUSE_INGRESS,7,,,7,ネイタル7ハウスへの移動,海王星の感性と境界が対人関係と契約を動かす。,283
NEPTUNE,NATAL_HOUSE_INGRESS,8,,,8,ネイタル8ハウスへの移動,海王星の感性と境界が共有と深い結びつきを動かす。,284
NEPTUNE,NATAL_HOUSE_INGRESS,9,,,9,ネイタル9ハウスへの移動,海王星の感性と境界が探求と遠方を動かす。,285
NEPTUNE,NATAL_HOUSE_INGRESS,10,,,10,ネイタル10ハウスへの移動,海王星の感性と境界が仕事と社会的立場を動かす。,286
NEPTUNE,NATAL_HOUSE_INGRESS,11,,,11,ネイタル11ハウスへの移動,海王星の感性と境界が仲間と未来を動かす。,287
NEPTUNE,NATAL_HOUSE_INGRESS,12,,,12,ネイタル12ハウスへの移動,海王星の感性と境界が休息と無意識を動かす。,288
PLUTO,SIGN_INGRESS,ARIES,ARIES,,,牡羊座への移動,冥王星の変容と再生に始動と自己主張が加わる。,289
PLUTO,SIGN_INGRESS,TAURUS,TAURUS,,,牡牛座への移動,冥王星の変容と再生に安定と所有が加わる。,290
PLUTO,SIGN_INGRESS,GEMINI,GEMINI,,,双子座への移動,冥王星の変容と再生に学習と交流が加わる。,291
PLUTO,SIGN_INGRESS,CANCER,CANCER,,,蟹座への移動,冥王星の変容と再生に安心と居場所が加わる。,292
PLUTO,SIGN_INGRESS,LEO,LEO,,,獅子座への移動,冥王星の変容と再生に創造と表現が加わる。,293
PLUTO,SIGN_INGRESS,VIRGO,VIRGO,,,乙女座への移動,冥王星の変容と再生に整理と実務が加わる。,294
PLUTO,SIGN_INGRESS,LIBRA,LIBRA,,,天秤座への移動,冥王星の変容と再生に調和と対話が加わる。,295
PLUTO,SIGN_INGRESS,SCORPIO,SCORPIO,,,蠍座への移動,冥王星の変容と再生に集中と変容が加わる。,296
PLUTO,SIGN_INGRESS,SAGITTARIUS,SAGITTARIUS,,,射手座への移動,冥王星の変容と再生に探求と拡大が加わる。,297
PLUTO,SIGN_INGRESS,CAPRICORN,CAPRICORN,,,山羊座への移動,冥王星の変容と再生に責任と達成が加わる。,298
PLUTO,SIGN_INGRESS,AQUARIUS,AQUARIUS,,,水瓶座への移動,冥王星の変容と再生に革新と仲間が加わる。,299
PLUTO,SIGN_INGRESS,PISCES,PISCES,,,魚座への移動,冥王星の変容と再生に共感と手放しが加わる。,300
PLUTO,SOLAR_HOUSE_INGRESS,1,,1,,ソーラー1ハウスへの移動,冥王星の変容と再生が自分自身と始まりへ向く。,301
PLUTO,SOLAR_HOUSE_INGRESS,2,,2,,ソーラー2ハウスへの移動,冥王星の変容と再生が収入と価値観へ向く。,302
PLUTO,SOLAR_HOUSE_INGRESS,3,,3,,ソーラー3ハウスへの移動,冥王星の変容と再生が学習と連絡へ向く。,303
PLUTO,SOLAR_HOUSE_INGRESS,4,,4,,ソーラー4ハウスへの移動,冥王星の変容と再生が家庭と基盤へ向く。,304
PLUTO,SOLAR_HOUSE_INGRESS,5,,5,,ソーラー5ハウスへの移動,冥王星の変容と再生が創造と恋愛へ向く。,305
PLUTO,SOLAR_HOUSE_INGRESS,6,,6,,ソーラー6ハウスへの移動,冥王星の変容と再生が仕事と習慣へ向く。,306
PLUTO,SOLAR_HOUSE_INGRESS,7,,7,,ソーラー7ハウスへの移動,冥王星の変容と再生が対人関係と契約へ向く。,307
PLUTO,SOLAR_HOUSE_INGRESS,8,,8,,ソーラー8ハウスへの移動,冥王星の変容と再生が共有と深い結びつきへ向く。,308
PLUTO,SOLAR_HOUSE_INGRESS,9,,9,,ソーラー9ハウスへの移動,冥王星の変容と再生が探求と遠方へ向く。,309
PLUTO,SOLAR_HOUSE_INGRESS,10,,10,,ソーラー10ハウスへの移動,冥王星の変容と再生が仕事と社会的立場へ向く。,310
PLUTO,SOLAR_HOUSE_INGRESS,11,,11,,ソーラー11ハウスへの移動,冥王星の変容と再生が仲間と未来へ向く。,311
PLUTO,SOLAR_HOUSE_INGRESS,12,,12,,ソーラー12ハウスへの移動,冥王星の変容と再生が休息と無意識へ向く。,312
PLUTO,NATAL_HOUSE_INGRESS,1,,,1,ネイタル1ハウスへの移動,冥王星の変容と再生が自分自身と始まりを動かす。,313
PLUTO,NATAL_HOUSE_INGRESS,2,,,2,ネイタル2ハウスへの移動,冥王星の変容と再生が収入と価値観を動かす。,314
PLUTO,NATAL_HOUSE_INGRESS,3,,,3,ネイタル3ハウスへの移動,冥王星の変容と再生が学習と連絡を動かす。,315
PLUTO,NATAL_HOUSE_INGRESS,4,,,4,ネイタル4ハウスへの移動,冥王星の変容と再生が家庭と基盤を動かす。,316
PLUTO,NATAL_HOUSE_INGRESS,5,,,5,ネイタル5ハウスへの移動,冥王星の変容と再生が創造と恋愛を動かす。,317
PLUTO,NATAL_HOUSE_INGRESS,6,,,6,ネイタル6ハウスへの移動,冥王星の変容と再生が仕事と習慣を動かす。,318
PLUTO,NATAL_HOUSE_INGRESS,7,,,7,ネイタル7ハウスへの移動,冥王星の変容と再生が対人関係と契約を動かす。,319
PLUTO,NATAL_HOUSE_INGRESS,8,,,8,ネイタル8ハウスへの移動,冥王星の変容と再生が共有と深い結びつきを動かす。,320
PLUTO,NATAL_HOUSE_INGRESS,9,,,9,ネイタル9ハウスへの移動,冥王星の変容と再生が探求と遠方を動かす。,321
PLUTO,NATAL_HOUSE_INGRESS,10,,,10,ネイタル10ハウスへの移動,冥王星の変容と再生が仕事と社会的立場を動かす。,322
PLUTO,NATAL_HOUSE_INGRESS,11,,,11,ネイタル11ハウスへの移動,冥王星の変容と再生が仲間と未来を動かす。,323
PLUTO,NATAL_HOUSE_INGRESS,12,,,12,ネイタル12ハウスへの移動,冥王星の変容と再生が休息と無意識を動かす。,324
