Template_ID,Year_ID,Section_Order,Planet,Event_Type,Transit_Sign_From,Transit_Sign_To,Solar_House_From,Solar_House_To,Natal_House_From,Natal_House_To,Natal_House_At_Event,Date_Source,Date_Key,Date_Precision,Paragraph_Template,Priority,Active_Flag
2026_TAURUS_URANUS_GEMINI_N09,2026,20,URANUS,sign_ingress,TAURUS,GEMINI,ANY,ANY,ANY,ANY,9,transit_calendar,URANUS:sign_ingress:GEMINI,exact_day,{event_date}頃、天王星が双子座へ入り、あなたのネイタル第9ハウスにおける高度な学びや探求心を力強く後押しします。常識の枠を飛び越え、新しい専門知識や先進的な思想に触れることで人生観が大きく刷新されます。広い視野を持って未来を探求する姿勢が、人生の可能性を豊かに広げます。,100,1
2026_TAURUS_URANUS_GEMINI_N10,2026,20,URANUS,sign_ingress,TAURUS,GEMINI,ANY,ANY,ANY,ANY,10,transit_calendar,URANUS:sign_ingress:GEMINI,exact_day,{event_date}頃、天王星が双子座へ移行し、あなたのネイタル第10ハウスであるキャリアや社会的立場に革新的な好機を運びます。柔軟な発想で時代の先を見据えた提案を行い、周囲をリードしていける時期です。従来の枠にとらわれない自由な働き方を目指すことが、活躍の場を一段と大きく広げます。,100,1
2026_TAURUS_URANUS_GEMINI_N11,2026,20,URANUS,sign_ingress,TAURUS,GEMINI,ANY,ANY,ANY,ANY,11,transit_calendar,URANUS:sign_ingress:GEMINI,exact_day,{event_date}頃、天王星が双子座へ入り、あなたのネイタル第11ハウスである交友関係やネットワークを活気づけます。年齢や肩書きを越えて、未来のビジョンを分かち合える仲間との出会いに恵まれる時期です。自由な意見交換を通じてお互いを刺激し合うことで、新しい挑戦の道が拓けます。,100,1
2026_TAURUS_URANUS_GEMINI_N12,2026,20,URANUS,sign_ingress,TAURUS,GEMINI,ANY,ANY,ANY,ANY,12,transit_calendar,URANUS:sign_ingress:GEMINI,exact_day,{event_date}頃、天王星が双子座へ移行し、あなたのネイタル第12ハウスである無意識や内面の世界に豊かなインスピレーションを注ぎ込みます。過去のこだわりがすっきりと洗い流され、心の中に澄み切った静けさが戻ってきます。内なる直感を信じて心を整えることが、これからの行動を支えます。,100,1
2026_TAURUS_JUPITER_LEO_N01,2026,30,JUPITER,sign_ingress,CANCER,LEO,ANY,ANY,ANY,ANY,1,transit_calendar,JUPITER:sign_ingress:LEO,exact_day,{event_date}頃、木星が獅子座へ入り、家庭の安定を土台とする牡牛座のあなたにとって、ネイタル第1ハウスに自信と明るい発展をもたらします。自らの個性や才能を堂々と発揮し、新しい舞台へ力強く踏み出していける華やかな時期です。情熱を持って前向きに行動することで、周囲からの応援が集まります。,100,1
2026_TAURUS_JUPITER_LEO_N02,2026,30,JUPITER,sign_ingress,CANCER,LEO,ANY,ANY,ANY,ANY,2,transit_calendar,JUPITER:sign_ingress:LEO,exact_day,{event_date}頃、木星が獅子座へ移行し、あなたのネイタル第2ハウスの才能や経済基盤に豊かな実りをもたらします。培ってきた実力が正当に評価され、収入の拡大や安定した基盤作りが進む好機です。手元の資産を賢く活用し、自らの価値に誇りを持つことが、さらなる豊かさとゆとりを引き寄せます。,100,1
2026_TAURUS_JUPITER_LEO_N03,2026,30,JUPITER,sign_ingress,CANCER,LEO,ANY,ANY,ANY,ANY,3,transit_calendar,JUPITER:sign_ingress:LEO,exact_day,{event_date}頃、木星が獅子座へ入り、あなたのネイタル第3ハウスにおける学びや発信に温かな活気をもたらします。知的好奇心に導かれて学びを深めたり、自らの思いを熱意を込めて発信することで、素晴らしい反響が得られる時期です。身近な人々との対話を重ねることで、豊かな人脈が心地よく広がります。,100,1
2026_TAURUS_JUPITER_LEO_N04,2026,30,JUPITER,sign_ingress,CANCER,LEO,ANY,ANY,ANY,ANY,4,transit_calendar,JUPITER:sign_ingress:LEO,exact_day,{event_date}頃、木星が獅子座へ移行し、あなたのネイタル第4ハウスである家庭や心の拠り所に温かな安定感をもたらします。住まいを心地よく整えたり、家族や身近な大切な人々と喜びを分かち合える充実した時期です。プライベートの安心感を深めることが、外での挑戦を支える何よりの活力となります。,100,1
2026_TAURUS_JUPITER_LEO_N05,2026,30,JUPITER,sign_ingress,CANCER,LEO,ANY,ANY,ANY,ANY,5,transit_calendar,JUPITER:sign_ingress:LEO,exact_day,{event_date}頃、木星が獅子座へ入り、あなたのネイタル第5ハウスが司る創作意欲や喜びの舞台を最高の輝きで照らします。心から情熱を注げる趣味や自己表現において、素晴らしい実績や称賛を手にできる絶好の好期です。楽しむ気持ちを大切に自らの魅力を発揮することが、日常を豊かな彩りで満たします。,100,1
2026_TAURUS_JUPITER_LEO_N06,2026,30,JUPITER,sign_ingress,CANCER,LEO,ANY,ANY,ANY,ANY,6,transit_calendar,JUPITER:sign_ingress:LEO,exact_day,{event_date}頃、木星が獅子座へ移行し、あなたのネイタル第6ハウスである日々の実務や働き方に大きなやりがいをもたらします。職場の環境が改善され、業務の手順を工夫することで安定した成果を上げられる時期です。心身のコンディションを整え、意欲的に仕事に取り組むことが周囲からの信頼を深めます。,100,1
2026_TAURUS_JUPITER_LEO_N07,2026,30,JUPITER,sign_ingress,CANCER,LEO,ANY,ANY,ANY,ANY,7,transit_calendar,JUPITER:sign_ingress:LEO,exact_day,{event_date}頃、木星が獅子座へ入り、あなたのネイタル第7ハウスの対人関係やパートナーシップに豊かな恩恵を運びます。公私にわたって頼もしい協力者や素晴らしい理解者に恵まれ、関係が温かく発展する時期です。相手の長所を認め誠実に向き合う姿勢が、生涯にわたる深い信頼関係を育みます。,100,1
2026_TAURUS_JUPITER_LEO_N08,2026,30,JUPITER,sign_ingress,CANCER,LEO,ANY,ANY,ANY,ANY,8,transit_calendar,JUPITER:sign_ingress:LEO,exact_day,{event_date}頃、木星が獅子座へ移行し、あなたのネイタル第8ハウスが司る深い絆や共有財産に実りをもたらします。大切な人から貴重な知恵やサポートを受け取る機会に恵まれ、絆が一層深まる時期です。任された責任に誠実に応え、互いに助け合うことで、精神的にも物質的にも大きな豊かさが築かれます。,100,1
2026_TAURUS_JUPITER_LEO_N09,2026,30,JUPITER,sign_ingress,CANCER,LEO,ANY,ANY,ANY,ANY,9,transit_calendar,JUPITER:sign_ingress:LEO,exact_day,{event_date}頃、木星が獅子座へ入り、あなたのネイタル第9ハウスにおける専門的な探求や自己成長の意欲を最高潮へ高めます。高度な学びや資格取得、未知の領域への挑戦において、努力が確かな成果へと結実する時期です。高い志を掲げて前進する姿勢が、人生の視野を大きく広げてくれます。,100,1
2026_TAURUS_JUPITER_LEO_N10,2026,30,JUPITER,sign_ingress,CANCER,LEO,ANY,ANY,ANY,ANY,10,transit_calendar,JUPITER:sign_ingress:LEO,exact_day,{event_date}頃、木星が獅子座へ移行し、あなたのネイタル第10ハウスであるキャリアや社会的立場に輝かしい発展をもたらします。これまでの地道な努力が認められ、重要な役割への抜擢や社会的な評価を得られる好機です。誇りを持って責任ある職務を果たすことが、さらなる飛躍の扉を開きます。,100,1
2026_TAURUS_JUPITER_LEO_N11,2026,30,JUPITER,sign_ingress,CANCER,LEO,ANY,ANY,ANY,ANY,11,transit_calendar,JUPITER:sign_ingress:LEO,exact_day,{event_date}頃、木星が獅子座へ入り、あなたのネイタル第11ハウスの交友関係やコミュニティに温かな広がりをもたらします。同じ志やビジョンを分かち合える素晴らしい仲間たちと出会い、活気ある活動を展開できる時期です。温かな連帯の中で力を合わせることが、大きな成果を生み出します。,100,1
2026_TAURUS_JUPITER_LEO_N12,2026,30,JUPITER,sign_ingress,CANCER,LEO,ANY,ANY,ANY,ANY,12,transit_calendar,JUPITER:sign_ingress:LEO,exact_day,{event_date}頃、木星が獅子座へ移行し、あなたのネイタル第12ハウスである内面の世界に静かな癒やしと加護をもたらします。外向きの成果を焦らず、心身を休めながら内なる知恵を深めるのに最適な時期です。静かな時間を大切にし心を整えることが、次の新たなサイクルへ向けた豊かなエネルギーとなります。,100,1
2026_TAURUS_VENUS_SCORPIO_N01,2026,40,VENUS,retrograde_start,SCORPIO,SCORPIO,ANY,ANY,ANY,ANY,1,transit_calendar,VENUS:retrograde_start:SCORPIO,exact_day,{event_date}頃、守護星である金星が逆行を開始し、あなたのネイタル第1ハウスでセルフイメージや魅力の丁寧な調律が促されます。他者の評価を気にしすぎるのをやめ、心から心地よいと感じる自然体のスタイルを取り戻す好期です。自分を優しく慈しむことが、内側から溢れ出る温かな魅力を蘇らせます。,100,1
2026_TAURUS_VENUS_SCORPIO_N02,2026,40,VENUS,retrograde_start,SCORPIO,SCORPIO,ANY,ANY,ANY,ANY,2,transit_calendar,VENUS:retrograde_start:SCORPIO,exact_day,{event_date}頃、金星が逆行に入り、あなたのネイタル第2ハウスが司る金銭感覚や価値観の点検が始まります。衝動的な支出を控え、本当に長く大切にしたい持ち物や資産の管理を整える好期です。手元の資産や才能を丁寧に見極める姿勢が、将来にわたる健全な経済基盤を整える助けとなります。,100,1
2026_TAURUS_VENUS_SCORPIO_N03,2026,40,VENUS,retrograde_start,SCORPIO,SCORPIO,ANY,ANY,ANY,ANY,3,transit_calendar,VENUS:retrograde_start:SCORPIO,exact_day,{event_date}頃、金星が逆行を開始し、あなたのネイタル第3ハウスにおける対話やコミュニケーションの調律が促されます。連絡の行き違いに注意しつつ、身近な人々へ感謝や思いやりの言葉を丁寧に伝える時期です。言葉選びを優しく整え直すことで、身近な人間関係に温かな安心感が戻ってきます。,100,1
2026_TAURUS_VENUS_SCORPIO_N04,2026,40,VENUS,retrograde_start,SCORPIO,SCORPIO,ANY,ANY,ANY,ANY,4,transit_calendar,VENUS:retrograde_start:SCORPIO,exact_day,{event_date}頃、金星が逆行に入り、あなたのネイタル第4ハウスである家庭環境や住まいの心地よさを見つめ直す時間となります。居心地の悪さを感じていた生活空間を整えたり、家族との関わり方を穏やかに見直す好機です。身近な私生活に丁寧な手入れを施すことで、心休まる拠点が完成します。,100,1
2026_TAURUS_VENUS_SCORPIO_N05,2026,40,VENUS,retrograde_start,SCORPIO,SCORPIO,ANY,ANY,ANY,ANY,5,transit_calendar,VENUS:retrograde_start:SCORPIO,exact_day,{event_date}頃、金星が逆行を開始し、あなたのネイタル第5ハウスが司る趣味や愛情表現のペースダウンを促します。他者からの評価を求める創作ではなく、純粋に自分が楽しむ原点に立ち返る時期です。過去に夢中になった活動を再び味わい直すことで、豊かな感性と情熱が静かに蘇ります。,100,1
2026_TAURUS_VENUS_SCORPIO_N06,2026,40,VENUS,retrograde_start,SCORPIO,SCORPIO,ANY,ANY,ANY,ANY,6,transit_calendar,VENUS:retrograde_start:SCORPIO,exact_day,{event_date}頃、金星が逆行に入り、あなたのネイタル第6ハウスである日々の実務環境や体調管理の丁寧な見直しが進みます。無理な作業ペースを緩め、身体に優しい生活習慣やデスク周りの快適さを整える好期です。日常のルーティンを心地よく整えることが、疲弊を防ぎ安定した元気を支えます。,100,1
2026_TAURUS_VENUS_SCORPIO_N07,2026,40,VENUS,retrograde_start,SCORPIO,SCORPIO,ANY,ANY,ANY,ANY,7,transit_calendar,VENUS:retrograde_start:SCORPIO,exact_day,{event_date}頃、金星が逆行を開始し、牡牛座の対人領域である蠍座からネイタル第7ハウスのパートナーシップを再調整します。表面的な調和を保つための無理をやめ、お互いの本音や感謝を静かに伝え合う時期です。丁寧に対話を重ねることで、より深い信頼関係への橋渡しとなります。,100,1
2026_TAURUS_VENUS_SCORPIO_N08,2026,40,VENUS,retrograde_start,SCORPIO,SCORPIO,ANY,ANY,ANY,ANY,8,transit_calendar,VENUS:retrograde_start:SCORPIO,exact_day,{event_date}頃、金星が逆行に入り、あなたのネイタル第8ハウスが司る共有資産や深い結びつきの見直しが促されます。金銭の貸し借りや親密な間柄における取り決めを丁寧に点検し、曖昧さを解消する好機です。誠実に向き合うことで、お互いの信頼関係がより健全で強固なものへと整います。,100,1
2026_TAURUS_VENUS_SCORPIO_N09,2026,40,VENUS,retrograde_start,SCORPIO,SCORPIO,ANY,ANY,ANY,ANY,9,transit_calendar,VENUS:retrograde_start:SCORPIO,exact_day,{event_date}頃、金星が逆行を開始し、あなたのネイタル第9ハウスにおける人生観や探求のペースを落ち着かせます。過去に学んだ知識や哲学をじっくりと復習し、自分の心に本当に響く知恵を再確認する時期です。焦って先を急がず、自らの理念を深く味わい直すことが将来の確かな指針となります。,100,1
2026_TAURUS_VENUS_SCORPIO_N10,2026,40,VENUS,retrograde_start,SCORPIO,SCORPIO,ANY,ANY,ANY,ANY,10,transit_calendar,VENUS:retrograde_start:SCORPIO,exact_day,{event_date}頃、金星が逆行に入り、あなたのネイタル第10ハウスであるキャリアや対外的な役割の再評価が行われます。目先の成果を追うよりも、これまでの仕事の進め方や周囲への接し方を丁寧に振り返る好期です。周囲への誠実な気配りを思い出すことが、長期的な信頼と評価を守る力となります。,100,1
2026_TAURUS_VENUS_SCORPIO_N11,2026,40,VENUS,retrograde_start,SCORPIO,SCORPIO,ANY,ANY,ANY,ANY,11,transit_calendar,VENUS:retrograde_start:SCORPIO,exact_day,{event_date}頃、金星が逆行を開始し、あなたのネイタル第11ハウスの交友関係やコミュニティでの関わり方を見直す時期となります。義理での付き合いを見直し、心から安心できる旧友や大切な仲間との時間を優先してください。人間関係の風通しを良くすることが、未来への希望を健やかに育みます。,100,1
2026_TAURUS_VENUS_SCORPIO_N12,2026,40,VENUS,retrograde_start,SCORPIO,SCORPIO,ANY,ANY,ANY,ANY,12,transit_calendar,VENUS:retrograde_start:SCORPIO,exact_day,{event_date}頃、金星が逆行に入り、あなたのネイタル第12ハウスである内面の世界に静かな癒やしと過去の浄化をもたらします。過去の人間関係のしがらみや後悔を優しく許し、心の中のこだわりを手放す時間です。静かな休息を慈しみ心を穏やかに整えることで、新しい愛を受け入れる準備が整います。,100,1
2026_GEMINI_NEPTUNE_ARIES_N01,2026,10,NEPTUNE,sign_ingress,PISCES,ARIES,ANY,ANY,ANY,ANY,1,transit_calendar,NEPTUNE:sign_ingress:ARIES,exact_day,{event_date}頃、海王星が牡羊座へ入り、双子座のあなたにとって未来の希望を司る領域とネイタル第1ハウスが連動します。同じ志を持つ仲間との出会いを通じて、自らの生き方や存在感に新しいインスピレーションが満ちる時期です。型にはまった自己像を手放し、自由で純粋な理想を掲げることで、あなた本来の魅力が伸びやかに輝きます。,100,1
2026_GEMINI_NEPTUNE_ARIES_N02,2026,10,NEPTUNE,sign_ingress,PISCES,ARIES,ANY,ANY,ANY,ANY,2,transit_calendar,NEPTUNE:sign_ingress:ARIES,exact_day,{event_date}頃、海王星が牡羊座へ移行し、あなたのネイタル第2ハウスが司る資質や経済観に作用します。仲間との共同プロジェクトや社会的な理想が、自らの才能を発揮する新たな契機となる時期です。目先の利益を急ぐよりも、多くの人々の喜びに繋がる価値をじっくりと育てる姿勢が、将来の確かな豊かさを引き寄せます。,100,1
2026_GEMINI_NEPTUNE_ARIES_N03,2026,10,NEPTUNE,sign_ingress,PISCES,ARIES,ANY,ANY,ANY,ANY,3,transit_calendar,NEPTUNE:sign_ingress:ARIES,exact_day,{event_date}頃、海王星が牡羊座へ入り、あなたのネイタル第3ハウスにおける学びや発信に温かな感性をもたらします。共通の理想を持つ人々との対話が活発になり、共感を呼ぶ言葉選びや柔軟な思考が磨かれる好機です。身近な情報交換を温かく重ねることで、豊かなネットワークと心強い協力関係が育まれていきます。,100,1
2026_GEMINI_NEPTUNE_ARIES_N04,2026,10,NEPTUNE,sign_ingress,PISCES,ARIES,ANY,ANY,ANY,ANY,4,transit_calendar,NEPTUNE:sign_ingress:ARIES,exact_day,{event_date}頃、海王星が牡羊座へ移行し、あなたのネイタル第4ハウスである生活の拠点や家庭環境に安らぎを運びます。仲間との集いや私生活の空間において、無理な緊張を解きほぐし、心からリラックスできる場を整える時期です。身近な居場所を心地よく整えることが、外の世界へ向かうための穏やかな活力を支えます。,100,1
2026_GEMINI_NEPTUNE_ARIES_N05,2026,10,NEPTUNE,sign_ingress,PISCES,ARIES,ANY,ANY,ANY,ANY,5,transit_calendar,NEPTUNE:sign_ingress:ARIES,exact_day,{event_date}頃、海王星が牡羊座へ入り、あなたのネイタル第5ハウスが司る創作意欲や趣味の舞台を刺激します。未来への夢や仲間との語り合いから豊かなインスピレーションを受け取り、独自の自己表現に打ち込める実り多き時期です。自らの感性を素直に形にしていくことが、日常に大きな喜びと生きがいをもたらします。,100,1
2026_GEMINI_NEPTUNE_ARIES_N06,2026,10,NEPTUNE,sign_ingress,PISCES,ARIES,ANY,ANY,ANY,ANY,6,transit_calendar,NEPTUNE:sign_ingress:ARIES,exact_day,{event_date}頃、海王星が牡羊座へ移行し、あなたのネイタル第6ハウスである日々の実務や健康習慣に配慮を促します。仲間への協力に夢中になるあまり無理を重ねていないか、生活リズムを優しく見直すべきタイミングです。身体の声を大切にし、心身に優しい作業ペースを整えることが安定した元気を保ちます。,100,1
2026_GEMINI_NEPTUNE_ARIES_N07,2026,10,NEPTUNE,sign_ingress,PISCES,ARIES,ANY,ANY,ANY,ANY,7,transit_calendar,NEPTUNE:sign_ingress:ARIES,exact_day,{event_date}頃、海王星が牡羊座へ入り、あなたのネイタル第7ハウスの対人関係に精神的な調和をもたらします。同じ理想を分かち合える心強い理解者との出会いや、パートナーとの絆の深まりが期待できる時期です。お互いの自由を尊重しながら温かく支え合うことで、生涯にわたる深い信頼関係が育ちます。,100,1
2026_GEMINI_NEPTUNE_ARIES_N08,2026,10,NEPTUNE,sign_ingress,PISCES,ARIES,ANY,ANY,ANY,ANY,8,transit_calendar,NEPTUNE:sign_ingress:ARIES,exact_day,{event_date}頃、海王星が牡羊座へ移行し、あなたのネイタル第8ハウスが司る共有の絆や心理的テーマに作用します。一人で抱え込んでいた責任や義務感を仲間と分かち合い、柔軟に助け合う心地よさを実感できる時期です。素直に心を開き他者に頼ることで、深い精神的安心感と再生のエネルギーを得られます。,100,1
2026_GEMINI_NEPTUNE_ARIES_N09,2026,10,NEPTUNE,sign_ingress,PISCES,ARIES,ANY,ANY,ANY,ANY,9,transit_calendar,NEPTUNE:sign_ingress:ARIES,exact_day,{event_date}頃、海王星が牡羊座へ入り、あなたのネイタル第9ハウスにおける人生観や探求心を大きく広げます。仲間と共に社会的な理想や専門知識を深め、より広い視野から世界を見つめ直す好機です。既存の常識にとらわれない柔軟な探求が、これからの未来を切り拓く確かな指針となるでしょう。,100,1
2026_GEMINI_NEPTUNE_ARIES_N10,2026,10,NEPTUNE,sign_ingress,PISCES,ARIES,ANY,ANY,ANY,ANY,10,transit_calendar,NEPTUNE:sign_ingress:ARIES,exact_day,{event_date}頃、海王星が牡羊座へ移行し、あなたのネイタル第10ハウスであるキャリアや社会的立場に新たなビジョンを吹き込みます。単なる義務や地位のためではなく、志を同じくする人々と共に未来を創る仕事に取り組む意欲が湧く時期です。誠実な理想を胸に役割を果たすことが、確かな社会的信頼へと繋がります。,100,1
2026_GEMINI_NEPTUNE_ARIES_N11,2026,10,NEPTUNE,sign_ingress,PISCES,ARIES,ANY,ANY,ANY,ANY,11,transit_calendar,NEPTUNE:sign_ingress:ARIES,exact_day,{event_date}頃、海王星が牡羊座へ入り、あなたのネイタル第11ハウスである交友関係やコミュニティに温かな広がりをもたらします。世代や肩書きを越えて、心から共感し合える真の仲間との絆が結ばれる実り豊かな時期です。開かれた心で連帯を深めることが、未来への希望を力強く育てていきます。,100,1
2026_GEMINI_NEPTUNE_ARIES_N12,2026,10,NEPTUNE,sign_ingress,PISCES,ARIES,ANY,ANY,ANY,ANY,12,transit_calendar,NEPTUNE:sign_ingress:ARIES,exact_day,{event_date}頃、海王星が牡羊座へ移行し、あなたのネイタル第12ハウスである内面の世界に深い浄化と安らぎをもたらします。仲間との活動の背後で、過去のこだわりや見えない不安が静かに溶け去り、心の静けさが戻ってきます。一人の静かな時間を大切にすることが、内なる活力を健やかに養います。,100,1
2026_GEMINI_SATURN_ARIES_N01,2026,10,SATURN,sign_ingress,PISCES,ARIES,ANY,ANY,ANY,ANY,1,transit_calendar,SATURN:sign_ingress:ARIES,exact_day,{event_date}頃、土星が牡羊座へ入り、双子座のあなたの未来への志を現実化する流れとネイタル第1ハウスが連動します。理想をただ語るだけでなく、自らの生き方や態度に責任を持ち、確固たる信念を体現していく時期です。地道な努力を積み重ねることで、周囲から信頼されるブレない軸が確立されます。,100,1
2026_GEMINI_SATURN_ARIES_N02,2026,10,SATURN,sign_ingress,PISCES,ARIES,ANY,ANY,ANY,ANY,2,transit_calendar,SATURN:sign_ingress:ARIES,exact_day,{event_date}頃、土星が牡羊座へ移行し、あなたのネイタル第2ハウスが司る資産や才能の現実に健全な規律をもたらします。仲間との活動や将来の計画を、無理のない資金計画や現実的な実力に基づいて着実に形にしていく時期です。手元の資産や才能を堅実に管理することが、将来の安心を支える基盤となります。,100,1
2026_GEMINI_SATURN_ARIES_N03,2026,10,SATURN,sign_ingress,PISCES,ARIES,ANY,ANY,ANY,ANY,3,transit_calendar,SATURN:sign_ingress:ARIES,exact_day,{event_date}頃、土星が牡羊座へ入り、あなたのネイタル第3ハウスにおける対話や学びに規律をもたらします。思いつきの発言を控え、事実を確かめながら誠実な言葉を交わすことで、周囲との信頼関係が一層強固になる時期です。身近な人々との約束を確実に守る姿勢が、日々の活動を力強く支えます。,100,1
2026_GEMINI_SATURN_ARIES_N04,2026,10,SATURN,sign_ingress,PISCES,ARIES,ANY,ANY,ANY,ANY,4,transit_calendar,SATURN:sign_ingress:ARIES,exact_day,{event_date}頃、土星が牡羊座へ移行し、あなたのネイタル第4ハウスである家庭や生活の拠点をじっくりと再構築します。外での活動や仲間との交流を支えるためにも、私生活のルールや居場所の快適さを整えることが肝要です。足元の基盤を安定させることが、外の世界で挑戦するための揺るぎない土台となります。,100,1
2026_GEMINI_SATURN_ARIES_N05,2026,10,SATURN,sign_ingress,PISCES,ARIES,ANY,ANY,ANY,ANY,5,transit_calendar,SATURN:sign_ingress:ARIES,exact_day,{event_date}頃、土星が牡羊座へ入り、あなたのネイタル第5ハウスが司る創作意欲や自己表現に責任ある形を与えます。一過性の楽しみに流されず、時間と手間をかけて独自の作品や活動を丁寧に完成させる時期です。好きなことに真摯に向き合う姿勢が、周囲からの確固たる評価と実績へと結実していきます。,100,1
2026_GEMINI_SATURN_ARIES_N06,2026,10,SATURN,sign_ingress,PISCES,ARIES,ANY,ANY,ANY,ANY,6,transit_calendar,SATURN:sign_ingress:ARIES,exact_day,{event_date}頃、土星が牡羊座へ移行し、あなたのネイタル第6ハウスである日々の実務や働き方に健全な規律をもたらします。引き受ける役割を整理し、作業手順を効率化して心身の負担を減らす好機です。睡眠や食事のリズムを整え、無理のない生活習慣を定着させることが安定した成果を支えます。,100,1
2026_GEMINI_SATURN_ARIES_N07,2026,10,SATURN,sign_ingress,PISCES,ARIES,ANY,ANY,ANY,ANY,7,transit_calendar,SATURN:sign_ingress:ARIES,exact_day,{event_date}頃、土星が牡羊座へ入り、あなたのネイタル第7ハウスの一対一の人間関係やパートナーシップに対等な規律を求めます。共通の目標に向けて背中を預け合える、誠実で頼もしい協力関係を築く時期です。お互いの責任や役割を明確に対話して確認し合うことで、生涯にわたる絆が確立されます。,100,1
2026_GEMINI_SATURN_ARIES_N08,2026,10,SATURN,sign_ingress,PISCES,ARIES,ANY,ANY,ANY,ANY,8,transit_calendar,SATURN:sign_ingress:ARIES,exact_day,{event_date}頃、土星が牡羊座へ移行し、あなたのネイタル第8ハウスが司る共有財産や深い絆の整理を促します。仲間との共同活動における資金管理や責任の所在を明確にし、透明性の高いルールを定めていく好機です。誠実に義務に向き合うことで、精神的にも物質的にも揺るぎない土台が築かれます。,100,1
2026_GEMINI_SATURN_ARIES_N09,2026,10,SATURN,sign_ingress,PISCES,ARIES,ANY,ANY,ANY,ANY,9,transit_calendar,SATURN:sign_ingress:ARIES,exact_day,{event_date}頃、土星が牡羊座へ入り、あなたのネイタル第9ハウスにおける専門的な探求や人生観の体系化を後押しします。抽象的な議論にとどまらず、実践的な知恵や資格の取得に腰を据えて取り組むべき時期です。高い理念を日々の行動指針として定着させることが、将来の確かな羅針盤となります。,100,1
2026_GEMINI_SATURN_ARIES_N10,2026,10,SATURN,sign_ingress,PISCES,ARIES,ANY,ANY,ANY,ANY,10,transit_calendar,SATURN:sign_ingress:ARIES,exact_day,{event_date}頃、土星が牡羊座へ移行し、あなたのネイタル第10ハウスであるキャリアや社会的立場に確固たる実績と信用を求めます。社会的な責任を自覚し、任されたプロジェクトに誠実に向き合い続けることで、確固たる評価が確立されます。誇りを持って役割を全うすることが飛躍の土台となります。,100,1
2026_GEMINI_SATURN_ARIES_N11,2026,10,SATURN,sign_ingress,PISCES,ARIES,ANY,ANY,ANY,ANY,11,transit_calendar,SATURN:sign_ingress:ARIES,exact_day,{event_date}頃、土星が牡羊座へ入り、あなたのネイタル第11ハウスの交友関係やコミュニティに選別の風を吹き込みます。表面的な人付き合いを整理し、同じ志を持つ真の仲間との結束を固める時期です。現実的な共通目標に向かって着実に歩調を合わせることが、未来を切り拓く力となります。,100,1
2026_GEMINI_SATURN_ARIES_N12,2026,10,SATURN,sign_ingress,PISCES,ARIES,ANY,ANY,ANY,ANY,12,transit_calendar,SATURN:sign_ingress:ARIES,exact_day,{event_date}頃、土星が牡羊座へ移行し、あなたのネイタル第12ハウスである内面の世界に過去の総括と浄化を促します。成果を焦らず、長年抱えてきた心の中の不安や執着を静かに手放す時間です。一人の静かな時間を慈しみ内面を整えることが、やがて訪れる新たなスタートの確かな準備となります。,100,1
2026_GEMINI_URANUS_GEMINI_N01,2026,20,URANUS,sign_ingress,TAURUS,GEMINI,ANY,ANY,ANY,ANY,1,transit_calendar,URANUS:sign_ingress:GEMINI,exact_day,{event_date}頃、天王星があなた自身の星座である双子座へ入り、ネイタル第1ハウスで人生の一大リニューアルが始まります。古い常識や自分を縛っていた枠を軽やかに脱ぎ捨て、真新しい個性と生き方を堂々と打ち出せる絶好の好機です。自らの知性と直感を信じて行動することで、鮮烈な魅力が輝き出します。,100,1
2026_GEMINI_URANUS_GEMINI_N02,2026,20,URANUS,sign_ingress,TAURUS,GEMINI,ANY,ANY,ANY,ANY,2,transit_calendar,URANUS:sign_ingress:GEMINI,exact_day,{event_date}頃、天王星が双子座へ移行し、あなたのネイタル第2ハウスの収入手段や才能の活かし方に革新をもたらします。最新のツールや新しい知識を取り入れることで、自らの知性を新たな収入の道へと結びつけやすくなります。柔軟に可能性を広げることが、確かな経済的自立へと繋がります。,100,1
2026_GEMINI_URANUS_GEMINI_N03,2026,20,URANUS,sign_ingress,TAURUS,GEMINI,ANY,ANY,ANY,ANY,3,transit_calendar,URANUS:sign_ingress:GEMINI,exact_day,{event_date}頃、天王星が双子座へ入り、あなたのネイタル第3ハウスにおける学びやコミュニケーションを一気に活性化させます。関心のあるテーマを素早く吸収し、独自の視点を交えて軽やかに発信できる実り豊かな時期です。フットワーク軽く人脈を広げることで、日常の視界が大きく開けていきます。,100,1
2026_GEMINI_URANUS_GEMINI_N04,2026,20,URANUS,sign_ingress,TAURUS,GEMINI,ANY,ANY,ANY,ANY,4,transit_calendar,URANUS:sign_ingress:GEMINI,exact_day,{event_date}頃、天王星が双子座へ移行し、あなたのネイタル第4ハウスである住まいや私生活に心地よい変化を運びます。従来の暮らし方に縛られず、便利でスマートな工夫を取り入れて住環境を快適に整えられる好期です。私生活の自由度を高めることが、外での挑戦を支える活力の源泉となります。,100,1
2026_GEMINI_URANUS_GEMINI_N05,2026,20,URANUS,sign_ingress,TAURUS,GEMINI,ANY,ANY,ANY,ANY,5,transit_calendar,URANUS:sign_ingress:GEMINI,exact_day,{event_date}頃、天王星が双子座へ入り、あなたのネイタル第5ハウスが司る創作意欲や趣味の舞台を刺激します。独自のアイデアやユニークな表現を伸び伸びと形にしていける実り豊かな時期です。周囲の目を気にせず心からワクワクする活動に打ち込むことで、日常に大きな喜びと充実感が満ちていきます。,100,1
