Template_ID,Month_ID,Section_Order,Planet,Event_Type,Transit_Sign_From,Transit_Sign_To,Solar_House_From,Solar_House_To,Natal_House_From,Natal_House_To,Natal_House_At_Event,Date_Source,Date_Key,Date_Precision,Paragraph_Template,Priority,Active_Flag
2026_10_SIGN_SUN_LIBRA_SCORPIO_S07_S08_N07,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,7,8,ANY,ANY,7,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,{event_date}、太陽が天秤座から蠍座へ移ると、一対一の関係を築く段階から、相手と深い心理的絆や約束を交わす時期へ進みます。お互いの弱さも受け入れながら真摯に向き合うことで、揺らぎにくい安定した信頼関係をじっくりと育んでいけます。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S07_S08_N08,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,7,8,ANY,ANY,8,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,太陽の天秤座から蠍座への移動が起こる{event_date}から、対話を通じて調整していた流れが、深層心理の浄化や託された重責を果たす方向へ深まります。古い執着や恐れを手放し、他者との真の協力関係を受け入れることで、内側から力強い再生の活力が湧いてきます。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S07_S08_N09,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,7,8,ANY,ANY,9,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,{event_date}に太陽が天秤座から蠍座へ入ると、相手とビジョンを共有していた時期から、専門的な研究や心理的な探究を深く掘り下げる段階へ進みます。目に見える現象の奥にある本質的な真理を究める姿勢が、精神的な視野を大きく広げ、確固たる信念を育てます。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S07_S08_N10,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,7,8,ANY,ANY,10,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,太陽が天秤座から蠍座へ移る{event_date}を境に、提携関係を結んでいた流れから、組織の重要リソースや機密、重大な責任を預かる段階へ移ります。高い倫理観と透明性を持って職務を全うすることで、周囲からの絶大な信用と確固たる社会的評価を築けます。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S07_S08_N11,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,7,8,ANY,ANY,11,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,{event_date}、太陽が天秤座から蠍座へ移ることで、仲間と広く協力していた時期から、志を同じくする中核メンバーと深い絆やリソースを共有する段階へ入ります。本音で助け合える強固な結束を育むことで、未来に向けたプロジェクトが揺るぎない力で前進します。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S07_S08_N12,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,7,8,ANY,ANY,12,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,太陽が天秤座から蠍座へ入る{event_date}以降、相手と向き合っていた状態から、一人静かに心の奥底にある感情を受け止めて整理する流れへ進みます。過去の葛藤や執着を落ち着いて手放すことで、深層意識が澄みわたり、深い平穏と新たな活力が戻ってきます。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S08_S09_N01,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,8,9,ANY,ANY,1,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,{event_date}に太陽が天秤座から蠍座へ移ると、他者との深い関わりや重責に向き合っていた時期から、自らの視野を大きく広げて未来へ進む段階へ切り替わります。狭い枠にとらわれず、新たな学びや未知の挑戦に目を向けることで、前進する自信と活力が湧いてきます。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S08_S09_N02,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,8,9,ANY,ANY,2,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,太陽が天秤座から蠍座へ入る{event_date}を境に、共同財産の管理に集中していた流れから、専門的なスキルや高度な知識へ自己投資する段階へ進みます。将来にわたって役立つ知見を身につけることで、経済的な基盤と自己価値をより強固なものにできるでしょう。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S08_S09_N03,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,8,9,ANY,ANY,3,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,{event_date}、太陽が蠍座へ移動することで、内省的な課題に向き合っていた段階から、知的なコミュニケーションや広い視野での対話を深める流れへ入ります。専門的な知識を分かりやすく発信し、周囲との丁寧な情報共有を心がけることで、知的交流の輪が穏やかに広がっていきます。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S08_S09_N04,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,8,9,ANY,ANY,4,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,家庭内の深い問題や共有事項を整理していた意識は、太陽が天秤座から蠍座へ移る{event_date}から、住まいや家族の暮らしに高い教養や精神的なゆとりを取り入れる方向へシフトします。広い視野で生活を見つめ直すことが、家庭内に安心感と前向きな希望をもたらします。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S08_S09_N05,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,8,9,ANY,ANY,5,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,{event_date}に太陽が天秤座から蠍座へ入ることで、ストイックに没頭していた時期から、高度なテーマ性や哲学を取り入れた独自の創作活動へ移行します。自らの深い情熱と教養を融合させた表現が、周囲に強い感銘を与え、活動の可能性を大きく広げてくれます。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S08_S09_N06,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,8,9,ANY,ANY,6,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,太陽が天秤座から蠍座へ移る{event_date}以降、共有業務の調整に追われていたペースから、専門的なノウハウを活用して実務フローを体系的に整える段階へ変わります。理論に基づいた合理的な改善を進めることで、作業効率が大幅に向上し負担が軽減されます。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S08_S09_N07,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,8,9,ANY,ANY,7,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,{event_date}、太陽が天秤座から蠍座へ移ると、二人だけの深い絆を結んでいた段階から、パートナーと共に人生の理想や将来のビジョンを語り合う時期へ進みます。互いの知見や世界観を尊重し合うことで、対等で刺激的な協力関係がより強固に育まれます。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S08_S09_N08,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,8,9,ANY,ANY,8,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,太陽の天秤座から蠍座への移動が起こる{event_date}から、心理的な葛藤に向き合っていた流れが、精神的な真理や専門知識を深く探究する方向へ昇華されます。表面的な現象を超えて物事の本質を客観的に理解することで、心の奥底から確固たる安心感と解放感を得られます。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S08_S09_N09,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,8,9,ANY,ANY,9,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,{event_date}に太陽が天秤座から蠍座へ入ると、内省的な探究を深めていた時期から、自らの専門性や哲学を確立し、世界へ発信していく段階へ進みます。高い理想を掲げて知を究める姿勢が、自らの人生を導く力強い羅針盤となり、確かな自信をもたらします。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S08_S09_N10,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,8,9,ANY,ANY,10,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,太陽が天秤座から蠍座へ移る{event_date}を境に、組織の責任を預かっていた流れから、専門知識やグローバルな視野を活かしてキャリアを大きく躍進させる段階へ移ります。長期的ビジョンに基づいたリーダーシップを発揮することで、確固たる実績と名声を築けます。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S08_S09_N11,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,8,9,ANY,ANY,11,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,{event_date}、太陽が天秤座から蠍座へ移ることで、特定の人と深く連携していた時期から、高い志を持つ仲間やコミュニティと未来の理想を共創する段階へ入ります。多様な意見を尊重し合いながら知恵を出し合うことで、希望ある活動が一気に加速していきます。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S08_S09_N12,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,8,9,ANY,ANY,12,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,太陽が天秤座から蠍座へ入る{event_date}以降、過去の重荷を手放していた状態から、静かに哲学的な思索を深め魂の英知を培う流れへ進みます。世間の喧騒から離れて宇宙や人生の大きな流れに思いを馳せることで、澄み切った心の静寂と確信を取り戻せます。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S09_S10_N01,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,9,10,ANY,ANY,1,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,{event_date}に太陽が天秤座から蠍座へ移ると、知的な探究や準備に注力していた時期から、自らの実力を社会の表舞台で発揮し責任を果たす段階へ切り替わります。主体的なリーダーシップを発揮し目標に向かって堂々と行動することで、確固たる存在感と実績を築けます。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S09_S10_N02,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,9,10,ANY,ANY,2,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,太陽が天秤座から蠍座へ入る{event_date}を境に、学びへの投資を進めていた流れから、培った専門知識を仕事の現場で活かして確実な収入や報酬へ結びつける段階へ進みます。自らの提供する価値を正当に評価させる姿勢が、経済的な安定とプロの自信を支えます。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S09_S10_N03,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,9,10,ANY,ANY,3,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,{event_date}、太陽が天秤座から蠍座へ移動することで、広い視野で情報収集していた状態から、業務上の意思決定や重要な交渉を迅速に行う流れへ入ります。要点を押さえた的確な発信と誠実な対話を徹底することで、組織内での信頼とプロジェクトの推進力が高まります。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S09_S10_N04,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,9,10,ANY,ANY,4,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,精神的な思索を深めていた流れは、太陽が天秤座から蠍座へ移る{event_date}から、仕事での責任ある役割と家庭生活の調和を現実的に整える方向へシフトします。オンとオフの切り替えを明確にし、生活の足元を安定させることが、社会的な重責を果たす集中力を生み出します。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S09_S10_N05,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,9,10,ANY,ANY,5,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,{event_date}に太陽が天秤座から蠍座へ入ることで、感性を磨いていた時期から、独自のアイデアや創作物を公の場で堂々と発表し評価を受ける段階へ移行します。自らの情熱を込めた提案が周囲の共感を呼び、仕事や社会的な活動において大きな注目を集められるでしょう。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S09_S10_N06,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,9,10,ANY,ANY,6,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,太陽が天秤座から蠍座へ移る{event_date}以降、理論を学んでいたペースから、日々の実務手順を徹底的に合理化し目に見える成果を積み重ねる段階へ変わります。細部への配慮とミスのない丁寧な仕事を積み重ねることで、現場での評価が確固たるものになります。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S09_S10_N07,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,9,10,ANY,ANY,7,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,{event_date}に太陽が蠍座へ移ると、構想を広げていた段階から、協業相手や関係者と共に現実的な成果を目指す実務の段階へ進みます。対等な対話を通じてお互いの役割と強みを明確に分担することで、単独では難しい複合的な取り組みを着実に前進させられます。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S09_S10_N08,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,9,10,ANY,ANY,8,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,太陽の天秤座から蠍座への移動が起こる{event_date}から、視野を広げていた流れが、組織の重要資金や機密、託された重大な職務に責任を持って向き合う方向へ深まります。高い倫理観を持って透明な管理を貫くことで、周囲からの絶大な信用を勝ち得ることができます。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S09_S10_N09,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,9,10,ANY,ANY,9,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,{event_date}に太陽が天秤座から蠍座へ入ると、専門知識をインプットしていた時期から、自らの専門性を発揮して事業やプロジェクトを力強く牽引する段階へ進みます。長期的ビジョンに基づいた的確な戦略を提示することで、指導者としての地位が確立されていきます。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S09_S10_N10,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,9,10,ANY,ANY,10,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,太陽が天秤座から蠍座へ移る{event_date}を境に、学びの総括を終え、キャリアにおける重要な目標達成や社会的責務のピークに向き合う段階へ移ります。強い責任感を持って先頭に立ち結果を出し続けることで、プロフェッショナルとしての名声を確固たるものにできます。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S09_S10_N11,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,9,10,ANY,ANY,11,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,{event_date}、太陽が天秤座から蠍座へ移ることで、仲間とビジョンを共有していた時期から、チームを率いて社会的なプロジェクトを具現化する段階へ入ります。みんなの強みを結集した連携を主導することで、社会に大きな影響を与える素晴らしい成果を達成できます。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S09_S10_N12,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,9,10,ANY,ANY,12,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,太陽が天秤座から蠍座へ入る{event_date}以降、精神的な探究を深めていた状態から、これまでのキャリアや社会的役割を静かに総括し次への準備を整える流れへ進みます。余計な気負いを手放し、内なる使命感を再確認することで、魂の深い充実感と安らぎを得られます。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S10_S11_N01,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,10,11,ANY,ANY,1,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,{event_date}に太陽が天秤座から蠍座へ移ると、社会的な役割や重責に集中していた時期から、仲間と共に未来のビジョンを描く自由な段階へ切り替わります。肩書や義務感から解放され、志を同じくする人々とフラットに交流することで、心躍る前進の活力が湧いてきます。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S10_S11_N02,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,10,11,ANY,ANY,2,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,太陽が天秤座から蠍座へ入る{event_date}を境に、仕事上の報酬や評価を追求していた流れから、コミュニティ活動や共同プロジェクトへの投資へ意識が移ります。仲間とリソースを持ち寄り将来に向けた仕組みを育てることで、持続可能な安心感と豊かさを得られます。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S10_S11_N03,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,10,11,ANY,ANY,3,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,{event_date}、太陽が天秤座から蠍座へ移動することで、公的な報告や交渉が中心だった状態から、友人や仲間との活発な意見交換・対話を楽しむ流れへ入ります。オープンで誠実なコミュニケーションを重ねるほど、知的なネットワークが広がり新鮮なアイデアが湧きます。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S10_S11_N04,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,10,11,ANY,ANY,4,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,外での社会的責任を果たしていた意識は、太陽が天秤座から蠍座へ移る{event_date}から、気心の知れた仲間やコミュニティとの温かい時間を大切にする方向へシフトします。アットホームな居場所で仲間と語り合うことが、心の拠り所となり日々の生活を安定させます。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S10_S11_N05,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,10,11,ANY,ANY,5,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,{event_date}に太陽が天秤座から蠍座へ入ることで、評価のために成果を出していた時期から、仲間と共に純粋に楽しみながら創作やイベントを共創する段階へ移行します。お互いの個性や才能を認め合うことで、日常に心躍る喜びと豊かなインスピレーションが満ちます。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S10_S11_N06,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,10,11,ANY,ANY,6,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,太陽が天秤座から蠍座へ移る{event_date}以降、業務タスクを一人でこなしていたペースから、チームや仲間と役割を分担し協力して進める段階へ変わります。メンバーの得意分野を活かした連携を整えることで、個人の負担が軽減され全体の推進力が大幅に向上します。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S10_S11_N07,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,10,11,ANY,ANY,7,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,{event_date}、太陽が天秤座から蠍座へ移ると、公的な契約関係を重視していた段階から、仲間の中から深い信頼で結ばれたパートナーシップを築く時期へ進みます。対等な立場で互いの理想を語り合うことで、未来に向けた強固なタッグと確かな絆が確立されます。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S10_S11_N08,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,10,11,ANY,ANY,8,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,太陽の天秤座から蠍座への移動が起こる{event_date}から、社会的地位を守ることに注力していた流れが、仲間と深い志や共有リソースを分かち合う方向へ深まります。透明性の高い協力関係を再構築することで、精神的な重荷から解放され、大きな勇気と再生の力を得られます。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S10_S11_N09,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,10,11,ANY,ANY,9,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,{event_date}に太陽が天秤座から蠍座へ入ると、仕事の専門性を発揮していた時期から、高い理念を持つ仲間と共に学び未来の計画を構想する段階へ進みます。多様な知見を分かち合い高め合うことで、精神的な視野が大きく広がり、希望に満ちた指針が定まります。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S10_S11_N10,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,10,11,ANY,ANY,10,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,太陽が天秤座から蠍座へ移る{event_date}を境に、個人のキャリア実績を追う段階から、業界ネットワークや社会的なコミュニティと連携して大きな変革を起こす段階へ移ります。チームワークを重視したリーダーシップが、多くの人々の賛同と確固たる信用を集めます。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S10_S11_N11,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,10,11,ANY,ANY,11,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,{event_date}、太陽が天秤座から蠍座へ移ることで、重責を担っていた時期から、理想の未来を仲間と共創する自由で希望に満ちた段階へ入ります。周囲と手を取り合って前進することで、一人では難しかった有意義な成果や展望を形にしやすくなります。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S10_S11_N12,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,10,11,ANY,ANY,12,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,太陽が天秤座から蠍座へ入る{event_date}以降、社会的な緊張感を保っていた状態から、仲間との交流を通じて心を解きほぐし静かに内省を深める流れへ進みます。感謝の気持ちで人とのつながりを受け止めることで、心が深く癒やされ、次への清らかな活力が満ちてきます。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S11_S12_N01,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,11,12,ANY,ANY,1,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,{event_date}に太陽が天秤座から蠍座へ移ると、仲間との活発な交流や未来の計画から一歩引き、自らの心身を深く休める静かな段階へ切り替わります。無理に外へ出かけず、一人の時間を大切にして自分をいたわることで、内なるエネルギーが澄み切った形で満ちてきます。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S11_S12_N02,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,11,12,ANY,ANY,2,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,太陽が蠍座へ入る{event_date}に、グループ活動への参加から、自身の内面的な安心感や生活基盤を静かに整える段階へ進みます。目先の支出や予定を整理し、落ち着いた環境で日々の暮らしを整えることで、精神的なゆとりと安定した基盤を保てます。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S11_S12_N03,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,11,12,ANY,ANY,3,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,{event_date}、太陽が天秤座から蠍座へ移動することで、多くの人々と言葉を交わしていた状態から、静かに読書や思索を深めて知性を整える流れへ入ります。頭の中の思考や感情をノートに書き出して整理することで、直観力が高まり物事の本質が鮮明に見えてきます。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S11_S12_N04,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,11,12,ANY,ANY,4,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,仲間と未来を語り合っていた意識は、太陽が天秤座から蠍座へ移る{event_date}から、住まいを魂の休養の場として心地よく整える方向へシフトします。プライベートな空間で家族や自分自身を優しく労わる時間が、外での活動で受けた緊張を優しく解きほぐしてくれます。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S11_S12_N05,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,11,12,ANY,ANY,5,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,{event_date}に太陽が天秤座から蠍座へ入ることで、仲間と楽しんでいた創作活動を、誰にも邪魔されない自分だけの楽しみとして静かに温める段階へ移行します。周囲の評価にとらわれず感性を自由に遊ばせることで、内面から自然な喜びが湧き上がってきます。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S11_S12_N06,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,11,12,ANY,ANY,6,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,太陽が天秤座から蠍座へ移る{event_date}以降、チームの実務やタスクをこなしていたペースから、無理な日課を減らし心身の健康を最優先にする段階へ変わります。睡眠時間と休息をしっかり確保し、身体を温めるケアを行うことで、慢性的な疲れがすっきりと解消されます。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S11_S12_N07,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,11,12,ANY,ANY,7,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,{event_date}、太陽が天秤座から蠍座へ移ると、多くの人々と関わっていた段階から、大切な人との静かな時間を慈しみ心のわだかまりを手放す時期へ進みます。言葉による議論を避け、心の中で相手への感謝と幸せを祈ることで、お互いの絆がより清らかに深まります。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S11_S12_N08,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,11,12,ANY,ANY,8,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,太陽の天秤座から蠍座への移動が起こる{event_date}から、ネットワーク活動に注力していた流れが、深層心理の浄化や古い心理的重荷を清算する方向へ深まります。過去の葛藤や恐れを静かに手放すことで、無意識の領域がクリアになり、真の再生を果たすことができます。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S11_S12_N09,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,11,12,ANY,ANY,9,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,{event_date}に太陽が天秤座から蠍座へ入ると、仲間と知見を共有していた時期から、一人静かに哲学的な真理や魂の探究に向き合う段階へ進みます。固定観念を手放し、人生の大きな流れに思いを馳せることで、精神的な視野が大きく広がり深い安らぎを得られます。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S11_S12_N10,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,11,12,ANY,ANY,10,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,太陽が天秤座から蠍座へ移る{event_date}を境に、社会的なプロジェクトを推進していた流れから、これまでのキャリアや責任を静かに総括し舞台裏で準備を整える段階へ移ります。世間の喧騒から離れて内なる使命を問い直すことが、次なる飛躍への確かな力となります。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S11_S12_N11,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,11,12,ANY,ANY,11,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,{event_date}、太陽が天秤座から蠍座へ移ることで、仲間と賑やかに活動していた時期から、真に心の通い合う少数の友人を大切にしつつ静かに内省を深める段階へ入ります。無理な付き合いを手放すことで、心に心地よいゆとりが生まれ、真の絆が温かく守られます。,100,1
2026_10_SIGN_SUN_LIBRA_SCORPIO_S11_S12_N12,2026-10,30,SUN,sign_ingress,LIBRA,SCORPIO,11,12,ANY,ANY,12,transit_calendar,SUN:sign_ingress:SCORPIO,exact_day,太陽が天秤座から蠍座へ入る{event_date}以降、対外活動を静かに締めくくり、深層意識を整えて新たなサイクルの準備を迎える落ち着いた時期に入ります。これまでの歩みを振り返り心身を休めることで、澄んだ平穏とともに健やかな再生の力が養われます。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S12_S01_N01,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,12,1,ANY,ANY,1,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}に逆行中の金星が蠍座から天秤座へ戻ると、胸の内に溜め込んでいた好みの違和感や疲れを整理し、自分らしい心地よいバランスを取り戻す段階へ移ります。無理に相手へ合わせず、今の自分が自然体でいられる装いや距離感を確かめ直すことが安心をもたらします。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S12_S01_N02,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,12,1,ANY,ANY,2,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,逆行金星が蠍座から天秤座へ戻る{event_date}を境に、見えない不安から生じていた出費を見直し、自らの資質や持ち物の価値を再確認する流れへ進みます。新しい物を買い足すより、手元にある資源の使い方を点検し、納得のいく支出バランスを整えることが大切です。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S12_S01_N03,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,12,1,ANY,ANY,3,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}、逆行中の金星が蠍座から天秤座へ入ることで、言えずにいた本音を整理し、身近な人との会話で公平な対話を試みる段階へ入ります。一方的な要求を避け、お互いが心地よくやり取りできる連絡頻度や言葉遣いを再調整することで、関係が和らぎます。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S12_S01_N04,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,12,1,ANY,ANY,4,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,内面で気持ちを落ち着かせていた流れは、逆行金星が蠍座から天秤座へ戻る{event_date}から、住まいや家族関係の調和を見つめ直す方向へシフトします。家族への気遣いが過剰になっていなかったか点検し、お互いが自然体でくつろげる空間のバランスを整えましょう。,100,1
