Date,Text_Description
2026/06/30,今日は8:56頃に山羊座で満月を迎え、仕事、責任、長期計画、社会的な役割に関するテーマがはっきり見えやすい日です。同じ朝に水星が蟹座で逆行を始め、過去の連絡、家族や身近な人との会話、感情の行き違いを見直す流れも強まります。1:11頃には月と海王星の緊張があり、朝は曖昧な不安や期待を抱えやすい一方、満月は現実的な成果や責任の所在を照らします。14:52頃には木星が獅子座へ入り、安心や保護のテーマから、表現、創造性、喜びを広げる流れへ切り替わります。20:51頃の月と土星の緊張後はボイドタイムに入るため、夜は無理に結論を急がず、満月で見えた課題を整理するのが安全です。
2026/07/01,今日は月が山羊座を進みますが、前夜20:51頃から翌2日4:32頃の月の水瓶座入りまで長いボイドタイムが続きます。昨日の山羊座満月で見えた責任、仕事、長期計画のテーマを、今日はすぐ新しい決定へ進めるより、整理し、確認し、不要な負担を切り分ける時間にすると安定します。水星は蟹座で逆行中のため、連絡、予定、身近な人との会話は一度立ち止まって確認する姿勢が大切です。木星は獅子座へ入り、これから表現や楽しみを広げる流れが始まっていますが、今日は勢いよく打ち出す前の調整日です。焦らず土台を整えるほど、次の展開が扱いやすくなります。
2026/07/02,今日は4:32頃に月が水瓶座へ入り、昨日までの山羊座満月後の重い整理ムードから、少し距離を取って全体を眺める流れへ切り替わります。朝まではボイドタイムが残るため、早朝の大きな決定は急がず、確認と保留を優先すると安全です。9:04頃には月と火星、12:02頃には月と天王星、13:19頃には月と海王星が調和し、午前から昼過ぎは発想の切り替え、技術的な工夫、直感を使った見直しが進みやすくなります。水星は蟹座で逆行中なので、連絡や予定は一度確認を挟みつつ、客観的な視点で整えると安定します。
2026/07/03,今日は月が水瓶座を進み、自由な発想、仲間との共有、少し離れた視点からの見直しに向く日です。8:48頃には月と土星が調和し、朝はアイデアを現実的なルールや手順へ落とし込みやすくなります。その後は翌4日15:30頃の月の魚座入りまで長いボイドタイムに入るため、日中以降は新しい決定を増やすより、下書き、検証、既存の計画の調整に向いています。水星逆行中でもあるため、連絡の行き違いや見落としには丁寧な確認を。昨日のひらめきを、今日はすぐ確定せず、使える形だけを残す流れです。
2026/07/04,今日は15:30頃まで月が水瓶座のボイドタイムにあり、午前から午後前半は大きな約束や条件確定を急がず、確認、整理、保留に向く時間です。月が魚座へ入ると空気はやわらぎ、理屈よりも感情、共感、想像力へ意識が移ります。夜は22:59頃に月と天王星、23:25頃に月と火星が緊張し、急な予定変更や焦り、強い言い方が出やすい配置です。特に夜の連絡は勢いで送らず、一呼吸置くと安全です。昨日から続いた客観的な見直しを、今日は無理なく感覚へ戻していく星模様です。
2026/07/05,今日は月が魚座を進み、感情、直感、想像力を通して物事を受け取りやすい日です。9:44頃には火星と海王星が調和し、行動力にイメージや共感が乗りやすくなります。17:01頃には月と太陽が調和し、夕方は気持ちと生活の方向性が自然に噛み合いやすい時間帯です。22:06頃には火星と冥王星も調和し、集中して深く取り組む力が増します。ただし水星は逆行中なので、気分で決めたことは後から確認を。今日は無理に急ぐより、直感をメモし、必要な行動へ静かに移すと流れに合います。
2026/07/06,今日は月が魚座の後半を進み、やわらかな感受性と振り返りの流れが続きます。14:21頃には月と水星が調和し、午後は気持ちを言葉にする、過去の連絡を見直す、相談内容を整理することに向いています。その後は翌7日0:07頃の月の牡羊座入りまでボイドタイムに入るため、午後以降の大きな決定は急がず、確認と保留を優先すると安全です。19:47頃には太陽と土星の緊張がピークとなり、夜は責任や制限を重く感じやすい配置です。疲れたら無理に進めず、必要な境界線を整えることが大切です。
2026/07/07,今日は0:07頃に月が牡羊座へ入り、停滞していた気分から一歩踏み出す流れに切り替わります。2:40頃には月と木星、7:25頃には月と天王星、8:47頃には月と冥王星、10:48頃には月と火星が調和し、午前中は行動力、ひらめき、突破力が強まりやすい時間帯です。水星逆行中のため、勢いはあっても連絡や移動の確認は丁寧に。昨日の重さを引きずるより、今日は小さくても自分から動くことで流れが変わります。ただし急ぎすぎると見落としも出やすいので、行動と確認をセットにすると安定します。
2026/07/08,今日は4:29頃に牡羊座で下弦の月を迎え、6/30の山羊座満月で見えた課題を、ここから削ぎ落として次の形へ整えるタイミングです。月は牡羊座を進み、行動したい気持ちは強まりますが、蟹座の太陽との緊張により、自分の勢いと身近な人への配慮の間で調整が必要になります。18:24頃には月と逆行中の水星が緊張し、夕方以降は言葉の行き違いや早合点に注意が必要です。今日は結論を急ぐより、何を続け、何を手放すかをはっきりさせる日です。重要な連絡は短く具体的にまとめると安定します。
2026/07/09,今日は5:30頃に月が牡牛座へ入り、昨日の下弦の月で見えた調整点を、生活の安定や実務の形へ落とし込む流れです。3:41頃の月と金星の調和後、5:30頃までは短いボイドタイムとなるため、早朝の決定は急がず、月が牡牛座へ入ってから整えると安全です。8:45頃には月と木星、13:34頃には月と冥王星が緊張し、午前から昼過ぎは期待の広げすぎやこだわりに注意が必要です。今日は勢いよりも体感、予算、続けられる手順を優先すると安定します。
2026/07/10,今日は2:22頃に金星が獅子座から乙女座へ入り、楽しさや自己表現を大きく見せる流れから、丁寧さ、実用性、ケア、細やかな好意へ愛情表現の質が切り替わります。月は牡牛座を進み、生活の安定、食事、身体感覚、金銭感覚を整えるのに向く日です。11:46頃には月と太陽、19:13頃には月と水星が調和し、日中から夜にかけては気持ちと現実的な判断が噛み合いやすくなります。その後は翌11日7:41頃の月の双子座入りまでボイドタイムに入るため、夜の大きな確定は急がず、確認と整理に留めると安全です。
2026/07/11,今日は7:41頃に月が双子座へ入り、昨日夜からのボイドタイムが明けて、連絡、移動、情報収集、会話へ意識が切り替わります。10:05頃には月と金星が緊張し、午前は好意や気遣いのズレ、細かい好みの違いが気になりやすい時間帯です。一方で11:30頃には月と木星、14:51頃には月と海王星、15:15頃には月と冥王星が調和し、昼以降は会話の広がり、直感、集中力を使いやすくなります。水星は蟹座で逆行中なので、連絡は勢いだけで済ませず、日時や条件を確認すると安定します。
2026/07/12,今日は月が双子座を進み、言葉、学び、移動、複数の用事を軽くさばく流れが続きます。7:11頃には月と土星が調和し、朝は散らばった情報を現実的な手順に落とし込みやすい時間帯です。その後は翌13日7:46頃の月の蟹座入りまで長いボイドタイムに入ります。日中以降は新しい約束や条件確定を増やすより、下調べ、見直し、連絡内容の整理に向いています。水星逆行中でもあるため、思いつきで送る前に一度読み返すと安全です。軽さを保ちつつ、確認の手間を省かないことが今日の鍵です。
2026/07/13,今日は7:46頃に月が蟹座へ入り、昨日からのボイドタイムが明けて、気持ち、身近な人、生活の安心感へ意識が戻ります。13:54頃には月と金星が調和し、午後はやさしい気遣いや暮らしを整えることに追い風があります。14:46頃には月と海王星が緊張し、感情や期待が曖昧になりやすいため、確認が必要な話は言葉にして残すと安全です。23:26頃には金星と天王星の緊張がピークとなり、夜は対人距離や好みに急な変化が出やすい配置です。明日の蟹座新月を前に、今日は心の置き場所を整える日です。
2026/07/14,今日は18:43頃に蟹座で新月を迎え、家、身近な人、安心できる場所、心の土台に新しい種をまく日です。月は蟹座を進みますが、6:57頃に月と土星が緊張した後、翌15日7:35頃の月の獅子座入りまで長いボイドタイムに入ります。そのため新月の願いや計画は、すぐ確定するより、静かに書き出して温めるのが向いています。午前は責任や不安を重く感じやすい一方、必要な境界線を見直すには良い時間です。水星逆行中でもあるため、家族や身近な人との会話は急いで結論を出さず、安心できる形へ整えることを優先すると安定します。
2026/07/15,今日は7:35頃に月が獅子座へ入り、前日の蟹座新月と長いボイドを抜けて、空気が少し明るく外向きに切り替わります。朝まではボイドタイムが残るため、大きな決定は月が獅子座へ入ってから整えると安全です。14:39頃には月と天王星、14:42頃には月と海王星が調和し、午後はひらめき、創作、イメージを表現へつなげやすい時間帯です。昨日の新月で見えた心の土台を、今日は楽しさや自己表現として少し外へ出していく流れです。ただし水星逆行中なので、発信や約束は確認を挟みながら進めると安定します。
2026/07/16,今日は月が獅子座を進み、前日の蟹座新月から少し外向きになり、自己表現や楽しみを形にしたくなる日です。2:58頃には月と火星、7:26頃には月と土星が調和し、朝は勢いと安定感を両立しやすい時間帯です。ただし7:26頃以降は翌17日9:07頃の月の乙女座入りまで長いボイドタイムに入ります。日中以降は新しい決定を増やすより、創作の下書き、予定の確認、楽しみ方の見直しに向いています。水星逆行中でもあるため、発信や約束は一度確認を挟むと安定します。
2026/07/17,今日は9:07頃まで月が獅子座のボイドタイムにあり、朝は大きな決定より確認、整理、保留に向きます。月が乙女座へ入ると空気は実務的になり、細部の確認、体調管理、作業環境の調整へ意識が切り替わります。16:44頃には月と天王星の緊張がピークとなり、午後は予定変更や思いつきでペースが乱れやすい時間帯です。完璧に整えようとしすぎるより、必要な修正点を見つけて一つずつ直すほうが流れに合います。昨日の表現モードから、今日は使える形へ整える日です。
2026/07/18,今日は月が乙女座を進み、確認、整理、改善、健康管理に意識が向きやすい日です。8:22頃には月と火星の緊張がピークとなり、朝は焦りや作業の詰め込みすぎに注意が必要です。細かいことが気になりやすい一方、勢いで人に厳しくなりすぎないようにしたい時間帯です。15:49頃には月と逆行中の水星が調和し、午後は見直し、再確認、過去の連絡の整理が進みやすくなります。今日は新しいことを増やすより、既にあるものを整え、抜け漏れを減らすほど安定します。
2026/07/19,今日は月が乙女座の終盤を進み、13:56頃に天秤座へ入ります。7:13頃には月と太陽が調和し、朝は生活の実務と気持ちの方向性が噛み合いやすい時間帯です。その後は13:56頃までボイドタイムとなるため、午前後半から昼過ぎの大きな決定は急がず、確認と保留を優先すると安全です。月が天秤座へ入ると、対話、調整、バランス感覚へ空気が切り替わります。夜は21:39頃に月と木星、22時台に月と冥王星・天王星が調和し、視点を変えながら人との距離感を整えやすくなります。
2026/07/20,今日は月が天秤座を進み、人との調整、約束、役割のバランスを整える日です。3:10頃には火星と土星が調和し、行動力を現実的な手順に落とし込みやすい配置です。18:03頃には月と火星が調和し、夕方は対話を通じて前向きに動きやすくなります。一方で21:18頃には月と逆行中の水星が緊張し、夜は言葉の行き違いや確認漏れに注意が必要です。今日は勢いよく進める場面と、丁寧に聞き直す場面の切り替えが鍵です。大事な連絡は短く具体的にまとめると安定します。
2026/07/21,今日は月が天秤座を進み、対話、調整、役割のバランスがテーマになります。20:05頃には蟹座の太陽と天秤座の月が緊張し、上弦の月を迎えます。7/14の蟹座新月で始まった心の土台や身近な関係のテーマを、相手との距離感や現実の条件の中で調整するタイミングです。20:05頃から22:34頃に月が蠍座へ入るまではボイドタイムとなるため、夜の大きな決定は急がず、見えてきた課題を整理するのが安全です。感情と公平さの両方を見ながら、次の一手を選び直す日です。
2026/07/22,今日は月が蠍座を進み、表面的な調整よりも本音、集中、深い確認へ意識が向きやすい日です。7:11頃には月と冥王星、7:49頃には月と木星が緊張し、朝はこだわり、不安、期待の膨らみが強まりやすい時間帯です。昨日の上弦の月で見えた関係や役割のズレを、今日は静かに掘り下げる流れになります。無理に相手を動かそうとせず、必要な境界線や優先順位を確認すると安定します。翌23日早朝には太陽が獅子座へ入るため、内側で確認した本音をどう表現するかへ意識が移り始めます。
2026/07/23,今日は4:13頃に太陽が蟹座から獅子座へ入り、身近な安心を守る季節から、自己表現、創造性、楽しむ力を前に出す季節へ切り替わります。月は蠍座を進み、2:37頃に月と金星、6:48頃に月と水星が調和するため、早朝は本音をやわらかく言葉にしやすい時間帯です。その後は翌24日10:07頃の月の射手座入りまで長いボイドタイムに入ります。太陽の切り替わりで気持ちは外へ向かいますが、日中以降は大きな確定を急がず、表現したいことを内側で整理するのが向いています。
2026/07/24,今日は10:07頃まで月が蠍座のボイドタイムにあり、朝は大きな決定より確認、整理、保留が安全です。7:58頃には水星が蟹座で順行へ戻り、連絡、予定、身近な人との会話の見直し期間が少しずつ前へ進み始めます。月が射手座へ入ると空気は広がり、学び、移動、未来への視野へ意識が切り替わります。12:43頃には月と太陽が調和し、午後は獅子座太陽の表現力と射手座月の前向きさが噛み合いやすくなります。夜は20:48頃に月と木星が調和し、希望や広がりを感じやすい星模様です。
2026/07/25,今日は月が射手座を進み、学び、移動、発信、未来の構想へ意識が向きやすい日です。1:12頃には水星と金星が調和し、未明から朝にかけては言葉と好意、説明と気配りが噛み合いやすい流れがあります。15:54頃には月と土星が調和し、午後は大きな目標を現実的な手順に落とし込みやすくなります。一方で20:53頃には月と金星が緊張し、その後は翌26日22:44頃の月の山羊座入りまで長いボイドタイムに入ります。夜は楽しみを広げすぎず、約束や出費は一度確認すると安全です。
2026/07/26,今日は月が射手座の後半を進みますが、前夜20:53頃から22:44頃の月の山羊座入りまで長いボイドタイムが続きます。日中は大きな決定や新しい約束を急ぐより、下調べ、振り返り、旅行や学びの計画の見直しに向いています。射手座の月は視野を広げますが、ボイド中は勢いだけで確定すると後から修正が出やすい時間です。夜に月が山羊座へ入ると、空気は現実的になり、責任、予定、仕事、長期的な段取りへ意識が切り替わります。今日は広げた可能性を、明日以降に形にするための余白として扱うと安定します。
2026/07/27,今日は月が山羊座を進み、責任、予定、仕事、長期的な計画を現実的に整える日です。7:26頃には月と海王星の緊張がピークとなり、朝は理想や不安が混ざりやすく、判断が曖昧になりやすい時間帯です。16:36頃には太陽と海王星が調和し、午後は想像力や共感を、獅子座太陽らしい表現へつなげやすくなります。今日は夢やイメージをそのまま広げるだけでなく、山羊座の月らしく手順や期限へ落とし込むことが大切です。ぼんやりした違和感は、無視せず具体的な確認事項に変えると安定します。
2026/07/28,今日は月が山羊座を進み、現実的な確認と長期的な整備に向く日です。4:24頃には月と土星の緊張がピークとなり、朝は責任や制限を重く感じやすい配置です。6:36頃には太陽と天王星が調和し、古いやり方に少し新しい工夫を入れる流れが生まれます。15:11頃には月と金星が調和し、午後は実務の中にも丁寧な気配りや整った美しさを加えやすくなります。その後は翌29日10:46頃の月の水瓶座入りまでボイドタイムに入るため、夕方以降の大きな決定は急がず、確認と整理に留めると安全です。
2026/07/29,今日は10:46頃まで月が山羊座のボイドタイムにあり、朝は満月前の整理として、仕事や責任の棚卸しに向いています。月が水瓶座へ入ると空気は客観的になり、個人の感情を少し離れて見直しやすくなります。16:09頃には金星と火星の緊張がピークとなり、対人面では好みやペースの違いが出やすい時間帯です。23:36頃には水瓶座で満月を迎え、獅子座太陽が照らす自己表現と、水瓶座月が示す仲間、未来、客観性のテーマがはっきり見えてきます。自分らしく輝くことと、周囲との関わり方を見直す満月です。
2026/07/30,今日は前夜の水瓶座満月の余韻が残り、自己表現と仲間や社会との関わり方を冷静に見直す日です。月は水瓶座を進み、自由な発想、距離を取った判断、チームやコミュニティの視点が働きやすくなります。15:43頃には月と土星が調和し、午後は満月で見えたテーマを現実的なルールや計画に落とし込みやすい時間帯です。昨日の金星と火星の緊張で見えた好みやペースの違いも、今日は感情的に詰めるより、仕組みや役割として整理すると安定します。大きな方向性を客観的に選び直す星模様です。
2026/07/31,今日は月が水瓶座の後半を進み、朝は客観的な判断や未来志向の見直しが続きます。6:26頃には月と火星が調和し、午前はアイデアを実際の行動へ移しやすい時間帯です。その後は21:13頃に月が魚座へ入るまで長いボイドタイムとなるため、日中の大きな決定は急がず、下書き、検証、意見の整理に向いています。夜に月が魚座へ入ると空気はやわらぎ、理屈よりも感情や共感へ意識が移ります。満月後に見えた関係性や未来のテーマを、今日は無理に結論づけず、必要な余白を残して整える日です。
