Rule_ID,Category,Factor_Type,Peak_Type,Transit_Planet,Natal_Target,Target_Role,House_System,Target_House,Aspect_Angle,Aspect_Class,Transit_State,Orb_Max,Duration_Days_Before,Duration_Days_After,Activation_Weight,Caution_Weight,Intensity_Hint,Tone,Monthly_Title,Monthly_Summary,Monthly_Description,Monthly_Caution,Yearly_Summary,Priority,Tags,Active_Flag,Narrative_Key,Narrative_Priority
AUTO_GENERAL_HEALTH_NATAL_HOUSE_MERCURY_NATAL_9H,general_health,natal_house,reset,MERCURY,ANY,core_theme,natal,9,ANY,none,ingress,3,0,5,3,0,medium,active,視野を立て直す時期,水星が学び、意味づけ、少し先の見通しを刺激し、思考と日々の連絡に意識が向きやすい流れです。,水星の動きがネイタル9Hに入り、学び、意味づけ、少し先の見通しの扱い方を整え直す機会になります。無理に加速するより、今の状態に合う段取りを選ぶほど流れを活かせます。,予定を詰め込みすぎず、生活リズムを崩さない範囲で進めてください。,水星がネイタル9Hを通る間、学び、意味づけ、少し先の見通しを整え直す流れです。,96,auto;general_health;natal_house;mercury;natal;9h,1,transition,1
AUTO_GENERAL_HEALTH_NATAL_HOUSE_MERCURY_NATAL_12H,general_health,natal_house,rest,MERCURY,ANY,core_theme,natal,12,ANY,none,ingress,3,0,5,3,0,medium,active,休息の取り方を見直す時期,水星が休息、睡眠、ひとりで回復する時間を刺激し、思考と日々の連絡に意識が向きやすい流れです。,水星の動きがネイタル12Hに入り、休息、睡眠、ひとりで回復する時間の扱い方を整え直す機会になります。無理に加速するより、今の状態に合う段取りを選ぶほど流れを活かせます。,予定を詰め込みすぎず、生活リズムを崩さない範囲で進めてください。,水星がネイタル12Hを通る間、休息、睡眠、ひとりで回復する時間を整え直す流れです。,97,auto;general_health;natal_house;mercury;natal;12h,1,recovery,3
AUTO_GENERAL_HEALTH_NATAL_HOUSE_MARS_NATAL_1H,general_health,natal_house,vitality,MARS,ANY,core_theme,natal,1,ANY,none,ingress,3,0,5,4,1,high,active,一般・健康の動きが出やすい,火星がnatal 1Hを刺激する配置により、心身の状態や生活リズムに変化が出やすい時期です。,体調、睡眠、集中力、生活ペースのどこかに動きが出やすく、無理なく調整するための大枠ルールです。,疲れや違和感を無視せず、休息と予定調整を優先すること。,心身や生活リズムの調整が起こりやすい流れ,98,auto;general_health;natal_house;mars;natal;1h,1,self_pace,3
AUTO_GENERAL_HEALTH_NATAL_HOUSE_MARS_NATAL_3H,general_health,natal_house,mental_focus,MARS,ANY,core_theme,natal,3,ANY,none,ingress,3,0,5,4,1,high,active,一般・健康の動きが出やすい,火星がnatal 3Hを刺激する配置により、心身の状態や生活リズムに変化が出やすい時期です。,体調、睡眠、集中力、生活ペースのどこかに動きが出やすく、無理なく調整するための大枠ルールです。,疲れや違和感を無視せず、休息と予定調整を優先すること。,心身や生活リズムの調整が起こりやすい流れ,99,auto;general_health;natal_house;mars;natal;3h,1,cognitive_load,1
AUTO_GENERAL_HEALTH_NATAL_HOUSE_MARS_NATAL_4H,general_health,natal_house,home_base,MARS,ANY,core_theme,natal,4,ANY,none,ingress,3,0,5,4,1,high,active,一般・健康の動きが出やすい,火星がnatal 4Hを刺激する配置により、心身の状態や生活リズムに変化が出やすい時期です。,体調、睡眠、集中力、生活ペースのどこかに動きが出やすく、無理なく調整するための大枠ルールです。,疲れや違和感を無視せず、休息と予定調整を優先すること。,心身や生活リズムの調整が起こりやすい流れ,100,auto;general_health;natal_house;mars;natal;4h,1,recovery,3
AUTO_GENERAL_HEALTH_NATAL_HOUSE_MARS_NATAL_6H,general_health,natal_house,body_condition,MARS,ANY,core_theme,natal,6,ANY,none,ingress,3,0,5,4,1,high,active,一般・健康の動きが出やすい,火星がnatal 6Hを刺激する配置により、心身の状態や生活リズムに変化が出やすい時期です。,体調、睡眠、集中力、生活ペースのどこかに動きが出やすく、無理なく調整するための大枠ルールです。,疲れや違和感を無視せず、休息と予定調整を優先すること。,心身や生活リズムの調整が起こりやすい流れ,101,auto;general_health;natal_house;mars;natal;6h,1,self_pace,3
AUTO_GENERAL_HEALTH_NATAL_HOUSE_MARS_NATAL_9H,general_health,natal_house,reset,MARS,ANY,core_theme,natal,9,ANY,none,ingress,3,0,5,4,1,high,active,一般・健康の動きが出やすい,火星がnatal 9Hを刺激する配置により、心身の状態や生活リズムに変化が出やすい時期です。,体調、睡眠、集中力、生活ペースのどこかに動きが出やすく、無理なく調整するための大枠ルールです。,疲れや違和感を無視せず、休息と予定調整を優先すること。,心身や生活リズムの調整が起こりやすい流れ,102,auto;general_health;natal_house;mars;natal;9h,1,transition,1
AUTO_GENERAL_HEALTH_NATAL_HOUSE_MARS_NATAL_12H,general_health,natal_house,rest,MARS,ANY,core_theme,natal,12,ANY,none,ingress,3,0,5,4,1,high,active,一般・健康の動きが出やすい,火星がnatal 12Hを刺激する配置により、心身の状態や生活リズムに変化が出やすい時期です。,体調、睡眠、集中力、生活ペースのどこかに動きが出やすく、無理なく調整するための大枠ルールです。,疲れや違和感を無視せず、休息と予定調整を優先すること。,心身や生活リズムの調整が起こりやすい流れ,103,auto;general_health;natal_house;mars;natal;12h,1,recovery,3
AUTO_GENERAL_HEALTH_NATAL_HOUSE_JUPITER_NATAL_1H,general_health,natal_house,vitality,JUPITER,ANY,core_theme,natal,1,ANY,none,ingress,2.5,3,10,4,0,high,positive,自分のペースを整える時期,木星が自分の状態、見せ方、始動の仕方を刺激し、視野と回復の余地に意識が向きやすい流れです。,木星の動きがネイタル1Hに入り、自分の状態、見せ方、始動の仕方の扱い方を整え直す機会になります。無理に加速するより、今の状態に合う段取りを選ぶほど流れを活かせます。,予定を詰め込みすぎず、生活リズムを崩さない範囲で進めてください。,木星がネイタル1Hを通る間、自分の状態、見せ方、始動の仕方を整え直す流れです。,104,auto;general_health;natal_house;jupiter;natal;1h,1,self_pace,3
AUTO_GENERAL_HEALTH_NATAL_HOUSE_JUPITER_NATAL_3H,general_health,natal_house,mental_focus,JUPITER,ANY,core_theme,natal,3,ANY,none,ingress,2.5,3,10,4,0,high,positive,思考と連絡を整える時期,木星が考え方、連絡、身近な移動を刺激し、視野と回復の余地に意識が向きやすい流れです。,木星の動きがネイタル3Hに入り、考え方、連絡、身近な移動の扱い方を整え直す機会になります。無理に加速するより、今の状態に合う段取りを選ぶほど流れを活かせます。,予定を詰め込みすぎず、生活リズムを崩さない範囲で進めてください。,木星がネイタル3Hを通る間、考え方、連絡、身近な移動を整え直す流れです。,105,auto;general_health;natal_house;jupiter;natal;3h,1,cognitive_load,1
AUTO_GENERAL_HEALTH_NATAL_HOUSE_JUPITER_NATAL_4H,general_health,natal_house,home_base,JUPITER,ANY,core_theme,natal,4,ANY,none,ingress,2.5,3,10,4,0,high,positive,生活の土台を整える時期,木星が住まい、安心感、身近な居場所を刺激し、視野と回復の余地に意識が向きやすい流れです。,木星の動きがネイタル4Hに入り、住まい、安心感、身近な居場所の扱い方を整え直す機会になります。無理に加速するより、今の状態に合う段取りを選ぶほど流れを活かせます。,予定を詰め込みすぎず、生活リズムを崩さない範囲で進めてください。,木星がネイタル4Hを通る間、住まい、安心感、身近な居場所を整え直す流れです。,106,auto;general_health;natal_house;jupiter;natal;4h,1,recovery,3
AUTO_GENERAL_HEALTH_NATAL_HOUSE_JUPITER_NATAL_6H,general_health,natal_house,body_condition,JUPITER,ANY,core_theme,natal,6,ANY,none,ingress,2.5,3,10,4,0,high,positive,日課とコンディションを整える時期,木星が日課、作業量、セルフケアを刺激し、視野と回復の余地に意識が向きやすい流れです。,木星の動きがネイタル6Hに入り、日課、作業量、セルフケアの扱い方を整え直す機会になります。無理に加速するより、今の状態に合う段取りを選ぶほど流れを活かせます。,予定を詰め込みすぎず、生活リズムを崩さない範囲で進めてください。,木星がネイタル6Hを通る間、日課、作業量、セルフケアを整え直す流れです。,107,auto;general_health;natal_house;jupiter;natal;6h,1,self_pace,3
AUTO_GENERAL_HEALTH_NATAL_HOUSE_JUPITER_NATAL_9H,general_health,natal_house,reset,JUPITER,ANY,core_theme,natal,9,ANY,none,ingress,2.5,3,10,4,0,high,positive,視野を立て直す時期,木星が学び、意味づけ、少し先の見通しを刺激し、視野と回復の余地に意識が向きやすい流れです。,木星の動きがネイタル9Hに入り、学び、意味づけ、少し先の見通しの扱い方を整え直す機会になります。無理に加速するより、今の状態に合う段取りを選ぶほど流れを活かせます。,予定を詰め込みすぎず、生活リズムを崩さない範囲で進めてください。,木星がネイタル9Hを通る間、学び、意味づけ、少し先の見通しを整え直す流れです。,108,auto;general_health;natal_house;jupiter;natal;9h,1,transition,1
AUTO_GENERAL_HEALTH_NATAL_HOUSE_JUPITER_NATAL_12H,general_health,natal_house,rest,JUPITER,ANY,core_theme,natal,12,ANY,none,ingress,2.5,3,10,4,0,high,positive,休息の取り方を見直す時期,木星が休息、睡眠、ひとりで回復する時間を刺激し、視野と回復の余地に意識が向きやすい流れです。,木星の動きがネイタル12Hに入り、休息、睡眠、ひとりで回復する時間の扱い方を整え直す機会になります。無理に加速するより、今の状態に合う段取りを選ぶほど流れを活かせます。,予定を詰め込みすぎず、生活リズムを崩さない範囲で進めてください。,木星がネイタル12Hを通る間、休息、睡眠、ひとりで回復する時間を整え直す流れです。,109,auto;general_health;natal_house;jupiter;natal;12h,1,recovery,3
AUTO_GENERAL_HEALTH_NATAL_HOUSE_SATURN_NATAL_1H,general_health,natal_house,vitality,SATURN,ANY,core_theme,natal,1,ANY,none,ingress,2.5,3,10,3,0,medium,active,自分のペースを整える時期,土星が自分の状態、見せ方、始動の仕方を刺激し、責任とペース配分に意識が向きやすい流れです。,土星の動きがネイタル1Hに入り、自分の状態、見せ方、始動の仕方の扱い方を整え直す機会になります。無理に加速するより、今の状態に合う段取りを選ぶほど流れを活かせます。,義務を抱え込みすぎず、休む時間と作業量の上限を先に決めてください。,土星がネイタル1Hを通る間、自分の状態、見せ方、始動の仕方を整え直す流れです。,110,auto;general_health;natal_house;saturn;natal;1h,1,self_pace,3
AUTO_GENERAL_HEALTH_NATAL_HOUSE_SATURN_NATAL_3H,general_health,natal_house,mental_focus,SATURN,ANY,core_theme,natal,3,ANY,none,ingress,2.5,3,10,3,0,medium,active,思考と連絡を整える時期,土星がネイタル3Hを通り、責任とペース配分と考え方と身近なやり取りに意識が向きやすい流れです。,土星の動きがネイタル3Hを刺激します。考え方と身近なやり取りを整え直し、今の状態に合う予定と習慣を選ぶほど、この時期を活かせます。,義務や予定を詰め込みすぎず、生活リズムを崩さない範囲で調整してください。,土星がネイタル3Hを通る間、考え方と身近なやり取りを整え直す流れです。,111,auto;general_health;natal_house;saturn;natal;3h,1,cognitive_load,1
AUTO_GENERAL_HEALTH_NATAL_HOUSE_SATURN_NATAL_4H,general_health,natal_house,home_base,SATURN,ANY,core_theme,natal,4,ANY,none,ingress,2.5,3,10,3,0,medium,active,生活の土台を整える時期,土星がネイタル4Hを通り、責任とペース配分と住まいと安心感に意識が向きやすい流れです。,土星の動きがネイタル4Hを刺激します。住まいと安心感を整え直し、今の状態に合う予定と習慣を選ぶほど、この時期を活かせます。,義務や予定を詰め込みすぎず、生活リズムを崩さない範囲で調整してください。,土星がネイタル4Hを通る間、住まいと安心感を整え直す流れです。,112,auto;general_health;natal_house;saturn;natal;4h,1,recovery,3
AUTO_GENERAL_HEALTH_NATAL_HOUSE_SATURN_NATAL_6H,general_health,natal_house,body_condition,SATURN,ANY,core_theme,natal,6,ANY,none,ingress,2.5,3,10,3,0,medium,active,日課とコンディションを整える時期,土星がネイタル6Hを通り、責任とペース配分と日課とセルフケアに意識が向きやすい流れです。,土星の動きがネイタル6Hを刺激します。日課とセルフケアを整え直し、今の状態に合う予定と習慣を選ぶほど、この時期を活かせます。,義務や予定を詰め込みすぎず、生活リズムを崩さない範囲で調整してください。,土星がネイタル6Hを通る間、日課とセルフケアを整え直す流れです。,113,auto;general_health;natal_house;saturn;natal;6h,1,self_pace,3
AUTO_GENERAL_HEALTH_NATAL_HOUSE_SATURN_NATAL_9H,general_health,natal_house,reset,SATURN,ANY,core_theme,natal,9,ANY,none,ingress,2.5,3,10,3,0,medium,active,視野を立て直す時期,土星がネイタル9Hを通り、責任とペース配分と学びと見通しに意識が向きやすい流れです。,土星の動きがネイタル9Hを刺激します。学びと見通しを整え直し、今の状態に合う予定と習慣を選ぶほど、この時期を活かせます。,義務や予定を詰め込みすぎず、生活リズムを崩さない範囲で調整してください。,土星がネイタル9Hを通る間、学びと見通しを整え直す流れです。,114,auto;general_health;natal_house;saturn;natal;9h,1,transition,1
AUTO_GENERAL_HEALTH_NATAL_HOUSE_SATURN_NATAL_12H,general_health,natal_house,rest,SATURN,ANY,core_theme,natal,12,ANY,none,ingress,2.5,3,10,3,0,medium,active,休息の取り方を見直す時期,土星がネイタル12Hを通り、責任とペース配分と睡眠と回復の時間に意識が向きやすい流れです。,土星の動きがネイタル12Hを刺激します。睡眠と回復の時間を整え直し、今の状態に合う予定と習慣を選ぶほど、この時期を活かせます。,義務や予定を詰め込みすぎず、生活リズムを崩さない範囲で調整してください。,土星がネイタル12Hを通る間、睡眠と回復の時間を整え直す流れです。,115,auto;general_health;natal_house;saturn;natal;12h,1,recovery,3
AUTO_GENERAL_HEALTH_NATAL_HOUSE_NEPTUNE_NATAL_1H,general_health,natal_house,vitality,NEPTUNE,ANY,core_theme,natal,1,ANY,none,ingress,1.5,5,10,1,3,caution_only,caution,一般・健康の動きが出やすい,海王星がnatal 1Hを刺激する配置により、心身の状態や生活リズムに変化が出やすい時期です。,体調、睡眠、集中力、生活ペースのどこかに動きが出やすく、無理なく調整するための大枠ルールです。,疲れや違和感を無視せず、休息と予定調整を優先すること。,心身や生活リズムの調整が起こりやすい流れ,116,auto;general_health;natal_house;neptune;natal;1h,1,self_pace,3
AUTO_GENERAL_HEALTH_NATAL_HOUSE_NEPTUNE_NATAL_3H,general_health,natal_house,mental_focus,NEPTUNE,ANY,core_theme,natal,3,ANY,none,ingress,1.5,5,10,1,3,caution_only,caution,一般・健康の動きが出やすい,海王星がnatal 3Hを刺激する配置により、心身の状態や生活リズムに変化が出やすい時期です。,体調、睡眠、集中力、生活ペースのどこかに動きが出やすく、無理なく調整するための大枠ルールです。,疲れや違和感を無視せず、休息と予定調整を優先すること。,心身や生活リズムの調整が起こりやすい流れ,117,auto;general_health;natal_house;neptune;natal;3h,1,cognitive_load,1
AUTO_GENERAL_HEALTH_NATAL_HOUSE_NEPTUNE_NATAL_4H,general_health,natal_house,home_base,NEPTUNE,ANY,core_theme,natal,4,ANY,none,ingress,1.5,5,10,1,3,caution_only,caution,一般・健康の動きが出やすい,海王星がnatal 4Hを刺激する配置により、心身の状態や生活リズムに変化が出やすい時期です。,体調、睡眠、集中力、生活ペースのどこかに動きが出やすく、無理なく調整するための大枠ルールです。,疲れや違和感を無視せず、休息と予定調整を優先すること。,心身や生活リズムの調整が起こりやすい流れ,118,auto;general_health;natal_house;neptune;natal;4h,1,recovery,3
AUTO_GENERAL_HEALTH_NATAL_HOUSE_NEPTUNE_NATAL_6H,general_health,natal_house,body_condition,NEPTUNE,ANY,core_theme,natal,6,ANY,none,ingress,1.5,5,10,1,3,caution_only,caution,一般・健康の動きが出やすい,海王星がnatal 6Hを刺激する配置により、心身の状態や生活リズムに変化が出やすい時期です。,体調、睡眠、集中力、生活ペースのどこかに動きが出やすく、無理なく調整するための大枠ルールです。,疲れや違和感を無視せず、休息と予定調整を優先すること。,心身や生活リズムの調整が起こりやすい流れ,119,auto;general_health;natal_house;neptune;natal;6h,1,self_pace,3
AUTO_GENERAL_HEALTH_NATAL_HOUSE_NEPTUNE_NATAL_9H,general_health,natal_house,reset,NEPTUNE,ANY,core_theme,natal,9,ANY,none,ingress,1.5,5,10,1,3,caution_only,caution,一般・健康の動きが出やすい,海王星がnatal 9Hを刺激する配置により、心身の状態や生活リズムに変化が出やすい時期です。,体調、睡眠、集中力、生活ペースのどこかに動きが出やすく、無理なく調整するための大枠ルールです。,疲れや違和感を無視せず、休息と予定調整を優先すること。,心身や生活リズムの調整が起こりやすい流れ,120,auto;general_health;natal_house;neptune;natal;9h,1,transition,1
AUTO_GENERAL_HEALTH_NATAL_HOUSE_NEPTUNE_NATAL_12H,general_health,natal_house,rest,NEPTUNE,ANY,core_theme,natal,12,ANY,none,ingress,1.5,5,10,1,3,caution_only,caution,一般・健康の動きが出やすい,海王星がnatal 12Hを刺激する配置により、心身の状態や生活リズムに変化が出やすい時期です。,体調、睡眠、集中力、生活ペースのどこかに動きが出やすく、無理なく調整するための大枠ルールです。,疲れや違和感を無視せず、休息と予定調整を優先すること。,心身や生活リズムの調整が起こりやすい流れ,121,auto;general_health;natal_house;neptune;natal;12h,1,recovery,3
AUTO_GENERAL_HEALTH_SOLAR_HOUSE_SUN_SOLAR_1H,general_health,solar_house,vitality,SUN,ANY,core_theme,solar,1,ANY,none,ingress,3,0,5,4,0,high,active,自分のペースを整える時期,太陽がソーラー1Hを通り、意志と活力と自分の状態と始動の仕方に意識が向きやすい流れです。,太陽の動きがソーラー1Hを刺激します。自分の状態と始動の仕方を整え直し、今の状態に合う予定と習慣を選ぶほど、この時期を活かせます。,予定を詰め込みすぎず、その日の体感に合わせて進め方を調整してください。,太陽がソーラー1Hを通る間、自分の状態と始動の仕方を整え直す流れです。,122,auto;general_health;solar_house;sun;solar;1h,1,self_pace,3
AUTO_GENERAL_HEALTH_SOLAR_HOUSE_SUN_SOLAR_3H,general_health,solar_house,mental_focus,SUN,ANY,core_theme,solar,3,ANY,none,ingress,3,0,5,4,0,high,active,思考と連絡を整える時期,太陽がソーラー3Hを通り、意志と活力と考え方と身近なやり取りに意識が向きやすい流れです。,太陽の動きがソーラー3Hを刺激します。考え方と身近なやり取りを整え直し、今の状態に合う予定と習慣を選ぶほど、この時期を活かせます。,予定を詰め込みすぎず、その日の体感に合わせて進め方を調整してください。,太陽がソーラー3Hを通る間、考え方と身近なやり取りを整え直す流れです。,123,auto;general_health;solar_house;sun;solar;3h,1,cognitive_load,1
AUTO_GENERAL_HEALTH_SOLAR_HOUSE_SUN_SOLAR_4H,general_health,solar_house,home_base,SUN,ANY,core_theme,solar,4,ANY,none,ingress,3,0,5,4,0,high,active,生活の土台を整える時期,太陽がソーラー4Hを通り、意志と活力と住まいと安心感に意識が向きやすい流れです。,太陽の動きがソーラー4Hを刺激します。住まいと安心感を整え直し、今の状態に合う予定と習慣を選ぶほど、この時期を活かせます。,予定を詰め込みすぎず、その日の体感に合わせて進め方を調整してください。,太陽がソーラー4Hを通る間、住まいと安心感を整え直す流れです。,124,auto;general_health;solar_house;sun;solar;4h,1,recovery,3
AUTO_GENERAL_HEALTH_SOLAR_HOUSE_SUN_SOLAR_6H,general_health,solar_house,body_condition,SUN,ANY,core_theme,solar,6,ANY,none,ingress,3,0,5,4,0,high,active,日課とコンディションを整える時期,太陽がソーラー6Hを通り、意志と活力と日課とセルフケアに意識が向きやすい流れです。,太陽の動きがソーラー6Hを刺激します。日課とセルフケアを整え直し、今の状態に合う予定と習慣を選ぶほど、この時期を活かせます。,予定を詰め込みすぎず、その日の体感に合わせて進め方を調整してください。,太陽がソーラー6Hを通る間、日課とセルフケアを整え直す流れです。,125,auto;general_health;solar_house;sun;solar;6h,1,self_pace,3
AUTO_GENERAL_HEALTH_SOLAR_HOUSE_SUN_SOLAR_9H,general_health,solar_house,reset,SUN,ANY,core_theme,solar,9,ANY,none,ingress,3,0,5,4,0,high,active,視野を立て直す時期,太陽がソーラー9Hを通り、意志と活力と学びと見通しに意識が向きやすい流れです。,太陽の動きがソーラー9Hを刺激します。学びと見通しを整え直し、今の状態に合う予定と習慣を選ぶほど、この時期を活かせます。,予定を詰め込みすぎず、その日の体感に合わせて進め方を調整してください。,太陽がソーラー9Hを通る間、学びと見通しを整え直す流れです。,126,auto;general_health;solar_house;sun;solar;9h,1,transition,1
AUTO_GENERAL_HEALTH_SOLAR_HOUSE_SUN_SOLAR_12H,general_health,solar_house,rest,SUN,ANY,core_theme,solar,12,ANY,none,ingress,3,0,5,4,0,high,active,休息の取り方を見直す時期,太陽がソーラー12Hを通り、意志と活力と睡眠と回復の時間に意識が向きやすい流れです。,太陽の動きがソーラー12Hを刺激します。睡眠と回復の時間を整え直し、今の状態に合う予定と習慣を選ぶほど、この時期を活かせます。,予定を詰め込みすぎず、その日の体感に合わせて進め方を調整してください。,太陽がソーラー12Hを通る間、睡眠と回復の時間を整え直す流れです。,127,auto;general_health;solar_house;sun;solar;12h,1,recovery,3
AUTO_GENERAL_HEALTH_SOLAR_HOUSE_MOON_SOLAR_1H,general_health,solar_house,vitality,MOON,ANY,core_theme,solar,1,ANY,none,ingress,3,0,1,1,0,low,mixed,自分のペースを整える時期,月がソーラー1Hを通り、気分と生活リズムと自分の状態と始動の仕方に意識が向きやすい流れです。,月の動きがソーラー1Hを刺激します。自分の状態と始動の仕方を整え直し、今の状態に合う予定と習慣を選ぶほど、この時期を活かせます。,予定を詰め込みすぎず、その日の体感に合わせて進め方を調整してください。,月がソーラー1Hを通る間、自分の状態と始動の仕方を整え直す流れです。,128,auto;general_health;solar_house;moon;solar;1h,1,self_pace,3
AUTO_GENERAL_HEALTH_SOLAR_HOUSE_MOON_SOLAR_3H,general_health,solar_house,mental_focus,MOON,ANY,core_theme,solar,3,ANY,none,ingress,3,0,1,1,0,low,mixed,思考と連絡を整える時期,月がソーラー3Hを通り、気分と生活リズムと考え方と身近なやり取りに意識が向きやすい流れです。,月の動きがソーラー3Hを刺激します。考え方と身近なやり取りを整え直し、今の状態に合う予定と習慣を選ぶほど、この時期を活かせます。,予定を詰め込みすぎず、その日の体感に合わせて進め方を調整してください。,月がソーラー3Hを通る間、考え方と身近なやり取りを整え直す流れです。,129,auto;general_health;solar_house;moon;solar;3h,1,cognitive_load,1
AUTO_GENERAL_HEALTH_SOLAR_HOUSE_MOON_SOLAR_4H,general_health,solar_house,home_base,MOON,ANY,core_theme,solar,4,ANY,none,ingress,3,0,1,1,0,low,mixed,生活の土台を整える時期,月がソーラー4Hを通り、気分と生活リズムと住まいと安心感に意識が向きやすい流れです。,月の動きがソーラー4Hを刺激します。住まいと安心感を整え直し、今の状態に合う予定と習慣を選ぶほど、この時期を活かせます。,予定を詰め込みすぎず、その日の体感に合わせて進め方を調整してください。,月がソーラー4Hを通る間、住まいと安心感を整え直す流れです。,130,auto;general_health;solar_house;moon;solar;4h,1,recovery,3
AUTO_GENERAL_HEALTH_SOLAR_HOUSE_MOON_SOLAR_6H,general_health,solar_house,body_condition,MOON,ANY,core_theme,solar,6,ANY,none,ingress,3,0,1,1,0,low,mixed,日課とコンディションを整える時期,月がソーラー6Hを通り、気分と生活リズムと日課とセルフケアに意識が向きやすい流れです。,月の動きがソーラー6Hを刺激します。日課とセルフケアを整え直し、今の状態に合う予定と習慣を選ぶほど、この時期を活かせます。,予定を詰め込みすぎず、その日の体感に合わせて進め方を調整してください。,月がソーラー6Hを通る間、日課とセルフケアを整え直す流れです。,131,auto;general_health;solar_house;moon;solar;6h,1,self_pace,3
AUTO_GENERAL_HEALTH_SOLAR_HOUSE_MOON_SOLAR_9H,general_health,solar_house,reset,MOON,ANY,core_theme,solar,9,ANY,none,ingress,3,0,1,1,0,low,mixed,視野を立て直す時期,月がソーラー9Hを通り、気分と生活リズムと学びと見通しに意識が向きやすい流れです。,月の動きがソーラー9Hを刺激します。学びと見通しを整え直し、今の状態に合う予定と習慣を選ぶほど、この時期を活かせます。,予定を詰め込みすぎず、その日の体感に合わせて進め方を調整してください。,月がソーラー9Hを通る間、学びと見通しを整え直す流れです。,132,auto;general_health;solar_house;moon;solar;9h,1,transition,1
AUTO_GENERAL_HEALTH_SOLAR_HOUSE_MOON_SOLAR_12H,general_health,solar_house,rest,MOON,ANY,core_theme,solar,12,ANY,none,ingress,3,0,1,1,0,low,mixed,休息の取り方を見直す時期,月がソーラー12Hを通り、気分と生活リズムと睡眠と回復の時間に意識が向きやすい流れです。,月の動きがソーラー12Hを刺激します。睡眠と回復の時間を整え直し、今の状態に合う予定と習慣を選ぶほど、この時期を活かせます。,予定を詰め込みすぎず、その日の体感に合わせて進め方を調整してください。,月がソーラー12Hを通る間、睡眠と回復の時間を整え直す流れです。,133,auto;general_health;solar_house;moon;solar;12h,1,recovery,3
AUTO_GENERAL_HEALTH_SOLAR_HOUSE_MERCURY_SOLAR_1H,general_health,solar_house,vitality,MERCURY,ANY,core_theme,solar,1,ANY,none,ingress,3,0,5,3,0,medium,active,自分のペースを整える時期,水星がソーラー1Hを通り、思考と連絡と自分の状態と始動の仕方に意識が向きやすい流れです。,水星の動きがソーラー1Hを刺激します。自分の状態と始動の仕方を整え直し、今の状態に合う予定と習慣を選ぶほど、この時期を活かせます。,予定を詰め込みすぎず、その日の体感に合わせて進め方を調整してください。,水星がソーラー1Hを通る間、自分の状態と始動の仕方を整え直す流れです。,134,auto;general_health;solar_house;mercury;solar;1h,1,self_pace,3
AUTO_GENERAL_HEALTH_SOLAR_HOUSE_MERCURY_SOLAR_3H,general_health,solar_house,mental_focus,MERCURY,ANY,core_theme,solar,3,ANY,none,ingress,3,0,5,3,0,medium,active,思考と連絡を整える時期,水星がソーラー3Hを通り、思考と連絡と考え方と身近なやり取りに意識が向きやすい流れです。,水星の動きがソーラー3Hを刺激します。考え方と身近なやり取りを整え直し、今の状態に合う予定と習慣を選ぶほど、この時期を活かせます。,予定を詰め込みすぎず、その日の体感に合わせて進め方を調整してください。,水星がソーラー3Hを通る間、考え方と身近なやり取りを整え直す流れです。,135,auto;general_health;solar_house;mercury;solar;3h,1,cognitive_load,1
AUTO_GENERAL_HEALTH_SOLAR_HOUSE_MERCURY_SOLAR_4H,general_health,solar_house,home_base,MERCURY,ANY,core_theme,solar,4,ANY,none,ingress,3,0,5,3,0,medium,active,生活の土台を整える時期,水星がソーラー4Hを通り、思考と連絡と住まいと安心感に意識が向きやすい流れです。,水星の動きがソーラー4Hを刺激します。住まいと安心感を整え直し、今の状態に合う予定と習慣を選ぶほど、この時期を活かせます。,予定を詰め込みすぎず、その日の体感に合わせて進め方を調整してください。,水星がソーラー4Hを通る間、住まいと安心感を整え直す流れです。,136,auto;general_health;solar_house;mercury;solar;4h,1,recovery,3
AUTO_GENERAL_HEALTH_SOLAR_HOUSE_MERCURY_SOLAR_6H,general_health,solar_house,body_condition,MERCURY,ANY,core_theme,solar,6,ANY,none,ingress,3,0,5,3,0,medium,active,日課とコンディションを整える時期,水星がソーラー6Hを通り、思考と連絡と日課とセルフケアに意識が向きやすい流れです。,水星の動きがソーラー6Hを刺激します。日課とセルフケアを整え直し、今の状態に合う予定と習慣を選ぶほど、この時期を活かせます。,予定を詰め込みすぎず、その日の体感に合わせて進め方を調整してください。,水星がソーラー6Hを通る間、日課とセルフケアを整え直す流れです。,137,auto;general_health;solar_house;mercury;solar;6h,1,self_pace,3
AUTO_GENERAL_HEALTH_SOLAR_HOUSE_MERCURY_SOLAR_9H,general_health,solar_house,reset,MERCURY,ANY,core_theme,solar,9,ANY,none,ingress,3,0,5,3,0,medium,active,視野を立て直す時期,水星がソーラー9Hを通り、思考と連絡と学びと見通しに意識が向きやすい流れです。,水星の動きがソーラー9Hを刺激します。学びと見通しを整え直し、今の状態に合う予定と習慣を選ぶほど、この時期を活かせます。,予定を詰め込みすぎず、その日の体感に合わせて進め方を調整してください。,水星がソーラー9Hを通る間、学びと見通しを整え直す流れです。,138,auto;general_health;solar_house;mercury;solar;9h,1,transition,1
